E_PV_batt;E_PV_bu;E_PV_budhw;E_PV_curt;E_PV_grid;E_PV_hp;E_PV_hpdhw;E_PV_load;E_batt_bu;E_batt_budhw;E_batt_hp;E_batt_hpdhw;E_batt_load;E_bu;E_budhw;E_char;E_cons;E_dis;E_grid_batt;E_grid_bu;E_grid_budhw;E_grid_hp;E_grid_hpdhw;E_grid_load;E_hp;E_hpdhw;E_loss_Batt;E_loss_conv;E_loss_inv;E_loss_inv_PV;E_loss_inv_batt;E_loss_inv_grid;Q_dhwst_hd;Q_hp_sh;Q_hp_ts;Q_loss_dhwst;Q_loss_ts;Q_ts;Q_ts_delta;Q_ts_sh;T_dhwst;T_ts;E_demand;E_PV;Req_kWh;Req_kWh_DHW;Set_T;Temp;Temp_supply;Temp_supply_tank;T_aux_supply;COP_tank;COP_SH;COP_DHW;E_demand_hp_pv_dhw;E_demand_hp_pv;E_demand_pv;TSC;DSC;ISC;CU;EFC_nolifetime;BS;LS1;LS2;LS3;LS4;LS5;PS1;PS2;PS3;PS4;PS5;App_comb;conf;Capacity;Tech;PV_nom;cluster;hh;country;quartile;cases;house_type;HP;SOC_mean;P_drained_max;P_injected_max;last_cap;cap_fading;last_SOH;cycle_to_total;Bill
1457.82431391296;0.0;0.0;336.7381598254483;3578.088083280416;359.7651505014256;0.0;624.1585391110391;0.0;0.0;433.43476994306593;0.0;1264.1564713763078;0.0;0.0;2007.7956727609876;3106.932079910096;1786.9381487572837;549.9713588480163;0.0;0.0;1469.3371636072734;0.0;1060.124989512463;2262.5370840517576;0.0;220.8575240037064;125.19883939179365;356.9513581641208;240.10588278383992;89.34690743786561;27.498567942400886;0.0;9136.942463040052;0.0;0.0;0.0;0.0;0.0;0.0;10972776.000007182;10646063.136027075;2948.44000000016;6721.878968807045;9136.942463040052;3602.4687900000204;10271976.000006782;9967762.80000003;10437528.934145719;10493418.11823889;10493418.11823889;182281.18999994308;185223.31999988077;110457.99999999262;4803.252457696505;4061.064837536152;2177.1717466713994;36.32537888373748;14.637628766872679;21.687750116864795;5.0095837992336;0.0;44.00171433464281;30.097290731947247;-61.25783403250078;68.70868639260372;64.72730641165619;49.54030543639557;0.0;8.334438266324492;1.2273183246273811e-14;8.334438266324504;8.334438266324504;2.0;4.0;7.0;NMC;4.8;[4.];110696529022;CH;50;mean;SFH45;AS;24.84066306166702;7.236740476190477;3.7999999999999994;6.829795573839201;2.4314918022971255;0.9191329216585888;0.5561643835616439;442.4868528947361
0.0;5.853061878743892;0.0;407.20194169956295;4291.330588798186;1037.8986260657432;0.0;663.8608990093436;0.0;0.0;0.0;0.0;0.0;24.4146048402809;0.0;0.0;7755.719338097946;0.0;0.0;18.561542961537008;0.0;6182.888694145389;0.0;1554.2691009901962;7220.787320211117;0.0;0.0;0.0;315.73385135538194;315.73385135538194;0.0;0.0;0.0;0.0;20767.92697719548;0.0;206.80649520809004;79877.19347651178;7.799905910303739;20553.320576076523;10972776.000007182;10686185.657938682;2218.129999999374;6721.878968807045;20553.320576076523;3602.4687900000204;10271976.000006782;9967762.80000003;10640279.224906212;10703607.88032302;10703607.88032302;162482.26999999638;168086.349999933;94768.31999996038;8618.541096376255;7679.1207599125455;1487.7019033589058;25.403798474772106;25.403798474772106;0.0;6.057858875311325;0.0;0.0;43.06609349653154;-376.492310432957;23.98808721832272;-106.2094394253251;-262.19091941769824;0.0;160.03918586969232;15.83055002643608;201.20481927713107;201.20481927713107;2.0;2.0;7.0;NMC;4.8;[5.];110144156209;CH;50;mean;SFH100;AS;94.61333267029445;10.000000000000751;3.7999999999999985;6.8599999999999755;2.000000000000346;0.9335159817351482;0.0;1373.5738721827968
0.0;10.384691067833321;0.0;407.20195712018847;4970.059534207779;400.6635361406616;0.0;617.8353996861018;0.0;0.0;0.0;0.0;0.0;10.384691067833321;0.0;0.0;1188.3495041238857;0.0;0.0;0.0;0.0;610.354903810133;0.0;577.994600313793;1011.0184399508055;0.0;0.0;0.0;315.73385058435065;315.73385058435065;0.0;0.0;0.0;0.0;4112.972945778995;0.0;288.9279663134062;72309.0720007028;9.324293736307801;3814.720685732221;10972776.000007182;10444036.753385043;1195.829999999842;6721.878968807045;3814.720685732221;3602.4687900000204;10271976.000006782;9967762.80000003;10437528.934145719;10493418.11823889;10493418.11823889;224040.40000004944;228826.2800000159;101801.60000000415;1995.3077092665048;1250.6612899489814;569.849407800022;15.306488433801663;15.306488433801663;0.0;6.057859104720775;0.0;0.0;63.38342397866299;-106.72524199630166;46.40018454647101;59.42724160424737;-10.804348205878878;-18.333333333333332;0.0;0.0;-18.333333333333332;0.0;2.0;2.0;7.0;NMC;4.8;[];110698629962;CH;50;mean;SFH15;AS;94.61333267029445;3.92;3.8000000000000007;6.8599999999999755;2.000000000000346;0.9335159817351482;0.0;29.264815108098542
0.0;5.617966897802232;0.0;407.2019571201902;3461.9040299281014;971.4769989904567;0.0;1559.944165285994;0.0;0.0;0.0;0.0;0.0;24.179509859339355;0.0;0.0;9766.803439925568;0.0;0.0;18.56154296153712;0.0;6250.64606224977;0.0;3497.5958347140113;7222.123061240245;0.0;0.0;0.0;315.7338505843506;315.7338505843506;0.0;0.0;0.0;0.0;20765.8583642856;0.0;207.15561881908934;81074.7229002186;5.382169389449341;20553.320576076523;10972776.000007182;10686873.89323972;5057.540000000551;6721.878968807045;20553.320576076523;3602.4687900000204;10271976.000006782;9967762.80000003;10640279.224906212;10703607.88032302;10703607.88032302;162482.26999999638;168086.349999933;94768.31999996038;10639.757006916785;9649.2595998315;3370.1315392456995;37.74300523629496;37.74300523629496;0.0;6.057859104720801;0.0;0.0;38.358685978348085;-137.83271229002918;16.89249692454615;-21.838266452414402;-97.65682868087129;0.0;49.663470129251316;2.479404624515196;53.374233128845894;53.374233128845894;2.0;2.0;7.0;NMC;4.8;[7.];110696128856;CH;50;mean;SFH100;AS;94.61333267029445;10.000000000000751;3.742857295468656;6.8599999999999755;2.000000000000346;0.9335159817351482;0.0;1868.6118319681686
0.0;17.380996835533693;0.0;407.2019571201933;4300.2076117552015;681.6293496697705;0.0;999.725202841878;0.0;0.0;0.0;0.0;0.0;17.380996835533693;0.0;0.0;2905.126253786083;0.0;0.0;0.0;0.0;1734.8914566280846;0.0;1170.2347971578154;2416.5208062978636;0.0;0.0;0.0;315.7338505843504;315.7338505843504;0.0;0.0;0.0;0.0;9451.48921529047;0.0;294.3365941202606;107517.61888598245;20.210158134651742;9136.942463040052;10972776.000007182;10447205.523948293;2169.959999999599;6721.878968807045;9136.942463040052;3602.4687900000204;10271976.000006782;9967762.80000003;10437528.934145719;10493418.11823889;10493418.11823889;182281.18999994308;185223.31999988077;110457.99999999262;3797.8047312516205;3042.819069646648;1136.1311859046211;25.2717366264728;25.2717366264728;0.0;6.057859104720847;0.0;0.0;51.88777000129947;-115.91367954822518;41.19553741166007;38.91340319518455;-26.966878913044255;-6.666666666666672;12.287886816447642;-6.243672059341799;-1.7414672254871661;5.276999401263757;2.0;2.0;7.0;NMC;4.8;[3.];110142956065;CH;50;mean;SFH45;AS;94.61333267029445;5.89551196647077;3.8;6.8599999999999755;2.000000000000346;0.9335159817351482;0.0;403.26101048763917
0.0;5.384394550837767;0.0;407.20194169956295;4103.369966219278;1039.6102870002169;0.0;850.5785279816394;0.0;0.0;0.0;0.0;0.0;23.945937512375025;0.0;0.0;7991.528659851658;0.0;0.0;18.561542961537256;0.0;6181.445644871454;0.0;1791.5214720180236;7221.055931871657;0.0;0.0;0.0;315.73385135538194;315.73385135538194;0.0;0.0;0.0;0.0;20765.337719633535;0.0;207.02170642778364;80617.40366157804;4.99543712873006;20553.320576076523;10972776.000007182;10686611.06609109;2642.0999999999376;6721.878968807045;20553.320576076523;3602.4687900000204;10271976.000006782;9967762.80000003;10640279.224906212;10703607.88032302;10703607.88032302;162482.26999999638;168086.349999933;94768.31999996038;8849.600380471067;7905.181758120136;1724.8959889583082;28.200049693383693;28.200049693383693;0.0;6.057858875311325;0.0;0.0;41.36177406066691;-286.9530727598624;22.35617480900941;-76.17571607492654;-200.44516738483415;-4.478865208517092;106.60957307306577;10.786740527281074;118.64406779662606;128.89601162498056;2.0;2.0;7.0;NMC;4.8;[];1127351129758;CH;50;mean;SFH100;AS;94.61333267029445;10.32000000000075;3.8000000000000007;6.8599999999999755;2.000000000000346;0.9335159817351482;0.0;1441.9634579914555
1283.16718085859;0.0;0.0;337.5785813448774;3440.6316500004896;348.5751415938782;0.0;937.9465121673766;0.0;0.0;501.8393302526613;0.0;1082.9540292235795;0.0;0.0;1874.3859958323185;2915.921826536432;1668.2035362907486;591.21881497372;0.0;0.0;1412.1226122052271;0.0;883.0194586089739;2262.5370840517576;0.0;206.18245954155284;125.18236053847181;361.768659866495;248.79754230325523;83.41017681453992;29.56094074868596;0.0;9136.942463040052;0.0;0.0;0.0;0.0;0.0;0.0;10972776.000007182;10646063.136027075;2903.9199999995976;6721.878968807045;9136.942463040052;3602.4687900000204;10271976.000006782;9967762.80000003;10437528.934145719;10493418.11823889;10493418.11823889;182281.18999994308;185223.31999988077;110457.99999999262;4450.07071032244;3683.1775387469693;1764.0014469517196;38.22872810630055;19.139315952152263;19.089412154148295;5.0220865759620885;0.0;45.29250949054923;45.585290341943654;-82.5568562471547;72.48470102254308;72.66691193079336;49.768935199749144;-7.854188828505662;13.045564460239042;4.787211199332622;9.153434800493628;18.457294382428383;2.0;4.0;7.0;NMC;4.8;[5.];110696529011;CH;50;mean;SFH45;AS;22.73227328345311;5.675978609625669;3.7999999999999994;6.835721435496177;2.346836635768901;0.9220363531197755;0.40821917808219177;400.741482027213
0.0;11.197172581570335;0.0;407.201957120193;4613.9143317564;343.8872484753146;0.0;1029.944408289059;0.0;0.0;0.0;0.0;0.0;11.197172581570335;0.0;0.0;1942.8632547349398;0.0;0.0;0.0;0.0;670.977663024418;0.0;1271.885591710567;1014.8649114997437;0.0;0.0;0.0;315.7338505843504;315.7338505843504;0.0;0.0;0.0;0.0;4110.497297679613;0.0;289.4328182140508;75618.37285286536;6.3437937363082355;3814.720685732221;10972776.000007182;10444334.590588022;2301.829999999666;6721.878968807045;3814.720685732221;3602.4687900000204;10271976.000006782;9967762.80000003;10437528.934145719;10493418.11823889;10493418.11823889;224040.40000004944;228826.2800000159;101801.60000000415;2775.764151866098;1977.0618710143576;1255.2086237249762;20.60478678317753;20.60478678317753;0.0;6.057859104720842;0.0;0.0;49.47614058547547;-39.753227384335624;24.882911357424565;46.96078210518338;-4.978555695151399;0.0;1.6447637648809534;-1.618149035877077;0.0;0.0;2.0;2.0;7.0;NMC;4.8;[];110697129359;CH;50;mean;SFH15;AS;94.61333267029445;4.48;3.7999999999999985;6.8599999999999755;2.000000000000346;0.9335159817351482;0.0;221.37863565390563
0.0;19.975084176317456;0.0;407.20195712019336;4698.590458387199;717.9961216190416;0.0;562.3814969198243;0.0;0.0;0.0;0.0;0.0;19.975084176317456;0.0;0.0;2687.8242086884097;0.0;0.0;0.0;0.0;1695.1257056085137;0.0;992.698503079945;2413.1218272275723;0.0;0.0;0.0;315.7338505843504;315.7338505843504;0.0;0.0;0.0;0.0;9455.476251035523;0.0;293.84785225214006;104312.92870494723;24.6859357477149;9136.942463040052;10972776.000007182;10446917.101709666;1555.0799999993949;6721.878968807045;9136.942463040052;3602.4687900000204;10271976.000006782;9967762.80000003;10437528.934145719;10493418.11823889;10493418.11823889;182281.18999994308;185223.31999988077;110457.99999999262;3569.009636873955;2841.5549773864436;974.4103033256968;19.34507760031807;19.34507760031807;0.0;6.057859104720848;0.0;0.0;44.72799860263829;-149.55945810306108;46.756361622612154;26.55758493202033;-32.87453540896257;-0.5428180372582119;2.2684318429988806;27.03695849343248;29.213483146067404;29.918705312274774;2.0;2.0;7.0;NMC;4.8;[2.];110141755854;CH;50;mean;SFH45;AS;94.61333267029445;4.6;3.8000000000000007;6.8599999999999755;2.000000000000346;0.9335159817351482;0.0;333.5436361810961
0.0;20.806945379190356;0.0;407.2019571201932;4544.715711508131;685.4516352724223;0.0;747.96886894261;0.0;0.0;0.0;0.0;0.0;20.806945379190356;0.0;0.0;2675.963028509619;0.0;0.0;0.0;0.0;1729.4618974524697;0.0;946.5011310570951;2414.913532724906;0.0;0.0;0.0;315.7338505843504;315.7338505843504;0.0;0.0;0.0;0.0;9454.859029161602;0.0;294.0071671798221;105358.54366654622;23.90939894623503;9136.942463040052;10972776.000007182;10447011.207096105;1694.469999999423;6721.878968807045;9136.942463040052;3602.4687900000204;10271976.000006782;9967762.80000003;10437528.934145719;10493418.11823889;10493418.11823889;182281.18999994308;185223.31999988077;110457.99999999262;3550.406196742136;2814.323999342295;919.5141947343875;21.634240312010697;21.634240312010697;0.0;6.057859104720845;0.0;0.0;52.450326471117236;-143.89998726484973;45.19590888852688;36.441696459374285;-33.66717124149958;-14.295912547182734;22.4485211193127;-13.598501301622449;-9.327340307344842;5.797357381085524;2.0;2.0;7.0;NMC;4.8;[];110697929717;CH;50;mean;SFH45;AS;94.61333267029445;4.207211409739199;3.8000000000000007;6.8599999999999755;2.000000000000346;0.9335159817351482;0.0;343.2901461668546
