,commune,gwaerdath1,gwaerzh1,gwaerdath2,num_occupants,gwaerzh1_lit,gwaerzh2_lit,gwaerzh2,total_vehicle_count,ev_count_2025,ev_count_2035,ev_count_2045,ev_count_2050,hp_installed_2025,hp_installed_2035,hp_installed_2045,hp_installed_2050,install_battery
64,Sierre,01.01.2010,7430.0,-,53,Chaudière (générique) pour un seul bâtiment,,,41,3,4,16,22,False,True,True,True,False
77,Sierre,07.01.2009,7431.0,-,92,Chaudière (générique) pour plusieurs bâtiments,,,78,2,6,31,40,False,True,True,True,True
98,Sierre,29.11.2001,7430.0,-,7,Chaudière (générique) pour un seul bâtiment,,,6,0,0,2,3,False,True,True,True,True
118,Sierre,01.01.2015,7430.0,-,8,Chaudière (générique) pour un seul bâtiment,,,10,1,2,5,6,False,False,True,True,True
124,Sierre,29.11.2001,7430.0,-,8,Chaudière (générique) pour un seul bâtiment,,,8,2,2,4,7,False,True,True,True,False
20,Sierre,29.11.2001,7430.0,-,7,Chaudière (générique) pour un seul bâtiment,,,6,0,0,1,3,False,True,True,True,True
126,Sierre,14.05.2023,7430.0,-,70,Chaudière (générique) pour un seul bâtiment,,,52,3,7,14,21,False,False,True,True,True
61,Sierre,01.01.2013,7430.0,-,33,Chaudière (générique) pour un seul bâtiment,,,19,1,2,8,11,False,True,True,True,True
17,Sierre,15.12.2006,7430.0,-,7,Chaudière (générique) pour un seul bâtiment,,,4,0,0,1,1,False,True,True,True,True
131,Sierre,29.11.2001,7430.0,-,30,Chaudière (générique) pour un seul bâtiment,,,13,2,2,5,7,False,True,True,True,True
23,Sierre,29.11.2001,7430.0,-,4,Chaudière (générique) pour un seul bâtiment,,,4,1,1,2,2,False,True,True,True,True
31,Sierre,29.11.2001,7430.0,-,29,Chaudière (générique) pour un seul bâtiment,,,21,1,2,7,12,False,True,True,True,True
87,Sierre,29.11.2001,7430.0,-,45,Chaudière (générique) pour un seul bâtiment,,,36,4,6,15,26,False,True,True,True,True
116,Sierre,29.11.2001,7450.0,29.11.2001,11,Chauffage central électrique pour un seul bâtiment,Pas de générateur de chaleur,7400.0,3,0,0,2,3,False,True,True,True,False
94,Sierre,29.11.2001,7430.0,-,11,Chaudière (générique) pour un seul bâtiment,,,12,2,3,4,6,False,True,True,True,True
65,Sierre,03.03.2025,7410.0,03.03.2025,15,Pompe à chaleur PAC pour un seul bâtiment,Pas de générateur de chaleur,7400.0,11,0,1,3,6,True,True,True,True,False
67,Sierre,29.11.2001,7430.0,-,30,Chaudière (générique) pour un seul bâtiment,,,24,1,2,6,14,False,True,True,True,True
58,Sierre,19.01.2022,7430.0,-,55,Chaudière (générique) pour un seul bâtiment,,,47,0,3,19,32,False,False,True,True,True
78,Sierre,29.11.2001,7430.0,-,34,Chaudière (générique) pour un seul bâtiment,,,17,2,3,9,11,False,True,True,True,True
123,Sierre,29.11.2001,7430.0,-,10,Chaudière (générique) pour un seul bâtiment,,,7,0,1,4,4,False,True,True,True,True
9,Sierre,29.11.2001,7430.0,-,26,Chaudière (générique) pour un seul bâtiment,,,19,0,0,7,10,False,True,True,True,True
6,Sierre,-,,-,160,,,,112,6,12,33,53,False,True,True,True,True
4,Sierre,15.11.2005,7430.0,-,42,Chaudière (générique) pour un seul bâtiment,,,27,2,2,8,14,False,True,True,True,True
121,Sierre,29.11.2001,7450.0,29.11.2001,7,Chauffage central électrique pour un seul bâtiment,Pas de générateur de chaleur,7400.0,4,1,1,2,2,False,True,True,True,False
60,Sierre,29.11.2001,7430.0,-,9,Chaudière (générique) pour un seul bâtiment,,,7,0,0,2,2,False,True,True,True,True
21,Sierre,06.08.2012,7430.0,-,43,Chaudière (générique) pour un seul bâtiment,,,33,0,5,12,18,False,True,True,True,True
69,Sierre,29.11.2001,7430.0,-,62,Chaudière (générique) pour un seul bâtiment,,,36,3,4,10,23,False,True,True,True,True
120,Sierre,29.11.2001,7410.0,-,7,Pompe à chaleur PAC pour un seul bâtiment,,,4,0,0,1,2,True,True,True,True,True
130,Sierre,29.11.2001,7430.0,-,41,Chaudière (générique) pour un seul bâtiment,,,31,2,2,10,16,False,True,True,True,True
56,Sierre,29.11.2001,7430.0,-,7,Chaudière (générique) pour un seul bâtiment,,,9,1,1,1,2,False,True,True,True,True
97,Sierre,15.11.2005,7430.0,-,10,Chaudière (générique) pour un seul bâtiment,,,9,0,1,2,4,False,True,True,True,True
33,Sierre,29.11.2001,7430.0,-,5,Chaudière (générique) pour un seul bâtiment,,,1,0,1,1,1,False,True,True,True,True
29,Sierre,29.11.2001,7430.0,29.11.2001,53,Chaudière (générique) pour un seul bâtiment,Pas de générateur de chaleur,7400.0,38,1,3,8,18,False,True,True,True,True
82,Sierre,23.10.2020,7430.0,15.11.2005,137,Chaudière (générique) pour un seul bâtiment,Pas de générateur de chaleur,7400.0,101,5,8,32,54,False,False,True,True,True
127,Sierre,29.11.2001,7430.0,-,18,Chaudière (générique) pour un seul bâtiment,,,17,2,4,7,9,False,True,True,True,False
111,Sierre,31.12.2023,7410.0,-,5,Pompe à chaleur PAC pour un seul bâtiment,,,2,0,0,0,1,True,True,True,True,False
92,Sierre,29.11.2001,7430.0,-,15,Chaudière (générique) pour un seul bâtiment,,,13,0,1,4,6,False,True,True,True,True
55,Sierre,29.11.2001,7450.0,29.11.2001,6,Chauffage central électrique pour un seul bâtiment,Pas de générateur de chaleur,7400.0,4,0,1,1,3,False,True,True,True,True
101,Sierre,29.11.2001,7430.0,-,34,Chaudière (générique) pour un seul bâtiment,,,16,1,1,6,7,False,True,True,True,True
110,Sierre,29.11.2001,7430.0,-,6,Chaudière (générique) pour un seul bâtiment,,,6,1,2,4,4,False,True,True,True,True
104,Sierre,24.11.2015,7430.0,13.05.2024,6,Chaudière (générique) pour un seul bâtiment,Pas de générateur de chaleur,7400.0,1,0,0,1,1,False,False,True,True,False
74,Sierre,29.11.2001,7430.0,-,11,Chaudière (générique) pour un seul bâtiment,,,12,0,5,6,7,False,True,True,True,True
44,Sierre,01.01.2011,7430.0,-,7,Chaudière (générique) pour un seul bâtiment,,,7,1,3,4,5,False,True,True,True,True
68,Sierre,29.11.2001,7430.0,-,17,Chaudière (générique) pour un seul bâtiment,,,15,0,1,7,11,False,True,True,True,True
84,Sierre,29.11.2001,7430.0,-,29,Chaudière (générique) pour un seul bâtiment,,,14,1,1,7,8,False,True,True,True,True
53,Sierre,29.11.2001,7430.0,-,12,Chaudière (générique) pour un seul bâtiment,,,5,0,1,2,3,False,True,True,True,True
62,Sierre,01.01.2013,7430.0,-,32,Chaudière (générique) pour un seul bâtiment,,,22,1,2,3,10,False,True,True,True,True
19,Sierre,29.11.2001,7430.0,-,7,Chaudière (générique) pour un seul bâtiment,,,5,0,1,2,2,False,True,True,True,True
89,Sierre,29.11.2001,7430.0,-,34,Chaudière (générique) pour un seul bâtiment,,,28,4,4,10,14,False,True,True,True,False
1,Sierre,09.01.2015,7410.0,-,44,Pompe à chaleur PAC pour un seul bâtiment,,,26,0,2,9,15,True,True,True,True,True
8,Sierre,29.11.2001,7430.0,-,38,Chaudière (générique) pour un seul bâtiment,,,24,1,3,10,13,False,True,True,True,True
40,Sierre,01.01.2003,7430.0,-,7,Chaudière (générique) pour un seul bâtiment,,,5,0,1,2,3,False,True,True,True,True
36,Sierre,29.11.2001,7430.0,-,50,Chaudière (générique) pour un seul bâtiment,,,36,2,4,12,23,False,True,True,True,True
52,Sierre,01.01.2013,7430.0,-,5,Chaudière (générique) pour un seul bâtiment,,,2,0,0,1,1,False,True,True,True,True
114,Sierre,27.07.2005,7430.0,-,705,Chaudière (générique) pour un seul bâtiment,,,528,23,42,192,288,False,True,True,True,True
15,Sierre,29.11.2001,7430.0,-,9,Chaudière (générique) pour un seul bâtiment,,,6,0,0,3,4,False,True,True,True,True
76,Sierre,29.11.2001,7430.0,-,44,Chaudière (générique) pour un seul bâtiment,,,28,0,2,9,18,False,True,True,True,True
25,Sierre,05.07.2023,7434.0,-,70,Chaudière à condensation pour un seul bâtiment,,,47,3,8,16,23,False,False,True,True,True
10,Sierre,29.11.2001,7430.0,-,62,Chaudière (générique) pour un seul bâtiment,,,46,3,4,19,30,False,True,True,True,True
48,Sierre,29.11.2001,7430.0,-,6,Chaudière (générique) pour un seul bâtiment,,,8,0,0,1,3,False,True,True,True,True
51,Sierre,29.11.2001,7430.0,-,8,Chaudière (générique) pour un seul bâtiment,,,6,1,2,3,3,False,True,True,True,False
57,Sierre,29.11.2001,7450.0,29.11.2001,6,Chauffage central électrique pour un seul bâtiment,Pas de générateur de chaleur,7400.0,2,0,1,1,1,False,True,True,True,True
100,Sierre,01.05.2019,7434.0,-,7,Chaudière à condensation pour un seul bâtiment,,,9,0,0,3,4,False,False,True,True,True
49,Sierre,29.11.2001,7450.0,-,6,Chauffage central électrique pour un seul bâtiment,,,3,1,1,2,2,False,True,True,True,True
117,Sierre,13.09.2016,7430.0,-,35,Chaudière (générique) pour un seul bâtiment,,,27,0,1,6,12,False,False,True,True,True
11,Sierre,29.11.2001,7430.0,29.11.2001,12,Chaudière (générique) pour un seul bâtiment,Pas de générateur de chaleur,7400.0,13,1,1,2,4,False,True,True,True,True
26,Sierre,29.11.2001,7430.0,-,34,Chaudière (générique) pour un seul bâtiment,,,33,3,3,6,12,False,True,True,True,True
41,Sierre,01.01.2012,7430.0,-,60,Chaudière (générique) pour un seul bâtiment,,,41,1,3,11,25,False,True,True,True,False
88,Sierre,29.11.2001,7430.0,-,33,Chaudière (générique) pour un seul bâtiment,,,19,2,4,6,13,False,True,True,True,False
93,Sierre,29.11.2001,7430.0,-,9,Chaudière (générique) pour un seul bâtiment,,,9,2,2,3,7,False,True,True,True,True
