,App_comb,conf,house_type,LCOE,discount_rate
251,2.0,4.0,SFH45,0.7521674587499921,0.04
252,2.0,4.0,SFH45,0.8349540680755287,0.04
253,2.0,4.0,SFH15,0.5794941118107859,0.04
254,2.0,4.0,SFH15,1.000531960630614,0.04
255,2.0,4.0,SFH15,0.6939029723573379,0.04
256,2.0,4.0,SFH45,0.6548433693414479,0.04
257,2.0,6.0,SFH100,0.582498866002204,0.04
258,2.0,6.0,SFH100,0.6377781835149484,0.04
259,2.0,6.0,SFH100,0.6766597203154565,0.04
260,2.0,6.0,SFH100,0.5490838564518671,0.04
261,2.0,2.0,SFH100,0.5926078608165937,0.04
262,2.0,2.0,SFH15,0.7480081777763661,0.04
263,2.0,2.0,SFH45,0.4787326161286537,0.04
264,2.0,2.0,SFH100,0.51097483655215,0.04
265,2.0,2.0,SFH45,0.6151926407831396,0.04
266,2.0,4.0,SFH45,0.6579361303129696,0.04
267,2.0,4.0,SFH45,0.7859403292845611,0.04
268,2.0,4.0,SFH15,0.9848611406138824,0.04
269,2.0,4.0,SFH15,0.5142892371538735,0.04
270,2.0,4.0,SFH15,0.626173929843524,0.04
271,2.0,4.0,SFH45,0.7855384994310876,0.04
272,2.0,6.0,SFH100,0.6058574631500266,0.04
273,2.0,6.0,SFH100,0.6492454401796603,0.04
274,2.0,6.0,SFH100,0.5810315098243387,0.04
275,2.0,6.0,SFH100,0.5752254526369315,0.04
276,2.0,2.0,SFH100,0.527120218744439,0.04
277,2.0,2.0,SFH15,0.645295547326745,0.04
278,2.0,2.0,SFH100,0.4775074856499754,0.04
279,2.0,2.0,SFH45,0.5129880216540992,0.04
280,2.0,2.0,SFH45,0.5609196248995908,0.04
281,2.0,4.0,SFH45,0.81388485644072,0.04
282,2.0,4.0,SFH45,0.5871427173265835,0.04
283,2.0,4.0,SFH15,0.8505023760988218,0.04
284,2.0,4.0,SFH15,0.970653552164575,0.04
285,2.0,4.0,SFH15,0.8761167326203256,0.04
286,2.0,4.0,SFH45,0.5133304931434536,0.04
287,2.0,6.0,SFH100,0.5978581844688623,0.04
288,2.0,6.0,SFH100,0.6163207468478366,0.04
289,2.0,6.0,SFH100,0.5410012218810383,0.04
290,2.0,6.0,SFH100,0.5983855710697102,0.04
291,2.0,2.0,SFH100,0.5094386092022223,0.04
292,2.0,2.0,SFH15,0.4770572261097721,0.04
293,2.0,2.0,SFH45,0.45219470290149527,0.04
294,2.0,2.0,SFH100,0.6064083740109187,0.04
295,2.0,2.0,SFH45,0.6498310675051922,0.04
296,2.0,4.0,SFH45,0.5272449395805494,0.04
297,2.0,4.0,SFH45,0.6222332780560325,0.04
298,2.0,4.0,SFH15,0.851551300356367,0.04
299,2.0,4.0,SFH15,0.7351887295812374,0.04
300,2.0,4.0,SFH15,0.5644287864473323,0.04
301,2.0,4.0,SFH45,0.5101221293682875,0.04
302,2.0,6.0,SFH100,0.6405160076153081,0.04
303,2.0,6.0,SFH100,0.592569136661838,0.04
304,2.0,6.0,SFH100,0.5777024267610732,0.04
305,2.0,6.0,SFH100,0.6291533457062797,0.04
306,2.0,2.0,SFH100,0.48986447055240345,0.04
307,2.0,2.0,SFH15,0.5428568560504509,0.04
308,2.0,2.0,SFH100,0.5044588987264174,0.04
309,2.0,2.0,SFH45,0.6295570695260758,0.04
310,2.0,2.0,SFH45,0.5203646405202907,0.04
311,2.0,4.0,SFH45,0.5597106001071569,0.04
312,2.0,4.0,SFH45,0.8389445132950298,0.04
313,2.0,4.0,SFH15,0.7153479775467855,0.04
314,2.0,4.0,SFH15,0.5776197912028243,0.04
315,2.0,4.0,SFH15,0.6810003725432072,0.04
316,2.0,4.0,SFH45,0.7475599300237845,0.04
317,2.0,6.0,SFH100,0.6457751340447325,0.04
318,2.0,6.0,SFH100,0.6146947302277302,0.04
319,2.0,6.0,SFH100,0.6143987816647102,0.04
320,2.0,6.0,SFH100,0.4916591791102427,0.04
321,2.0,2.0,SFH15,0.49440645169874425,0.04
322,2.0,2.0,SFH100,0.5095574718345638,0.04
323,2.0,2.0,SFH45,0.6036079757230497,0.04
324,2.0,2.0,SFH100,0.5143488465640614,0.04
325,2.0,4.0,SFH45,0.6172775919934099,0.04
326,2.0,2.0,SFH45,0.5991551569004601,0.04
327,2.0,4.0,SFH45,0.8665187315781732,0.04
328,2.0,4.0,SFH15,0.5900417990183843,0.04
329,2.0,4.0,SFH15,1.024117999059589,0.04
330,2.0,4.0,SFH15,0.9475063904558195,0.04
331,2.0,4.0,SFH45,0.8211443779627162,0.04
332,2.0,6.0,SFH100,0.5881353659329142,0.04
333,2.0,6.0,SFH100,0.6170402456787428,0.04
334,2.0,6.0,SFH100,0.6094408581068381,0.04
335,2.0,6.0,SFH100,0.6049662337378253,0.04
336,2.0,2.0,SFH15,0.6540860192786351,0.04
337,2.0,2.0,SFH100,0.5079854029915087,0.04
338,2.0,4.0,SFH45,0.47550593941537694,0.04
339,2.0,2.0,SFH45,0.47850759107817353,0.04
340,2.0,2.0,SFH100,0.54333356068443,0.04
341,2.0,2.0,SFH45,0.4296028311227735,0.04
342,2.0,4.0,SFH15,0.5312840723510044,0.04
343,2.0,4.0,SFH15,0.9964496179264372,0.04
344,2.0,4.0,SFH45,0.7411609304866241,0.04
345,2.0,4.0,SFH15,0.6560550627013262,0.04
346,2.0,4.0,SFH45,0.4659744694597712,0.04
347,2.0,6.0,SFH100,0.6364925119934711,0.04
348,2.0,6.0,SFH100,0.6492899573418934,0.04
349,2.0,6.0,SFH100,0.6544579471505506,0.04
350,2.0,6.0,SFH100,0.6405290809231794,0.04
351,2.0,4.0,SFH45,0.8466168141373587,0.04
352,2.0,2.0,SFH100,0.5140834979769874,0.04
353,2.0,2.0,SFH15,0.4543507550026796,0.04
354,2.0,2.0,SFH45,0.494115046172274,0.04
355,2.0,2.0,SFH100,0.518216086510857,0.04
356,2.0,4.0,SFH15,0.7028875185903759,0.04
357,2.0,4.0,SFH15,0.9657833918977371,0.04
358,2.0,4.0,SFH45,0.5580481591230734,0.04
359,2.0,2.0,SFH45,0.42451733861808194,0.04
360,2.0,4.0,SFH15,0.6013308606412981,0.04
361,2.0,4.0,SFH45,0.7424008665655664,0.04
362,2.0,6.0,SFH100,0.6363896830441299,0.04
363,2.0,4.0,SFH45,0.7645540667082555,0.04
364,2.0,6.0,SFH100,0.5995960454835939,0.04
365,2.0,6.0,SFH100,0.5268355938519133,0.04
366,2.0,6.0,SFH100,0.6559919629385692,0.04
367,2.0,4.0,SFH15,1.1721544139442854,0.04
368,2.0,4.0,SFH15,0.5031772474675323,0.04
369,2.0,2.0,SFH100,0.5524021805427232,0.04
370,2.0,4.0,SFH45,0.5770682099849175,0.04
371,2.0,2.0,SFH15,0.5283507128157628,0.04
372,2.0,2.0,SFH100,0.541953424179537,0.04
373,2.0,2.0,SFH45,0.6321294556285495,0.04
374,2.0,4.0,SFH15,0.789481668362146,0.04
375,2.0,2.0,SFH45,0.5765650018050532,0.04
376,2.0,4.0,SFH45,0.820192318870767,0.04
377,2.0,4.0,SFH45,0.7668718175300357,0.04
378,2.0,4.0,SFH15,0.5187119784338493,0.04
379,2.0,6.0,SFH100,0.663799588704945,0.04
380,2.0,4.0,SFH15,0.9343330460233991,0.04
381,2.0,4.0,SFH45,0.7714194696272904,0.04
382,2.0,6.0,SFH100,0.5783263664030781,0.04
383,2.0,6.0,SFH100,0.6354551444165104,0.04
384,2.0,6.0,SFH100,0.5790975480208442,0.04
385,2.0,2.0,SFH100,0.5044981693736665,0.04
386,2.0,4.0,SFH15,0.6373641551509082,0.04
387,2.0,2.0,SFH45,0.6536062566543248,0.04
388,2.0,2.0,SFH100,0.6026867606242511,0.04
389,2.0,2.0,SFH15,0.7123244496742529,0.04
390,2.0,4.0,SFH45,0.7321369026312642,0.04
391,2.0,2.0,SFH45,0.6244022245140745,0.04
392,2.0,4.0,SFH45,0.6065292906511741,0.04
393,2.0,4.0,SFH15,0.9120355905275981,0.04
394,2.0,4.0,SFH15,1.1796422602964631,0.04
395,2.0,4.0,SFH45,0.4779947370276766,0.04
396,2.0,4.0,SFH15,0.816844719670047,0.04
397,2.0,6.0,SFH100,0.6153173794883282,0.04
398,2.0,4.0,SFH45,0.8361469270035446,0.04
399,2.0,2.0,SFH100,0.5256677822170852,0.04
400,2.0,6.0,SFH100,0.5510505529549468,0.04
401,2.0,2.0,SFH100,0.5338428047893027,0.04
402,2.0,6.0,SFH100,0.5308519971764006,0.04
403,2.0,2.0,SFH45,0.5728074954400365,0.04
404,2.0,2.0,SFH15,0.5103686180351387,0.04
405,2.0,6.0,SFH100,0.6101544453528878,0.04
406,2.0,2.0,SFH45,0.3949763210382031,0.04
407,2.0,4.0,SFH45,0.7790960378985166,0.04
408,2.0,4.0,SFH15,0.7373890798465734,0.04
409,2.0,4.0,SFH15,0.5919885397953543,0.04
410,2.0,4.0,SFH45,0.51798840726886,0.04
411,2.0,4.0,SFH15,0.610316351882772,0.04
412,2.0,4.0,SFH45,0.8801962553748397,0.04
413,2.0,2.0,SFH100,0.5418548696861749,0.04
414,2.0,6.0,SFH100,0.5848181864427833,0.04
415,2.0,2.0,SFH100,0.5004501283419458,0.04
416,2.0,2.0,SFH45,0.45185035712783567,0.04
417,2.0,2.0,SFH15,0.4810184066253367,0.04
418,2.0,2.0,SFH45,0.5821541855938488,0.04
419,2.0,6.0,SFH100,0.6096947626243212,0.04
420,2.0,6.0,SFH100,0.6143534479991317,0.04
421,2.0,6.0,SFH100,0.6269903596118895,0.04
422,2.0,4.0,SFH45,0.7101836350928382,0.04
423,2.0,4.0,SFH15,0.7497850063168419,0.04
424,2.0,4.0,SFH15,0.663531768685422,0.04
425,2.0,4.0,SFH45,0.7660082457256642,0.04
426,2.0,4.0,SFH15,1.0711972086901398,0.04
427,2.0,4.0,SFH45,0.8537452773570335,0.04
428,2.0,2.0,SFH100,0.5632171416858868,0.04
429,2.0,2.0,SFH15,0.608196568417365,0.04
430,2.0,2.0,SFH100,0.5279218519487073,0.04
431,2.0,2.0,SFH45,0.4710182483428435,0.04
432,2.0,2.0,SFH45,0.6249228609022737,0.04
433,2.0,6.0,SFH100,0.5322446099535991,0.04
434,2.0,6.0,SFH100,0.6104873885487063,0.04
435,2.0,6.0,SFH100,0.5535884988710126,0.04
436,2.0,6.0,SFH100,0.5506854770275333,0.04
437,2.0,4.0,SFH45,0.727811541414875,0.04
438,2.0,4.0,SFH15,0.7872282063319554,0.04
439,2.0,4.0,SFH15,0.6741115891092441,0.04
440,2.0,4.0,SFH45,0.6738781181997967,0.04
441,2.0,4.0,SFH15,0.800425705556634,0.04
442,2.0,4.0,SFH45,0.7370222720976641,0.04
443,2.0,2.0,SFH100,0.4574997745994335,0.04
444,2.0,2.0,SFH15,0.5001874758106956,0.04
445,2.0,2.0,SFH100,0.5554693157308016,0.04
446,2.0,2.0,SFH45,0.5903223203288899,0.04
447,2.0,2.0,SFH45,0.5716427443407375,0.04
448,2.0,6.0,SFH100,0.6098229795907933,0.04
449,2.0,6.0,SFH100,0.6148191631173404,0.04
450,2.0,6.0,SFH100,0.5879306284542644,0.04
451,2.0,6.0,SFH100,0.5980655476652933,0.04
452,2.0,4.0,SFH45,0.631804279410121,0.04
453,2.0,4.0,SFH15,1.1385000685765934,0.04
454,2.0,4.0,SFH15,1.1599396184800619,0.04
455,2.0,4.0,SFH45,0.6921312108182092,0.04
456,2.0,4.0,SFH15,0.6849868178045121,0.04
457,2.0,4.0,SFH45,0.5959748737347296,0.04
458,2.0,2.0,SFH100,0.5530453307920586,0.04
459,2.0,2.0,SFH100,0.5557107322151037,0.04
460,2.0,2.0,SFH15,0.6225337115206031,0.04
461,2.0,2.0,SFH45,0.6284734928054116,0.04
462,2.0,2.0,SFH45,0.4016034252393106,0.04
463,2.0,6.0,SFH100,0.673743561455032,0.04
464,2.0,6.0,SFH100,0.6281212746880642,0.04
465,2.0,6.0,SFH100,0.5650573649702825,0.04
466,2.0,6.0,SFH100,0.5694992574803892,0.04
467,2.0,4.0,SFH45,0.6436168643831094,0.04
468,2.0,4.0,SFH15,1.087335779901813,0.04
469,2.0,4.0,SFH15,0.9865401935304288,0.04
470,2.0,4.0,SFH45,0.5350231188355182,0.04
471,2.0,4.0,SFH15,0.5416770681340478,0.04
472,2.0,4.0,SFH45,0.5452588076861937,0.04
473,2.0,2.0,SFH100,0.5770011602701636,0.04
474,2.0,2.0,SFH15,0.4955844875088735,0.04
475,2.0,2.0,SFH100,0.5811416850546189,0.04
476,2.0,2.0,SFH45,0.6568900452214489,0.04
477,2.0,2.0,SFH45,0.4297386244028763,0.04
478,2.0,6.0,SFH100,0.6074330617416523,0.04
479,2.0,6.0,SFH100,0.5055296603864009,0.04
480,2.0,6.0,SFH100,0.6224943986109815,0.04
481,2.0,6.0,SFH100,0.5768567372317774,0.04
482,2.0,4.0,SFH45,0.7342308903397442,0.04
483,2.0,4.0,SFH15,0.6264339394996087,0.04
484,2.0,4.0,SFH15,0.8668147725078028,0.04
485,2.0,4.0,SFH45,0.7622167958946342,0.04
486,2.0,4.0,SFH15,0.7564423745669062,0.04
487,2.0,4.0,SFH45,0.5018625797721153,0.04
488,2.0,2.0,SFH100,0.4839848977944961,0.04
489,2.0,2.0,SFH100,0.5871609327604786,0.04
490,2.0,2.0,SFH45,0.6408844236313543,0.04
491,2.0,2.0,SFH15,0.7788220182656852,0.04
492,2.0,2.0,SFH45,0.5825079269135136,0.04
493,2.0,6.0,SFH100,0.6461220102715031,0.04
494,2.0,6.0,SFH100,0.6478090494420443,0.04
495,2.0,6.0,SFH100,0.6127506030250861,0.04
496,2.0,6.0,SFH100,0.4922006818126454,0.04
497,2.0,4.0,SFH45,0.5534803847079208,0.04
498,2.0,4.0,SFH15,0.46948782127175764,0.04
