index,Bool_char,Bool_cons,Bool_dis,Bool_hp,Bool_hpdhw,Bool_inj,E_PV_batt,E_PV_bu,E_PV_budhw,E_PV_curt,E_PV_grid,E_PV_hp,E_PV_hpdhw,E_PV_load,E_batt_bu,E_batt_budhw,E_batt_hp,E_batt_hpdhw,E_batt_load,E_bu,E_budhw,E_char,E_cons,E_dis,E_grid_batt,E_grid_bu,E_grid_budhw,E_grid_hp,E_grid_hpdhw,E_grid_load,E_hp,E_hpdhw,E_loss_Batt,E_loss_conv,E_loss_inv,E_loss_inv_PV,E_loss_inv_batt,E_loss_inv_grid,Q_dhwst_hd,Q_hp_sh,Q_hp_ts,Q_loss_dhwst,Q_loss_ts,Q_ts,Q_ts_delta,Q_ts_sh,SOC,T_dhwst,T_ts,E_demand,E_PV,Export_price,price,Inv_P,Conv_P,Req_kWh,Req_kWh_DHW,Set_T,Temp,Temp_supply,Temp_supply_tank,T_aux_supply,COP_tank,COP_SH,COP_DHW,Cooling
2017-01-02 03:45:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.0,1.45,0.0,0.03,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163375416666666,0.0,2.6245,0.004324350408438171,0.03776696146220804,0.0,0.0,2.5867330385377607,0.965,322.1576900938996,315.4116925801403,0.03,0.0,0.04689,0.13003399999999998,0.0,0.0,2.7888,0.163375416666666,293.15,269.25,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 04:00:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,1.45,0.0,0.04,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00135083333333333,0.0,2.6245,0.004320706053241655,0.03776696146220804,0.0,0.0,2.5867330385377607,0.965,322.13324380344017,315.4116925801403,0.04,0.0,0.04551,0.13003399999999998,0.0,0.0,1.2498775,0.00135083333333333,293.15,269.04999999999995,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 04:15:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,1.45,0.0,0.02,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00760291666666666,0.0,2.6245,0.004313049223366561,0.03776696146220804,0.0,0.0,2.5867330385377607,0.965,322.0818818815005,315.4116925801403,0.02,0.0,0.04551,0.13003399999999998,0.0,0.0,1.2498775,0.00760291666666666,293.15,269.04999999999995,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 04:30:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,1.45,0.0,0.04,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6245,0.0043102795714812315,0.03776696146220804,0.0,0.0,2.5867330385377607,0.965,322.0633030902441,315.4116925801403,0.04,0.0,0.04551,0.13003399999999998,0.0,0.0,1.2498775,0.0,293.15,269.04999999999995,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 04:45:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,1.45,0.0,0.04,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6245,0.0043075116981454095,0.03776696146220804,0.0,0.0,2.586733038537659,0.965,322.0447362294763,315.4116925801403,0.04,0.0,0.04551,0.13003399999999998,0.0,0.0,1.2498775,0.0,293.15,269.04999999999995,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 05:00:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,1.45,0.0,0.02,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030854166666666604,0.0,2.6245,0.004302764282355953,0.03776696146220804,0.0,0.0,2.5867330385377607,0.965,322.01289062193746,315.4116925801403,0.02,0.0,0.04679,0.13003399999999998,0.0,0.0,1.3716975,0.0030854166666666604,293.15,268.65,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 05:15:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.0,1.45,0.0,0.03,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0395758333333333,0.0,2.6245,0.004274587362891678,0.03776696146220804,0.0,0.0,2.5867330385377607,0.965,321.823880187902,315.4116925801403,0.03,0.0,0.04679,0.13003399999999998,0.0,0.0,1.3716975,0.0395758333333333,293.15,268.65,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 05:30:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,1.45,0.0,0.07,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0724645833333333,0.0,2.6245,0.00422530881822622,0.03776696146220804,0.0,0.0,2.586733038537659,0.965,321.4933203079384,315.4116925801403,0.07,0.0,0.04679,0.13003399999999998,0.0,0.0,1.3716975,0.0724645833333333,293.15,268.65,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 05:45:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.520402143244221,0.0,0.0,0.0,0.0,1.440402143244221,0.0,0.08,1.440402143244221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19025875,0.0,2.6071278792720403,0.004100419647646951,0.03776696146220804,0.0,0.0,2.5693609178098007,0.965,320.65556526635373,315.4116925801403,0.08,0.0,0.04679,0.13003399999999998,0.0,0.0,1.3716975,0.19025875,293.15,268.65,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 06:00:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.520402143244221,0.0,0.0,0.0,0.0,1.440402143244221,0.0,0.08,1.440402143244221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.561667083333333,0.0,2.6071278792720403,0.003737108461026532,0.03776696146220804,0.0,0.0,2.5693609178098007,0.965,318.2184782327573,315.4116925801403,0.08,0.0,0.051289999999999995,0.13003399999999998,0.0,0.0,1.7770175,0.561667083333333,293.15,268.25,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 06:15:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,1.45,0.0,0.07,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5010908333333329,0.0,2.6245,0.003412929999722064,0.03776696146220804,0.0,0.0,2.586733038537659,0.965,316.043893045977,315.4116925801403,0.07,0.0,0.051289999999999995,0.13003399999999998,0.0,0.0,1.7770175,0.5010908333333329,293.15,268.25,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 06:30:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.520402143244221,0.0,0.0,0.0,0.0,1.440402143244221,0.0,0.08,1.440402143244221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.668401666666666,0.0,2.6071278792720403,0.0029815199999999875,0.03789602985806051,0.26475568379987635,0.26475568379987635,2.3044761656140884,0.965,313.14999999999986,315.4877717996231,0.08,0.0,0.051289999999999995,0.13003399999999998,0.0,0.0,1.7770175,0.668401666666666,293.15,268.25,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 06:45:00+01:00,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.520402143244221,0.0,0.0,0.0,0.0,0.0,1.4304021432442209,0.09,0.0,1.4304021432442209,0.0,0.0,0.0,0.0,0.0,0.0,0.4445458333333329,0.0,0.0,0.0041821751890072575,0.03787756454534474,0.2268781192549341,-0.03787756454494229,0.0,0.965,321.2039804462641,315.4768874419952,0.09,0.0,0.051289999999999995,0.13003399999999998,0.0,0.0,1.7770175,0.4445458333333329,293.15,268.25,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 07:00:00+01:00,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005637155632315702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08943628443676843,0.0,0.0,0.0,0.0,0.0,0.0,0.08943628443676843,0.0,0.0,0.0,0.0,2.966924017008267e-05,2.966924017008267e-05,0.0,0.0,0.3366079166666661,0.0,0.0,0.003963334672349439,0.03785910823008265,0.1890190110250387,-0.03785910822989536,0.0,0.965,319.7360009146304,315.46600838790613,0.09,0.0005933848034016529,0.06097,0.204452,0.0023735392136066116,0.002254862252926281,2.43974,0.3366079166666661,293.15,268.15,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 07:15:00+01:00,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0842021724855042e-19,0.0,0.0,0.0,0.0005637573013880709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059436242698611925,0.0,0.0,0.0,0.0,0.0,0.0,0.059436242698611925,0.0,0.0,0.0,0.0,2.967143691516165e-05,2.967143691516165e-05,0.0,0.0,0.35469416666666603,0.0,0.0,0.00373302048548782,0.03784066090789018,0.15117835011733405,-0.03784066090770466,0.0,0.965,318.19105614242284,315.4551346347717,0.06,0.0005934287383032325,0.06097,0.204452,0.0023737149532129303,0.0022550292055522835,2.43974,0.35469416666666603,293.15,268.15,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 07:30:00+01:00,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011036568501135014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04896343149886498,0.0,0.0,0.0,0.0,0.0,0.0,0.04896343149886498,0.0,0.0,0.0,0.0,0.0005808720263755276,0.0005808720263755276,0.0,0.0,0.154207916666666,0.0,0.0,0.0036315977120157726,0.03782222257438528,0.11335612754305655,-0.03782222257427748,0.0,0.965,317.510713408032,315.444266180009,0.06,0.011617440527510542,0.06097,0.204452,0.04646976211004217,0.044146274004540055,2.43974,0.154207916666666,293.15,268.15,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 07:45:00+01:00,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301188345357906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0298811654642094,0.0,0.0,0.0,0.0,0.0,0.0,0.0298811654642094,0.0,0.0,0.0,0.0,0.0015852018176731911,0.0015852018176731911,0.0,0.0,0.226695833333333,0.0,0.0,0.0034836914928649478,0.0378037932251879,0.07555233431776287,-0.0378037932252937,0.0,0.965,316.51856028378114,315.4334030210362,0.06,0.03170403635346379,0.06097,0.204452,0.12681614541385516,0.1204753381431624,2.43974,0.226695833333333,293.15,268.15,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 08:00:00+01:00,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08045926369964558,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08045926369964558,0.0,0.0,0.007918908615770827,0.007918908615770827,0.0,0.0,0.21070833333333305,0.0,0.0,0.0034298479570990595,0.037785372855920867,0.03776696146223912,-0.03778537285552375,0.0,0.965,316.1573784988802,315.42254515527316,0.07,0.1583781723154164,0.06125,0.204452,0.31167563446308333,0.28,1.375135,0.21070833333333305,293.15,268.34999999999997,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 08:15:00+01:00,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017204391524779386,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017204391524779386,0.0,0.0,0.005642336396041026,0.005642336396041026,0.0,0.0,0.16734375,0.0,0.0,0.0033380822218000983,0.03776696146220804,0.0,-0.03776696146223912,0.0,0.965,315.54181505943336,315.4116925801403,0.09,0.11284672792082041,0.06125,0.204452,0.3825693455841641,0.36,1.375135,0.16734375,293.15,268.34999999999997,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 08:30:00+01:00,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6784690710316386,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6784690710316386,0.0,0.0,0.0,0.039919424791138906,0.039919424791138906,0.0,0.0,0.04501875,0.0,1.2280290185672658,0.003307029575610375,0.03793298749340024,0.3405662178302009,0.3405662178302009,0.8495298132434073,0.965,315.3335142854005,315.50955643583865,0.08,0.7983884958227774,0.06125,0.204452,0.4796776991645556,0.32,1.375135,0.04501875,293.15,268.34999999999997,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 08:45:00+01:00,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-5.551115123125783e-17,0.0,0.0,0.2596584080516203,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2596584080516203,0.0,0.0,0.016824126739558982,0.016824126739558982,0.0,0.0,0.0337679166666666,0.0,0.0,0.0035533425568116672,0.03791450417261622,0.3026517136579514,-0.037914504172249515,0.0,0.965,316.9857787760046,315.4986614633753,0.06,0.33648253479117923,0.06125,0.204452,0.3072965069582359,0.24,1.375135,0.0337679166666666,293.15,268.34999999999997,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 09:00:00+01:00,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4113467214312585,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4113467214312585,0.0,0.0,0.025860353759539944,0.025860353759539944,0.0,0.0,0.302663333333333,0.0,0.0,0.003784624801727511,0.03789602985806051,0.26475568379987635,-0.03789602985807505,0.0,0.965,318.5372172698993,315.4877717996231,0.08,0.5172070751907984,0.06104,0.204452,0.4234414150381598,0.32,1.03539,0.302663333333333,293.15,269.75,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 09:15:00+01:00,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13669778933554108,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13669778933554108,0.0,0.0,0.012457778386081123,0.012457778386081123,0.0,0.0,0.110957916666666,0.0,0.0,0.003853147941185076,0.03787756454534474,0.2268781192549341,-0.03787756454494229,0.0,0.965,318.9968696583292,315.4768874419952,0.1,0.24915556772162223,0.06104,0.204452,0.44983111354432453,0.4,1.03539,0.110957916666666,293.15,269.75,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
