index,Bool_char,Bool_cons,Bool_dis,Bool_hp,Bool_hpdhw,Bool_inj,E_PV_batt,E_PV_bu,E_PV_budhw,E_PV_curt,E_PV_grid,E_PV_hp,E_PV_hpdhw,E_PV_load,E_batt_bu,E_batt_budhw,E_batt_hp,E_batt_hpdhw,E_batt_load,E_bu,E_budhw,E_char,E_cons,E_dis,E_grid_batt,E_grid_bu,E_grid_budhw,E_grid_hp,E_grid_hpdhw,E_grid_load,E_hp,E_hpdhw,E_loss_Batt,E_loss_conv,E_loss_inv,E_loss_inv_PV,E_loss_inv_batt,E_loss_inv_grid,Q_dhwst_hd,Q_hp_sh,Q_hp_ts,Q_loss_dhwst,Q_loss_ts,Q_ts,Q_ts_delta,Q_ts_sh,SOC,T_dhwst,T_ts,E_demand,E_PV,Export_price,price,Inv_P,Conv_P,Req_kWh,Req_kWh_DHW,Set_T,Temp,Temp_supply,Temp_supply_tank,T_aux_supply,COP_tank,COP_SH,COP_DHW,Cooling
2017-01-02 00:00:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.45,0.0,0.05,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6245,0.0,0.0,0.0377669614624665,0.03776696146228258,2.5867330385377167,0.965,313.15,315.42254515527316,0.05,0.0,0.05185,0.13003399999999998,0.0,0.0,3.3132,0.0,293.15,269.95,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 00:15:00+01:00,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010402143244220952,0.0,1.520402143244221,0.0,0.0,0.0,0.010402143244220952,0.0,1.45,0.06,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004494710432990322,0.03776696146220804,0.0,-0.03776696146223912,0.0,0.965,323.30046307246187,315.4116925801403,0.06,0.0,0.05185,0.13003399999999998,0.0,0.0,3.3132,0.0,293.15,269.95,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 00:30:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,1.45,0.0,0.07,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6245,0.0044918241262082645,0.03776696146220804,0.0,0.0,2.586733038537659,0.965,323.28110176157304,315.4116925801403,0.07,0.0,0.05185,0.13003399999999998,0.0,0.0,3.3132,0.0,293.15,269.95,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 00:45:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,1.45,0.0,0.07,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6245,0.004488939672886397,0.03776696146220804,0.0,0.0,2.586733038537659,0.965,323.26175288367267,315.4116925801403,0.07,0.0,0.05185,0.13003399999999998,0.0,0.0,3.3132,0.0,293.15,269.95,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 01:00:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,1.45,0.0,0.07,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6245,0.0044860570718344905,0.03776696146220804,0.0,0.0,2.586733038537659,0.965,323.24241643077687,315.4116925801403,0.07,0.0,0.05004,0.13003399999999998,0.0,0.0,1.24486,0.0,293.15,270.15,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 01:15:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,1.45,0.0,0.06,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6245,0.004483176321863132,0.03776696146220804,0.0,0.0,2.586733038537659,0.965,323.2230923949068,315.4116925801403,0.06,0.0,0.05004,0.13003399999999998,0.0,0.0,1.24486,0.0,293.15,270.15,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 01:30:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.45,0.0,0.05,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6245,0.004480297421783602,0.03776696146220804,0.0,0.0,2.586733038537659,0.965,323.2037807680888,315.4116925801403,0.05,0.0,0.05004,0.13003399999999998,0.0,0.0,1.24486,0.0,293.15,270.15,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 01:45:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,1.45,0.0,0.06,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6245,0.00447742037040802,0.03776696146220804,0.0,0.0,2.586733038537659,0.965,323.1844815423544,315.4116925801403,0.06,0.0,0.05004,0.13003399999999998,0.0,0.0,1.24486,0.0,293.15,270.15,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 02:00:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.45,0.0,0.05,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6245,0.004474545166549188,0.03776696146220804,0.0,0.0,2.586733038537659,0.965,323.16519470973986,315.4116925801403,0.05,0.0,0.04834,0.13003399999999998,0.0,0.0,1.942735,0.0,293.15,269.75,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 02:15:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.45,0.0,0.05,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6245,0.004471671809020743,0.03776696146220804,0.0,0.0,2.586733038537659,0.965,323.14592026228735,315.4116925801403,0.05,0.0,0.04834,0.13003399999999998,0.0,0.0,1.942735,0.0,293.15,269.75,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 02:30:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,1.45,0.0,0.06,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6245,0.004468800296637036,0.03776696146220804,0.0,0.0,2.586733038537659,0.965,323.1266581920433,315.4116925801403,0.06,0.0,0.04834,0.13003399999999998,0.0,0.0,1.942735,0.0,293.15,269.75,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 02:45:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.45,0.0,0.05,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6245,0.004465930628213204,0.03776696146220804,0.0,0.0,2.586733038537659,0.965,323.10740849105963,315.4116925801403,0.05,0.0,0.04834,0.13003399999999998,0.0,0.0,1.942735,0.0,293.15,269.75,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 03:00:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4899999999999938,0.0,0.0,0.0,0.0,1.4499999999999935,0.0,0.04,1.4499999999999935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6244999999999887,0.004463062802565122,0.03776696146220804,0.0,0.0,2.5867330385377496,0.965,323.08817115139334,315.4116925801403,0.04,0.0,0.04689,0.13003399999999998,0.0,0.0,2.7888,0.0,293.15,269.25,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 03:15:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,1.45,0.0,0.04,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00656791666666666,0.0,2.6245,0.00445597918920905,0.03776696146220804,0.0,0.0,2.5867330385377607,0.965,323.04065435891124,315.4116925801403,0.04,0.0,0.04689,0.13003399999999998,0.0,0.0,2.7888,0.00656791666666666,293.15,269.25,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
2017-01-02 03:30:00+01:00,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,1.45,0.0,0.02,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0327158333333333,0.0,2.6245,0.004432109074285089,0.03776696146220804,0.0,0.0,2.5867330385377607,0.965,322.88053391749906,315.4116925801403,0.02,0.0,0.04689,0.13003399999999998,0.0,0.0,2.7888,0.0327158333333333,293.15,269.25,315.4116925801403,319.1732794243673,319.1732794243673,1.81,2.06,1.62,0
