Bool_bu;Bool_bu2;Bool_hp;Bool_hp2;E_PV_batt;E_PV_bu;E_PV_bu2;E_PV_curt;E_PV_grid;E_PV_hp;E_PV_hp2;E_PV_load;E_batt_bu;E_batt_bu2;E_batt_hp;E_batt_hp2;E_batt_load;E_bu;E_bu2;E_char;E_cons;E_dis;E_grid_batt;E_grid_bu;E_grid_bu2;E_grid_hp;E_grid_hp2;E_grid_load;E_hp;E_hp2;E_hp_cooling;E_loss_Batt;E_loss_conv;E_loss_inv;E_loss_inv_PV;E_loss_inv_batt;E_loss_inv_grid;Q_dhwst_hd;Q_hp_dhwst;Q_hp_sh;Q_loss_dhwst;Q_loss_ts;Q_ts;Q_ts_cooling;Q_ts_delta;Q_ts_sh;T_dhwst;T_ts;E_demand;E_PV;Req_kWh;Req_kWh_DHW;Set_T;Temp;COP_SH;COP_DHW;Cooling;E_demand_hp_pv_dhw;E_demand_hp_pv;E_demand_pv;TSC;DSC;ISC;EFC_nolifetime;CU;BS;LS1;LS2;LS3;LS4;LS5;PS1;PS2;PS3;PS4;PS5;App_comb;conf;Capacity;Tech;PV_nom;cluster;country;quartile;cases;SOC_mean;SOC_max;SOC_min;DoD_mean;DoD_max;DoD_min;last_cap;cap_fading;last_SOH;cycle_to_total;bill_power;bill_power_PV;bill_power_PV_hp;bill_power_PV_hp_dhw;bill_power_new;bill_el;bill_el_PV;bill_el_PV_hp;bill_el_PV_hp_dhw;bill_el_new;total_bill_el;total_bill_PV;total_bill_PV_hp;total_bill_PV_hp_dhw;total_bill_new
35040.0;0.0;26534.0;8506.0;1520.9475135899777;-2.1545333334267724e-15;23.855668803845756;111.52053378251308;2200.9386409720614;1624.091889428753;28.249574222678262;1110.0211638822743;-2.5879823695033107e-14;0.0;862.1824304412901;0.0;932.3524758149681;4.463096558993129e-14;23.855668803845756;2122.454058256986;10488.88847011537;1888.9841118487175;601.5065446670129;0.0;0.0;7465.820237911916;-6.07413425113279e-15;2391.4863603027206;8223.023243670936;0.0;1729.0713141111362;233.46994640826892;0.0;373.8823796912682;249.35784686548544;94.44920559243583;30.07532723335072;0.0;0.0;31830.34842936009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10972776.000007182;4433.860000000327;6868.982831547752;31830.34842936009;3648.2760787500256;10190216.000006732;9935872.80000005;125967.61015261784;111594.19484159982;4128.0;11852.524342494633;11002.19595392443;2862.4886946225056;62.704565079790974;40.562312713041784;22.14225236674919;269.85487312124536;1.623537815094302;17.169155319169953;43.908409315172946;-282.70077173623645;23.478317131292215;-64.26370216462848;-192.84907088410014;-10.752735659477814;75.04940527526968;-23.02585323726995;20.254250511756673;34.74278612387221;7.0;3.0;7.0;NMC;4.8;[11];CH;50;mean;28.288777582821016;96.48980821917809;3.499999999999711;83.07060894520546;171.296013;9.628598;6.82650756;2.4784634285714313;0.9175672;0.547945205479452;331.6548;311.9318067676564;485.9326720813605;0;365.57902230835737;4316.178281171;3821.4999435115706;2062.139115165155;0;1599.0279650050727;4647.833081171;4133.431750279227;2548.0717872465157;0;1964.6069873134302
