index;Price_flat;Price_DT;Export_price;Price_flat_mod;Price_DT_mod
02/01/2015 22:15;0.22;0.1646;0.04986;0.1716;0.130034
02/01/2015 22:30;0.22;0.1646;0.04986;0.1716;0.130034
02/01/2015 22:45;0.22;0.1646;0.04986;0.1716;0.130034
02/01/2015 23:00;0.22;0.1646;0.03948;0.1716;0.130034
02/01/2015 23:15;0.22;0.1646;0.03948;0.1716;0.130034
02/01/2015 23:30;0.22;0.1646;0.03948;0.1716;0.130034
02/01/2015 23:45;0.22;0.1646;0.03948;0.1716;0.130034
03/01/2015 00:00;0.22;0.1646;0.03701;0.1716;0.130034
03/01/2015 00:15;0.22;0.1646;0.03701;0.1716;0.130034
03/01/2015 00:30;0.22;0.1646;0.03701;0.1716;0.130034
03/01/2015 00:45;0.22;0.1646;0.03701;0.1716;0.130034
03/01/2015 01:00;0.22;0.1646;0.03561;0.1716;0.130034
03/01/2015 01:15;0.22;0.1646;0.03561;0.1716;0.130034
03/01/2015 01:30;0.22;0.1646;0.03561;0.1716;0.130034
03/01/2015 01:45;0.22;0.1646;0.03561;0.1716;0.130034
03/01/2015 02:00;0.22;0.1646;0.02928;0.1716;0.130034
03/01/2015 02:15;0.22;0.1646;0.02928;0.1716;0.130034
03/01/2015 02:30;0.22;0.1646;0.02928;0.1716;0.130034
03/01/2015 02:45;0.22;0.1646;0.02928;0.1716;0.130034
03/01/2015 03:00;0.22;0.1646;0.02624;0.1716;0.130034
03/01/2015 03:15;0.22;0.1646;0.02624;0.1716;0.130034
03/01/2015 03:30;0.22;0.1646;0.02624;0.1716;0.130034
03/01/2015 03:45;0.22;0.1646;0.02624;0.1716;0.130034
03/01/2015 04:00;0.22;0.1646;0.02582;0.1716;0.130034
03/01/2015 04:15;0.22;0.1646;0.02582;0.1716;0.130034
03/01/2015 04:30;0.22;0.1646;0.02582;0.1716;0.130034
03/01/2015 04:45;0.22;0.1646;0.02582;0.1716;0.130034
03/01/2015 05:00;0.22;0.1646;0.02675;0.1716;0.130034
03/01/2015 05:15;0.22;0.1646;0.02675;0.1716;0.130034
03/01/2015 05:30;0.22;0.1646;0.02675;0.1716;0.130034
03/01/2015 05:45;0.22;0.1646;0.02675;0.1716;0.130034
03/01/2015 06:00;0.22;0.1646;0.03084;0.1716;0.130034
03/01/2015 06:15;0.22;0.1646;0.03084;0.1716;0.130034
03/01/2015 06:30;0.22;0.1646;0.03084;0.1716;0.130034
03/01/2015 06:45;0.22;0.1646;0.03084;0.1716;0.130034
03/01/2015 07:00;0.22;0.1646;0.03578;0.1716;0.130034
03/01/2015 07:15;0.22;0.1646;0.03578;0.1716;0.130034
03/01/2015 07:30;0.22;0.1646;0.03578;0.1716;0.130034
03/01/2015 07:45;0.22;0.1646;0.03578;0.1716;0.130034
03/01/2015 08:00;0.22;0.1646;0.0372;0.1716;0.130034
03/01/2015 08:15;0.22;0.1646;0.0372;0.1716;0.130034
03/01/2015 08:30;0.22;0.1646;0.0372;0.1716;0.130034
03/01/2015 08:45;0.22;0.1646;0.0372;0.1716;0.130034
03/01/2015 09:00;0.22;0.1646;0.03644;0.1716;0.130034
03/01/2015 09:15;0.22;0.1646;0.03644;0.1716;0.130034
03/01/2015 09:30;0.22;0.1646;0.03644;0.1716;0.130034
03/01/2015 09:45;0.22;0.1646;0.03644;0.1716;0.130034
03/01/2015 10:00;0.22;0.1646;0.03674;0.1716;0.130034
03/01/2015 10:15;0.22;0.1646;0.03674;0.1716;0.130034
03/01/2015 10:30;0.22;0.1646;0.03674;0.1716;0.130034
03/01/2015 10:45;0.22;0.1646;0.03674;0.1716;0.130034
03/01/2015 11:00;0.22;0.1646;0.03707;0.1716;0.130034
03/01/2015 11:15;0.22;0.1646;0.03707;0.1716;0.130034
03/01/2015 11:30;0.22;0.1646;0.03707;0.1716;0.130034
03/01/2015 11:45;0.22;0.1646;0.03707;0.1716;0.130034
