,Hour,Set_T,Temp,SFH15_kWh,SFH45_kWh,SFH100_kWh,DHW_kWh
2017-01-01 00:00:00+01:00,0,20,-2.0,0.0,0.0,0.13707925,0.0
2017-01-01 00:15:00+01:00,0,20,-2.0,0.0,0.0,0.13707925,0.0
2017-01-01 00:30:00+01:00,0,20,-2.0,0.0,0.0,0.13707925,0.0
2017-01-01 00:45:00+01:00,0,20,-2.0,0.0,0.0,0.13707925,0.0
2017-01-01 01:00:00+01:00,1,20,-2.1,0.0,0.0,0.07167449999999999,0.0
2017-01-01 01:15:00+01:00,1,20,-2.1,0.0,0.0,0.07167449999999999,0.0
2017-01-01 01:30:00+01:00,1,20,-2.1,0.0,0.0,0.07167449999999999,0.0
2017-01-01 01:45:00+01:00,1,20,-2.1,0.0,0.0,0.07167449999999999,0.0
2017-01-01 02:00:00+01:00,2,20,-2.2,0.0,0.0,0.04518925,0.0
2017-01-01 02:15:00+01:00,2,20,-2.2,0.0,0.0,0.04518925,0.0
2017-01-01 02:30:00+01:00,2,20,-2.2,0.0,0.0,0.04518925,0.0
2017-01-01 02:45:00+01:00,2,20,-2.2,0.0,0.0,0.04518925,0.0
2017-01-01 03:00:00+01:00,3,20,-2.3,0.0,0.0,3.84755,0.0
2017-01-01 03:15:00+01:00,3,20,-2.3,0.0,0.0,3.84755,0.00855916666666666
2017-01-01 03:30:00+01:00,3,20,-2.3,0.0,0.0,3.84755,0.00223708333333333
2017-01-01 03:45:00+01:00,3,20,-2.3,0.0,0.0,3.84755,0.0
2017-01-01 04:00:00+01:00,4,20,-2.6,0.0,0.0,1.0103175,0.007156666666666659
2017-01-01 04:15:00+01:00,4,20,-2.6,0.0,0.0,1.0103175,0.0333604166666666
2017-01-01 04:30:00+01:00,4,20,-2.6,0.0,0.0,1.0103175,0.0
2017-01-01 04:45:00+01:00,4,20,-2.6,0.0,0.0,1.0103175,0.00908333333333333
2017-01-01 05:00:00+01:00,5,20,-2.7,0.0,0.0,2.347435,0.028385000000000007
2017-01-01 05:15:00+01:00,5,20,-2.7,0.0,0.0,2.347435,0.00569583333333333
2017-01-01 05:30:00+01:00,5,20,-2.7,0.0,0.0,2.347435,0.0174279166666666
2017-01-01 05:45:00+01:00,5,20,-2.7,0.0,0.0,2.347435,0.194595416666666
2017-01-01 06:00:00+01:00,6,20,-2.7,0.0,0.32492000000000004,1.8439299999999998,0.17404166666666598
2017-01-01 06:15:00+01:00,6,20,-2.7,0.0,0.32492000000000004,1.8439299999999998,0.36030125
2017-01-01 06:30:00+01:00,6,20,-2.7,0.0,0.32492000000000004,1.8439299999999998,0.37359125
2017-01-01 06:45:00+01:00,6,20,-2.7,0.0,0.32492000000000004,1.8439299999999998,0.3537708333333329
2017-01-01 07:00:00+01:00,7,20,-2.8,0.0,0.37425,1.0819299999999998,0.0495370833333333
2017-01-01 07:15:00+01:00,7,20,-2.8,0.0,0.37425,1.0819299999999998,0.12817166666666602
2017-01-01 07:30:00+01:00,7,20,-2.8,0.0,0.37425,1.0819299999999998,0.120967083333333
2017-01-01 07:45:00+01:00,7,20,-2.8,0.0,0.37425,1.0819299999999998,0.28010625
2017-01-01 08:00:00+01:00,8,20,-3.0,0.0,0.4230625,1.8654974999999998,0.226914166666666
2017-01-01 08:15:00+01:00,8,20,-3.0,0.0,0.4230625,1.8654974999999998,0.4570108333333329
2017-01-01 08:30:00+01:00,8,20,-3.0,0.0,0.4230625,1.8654974999999998,0.31095375
2017-01-01 08:45:00+01:00,8,20,-3.0,0.0,0.4230625,1.8654974999999998,0.218534166666666
2017-01-01 09:00:00+01:00,9,20,-2.9,0.0,0.47052,1.1692325,0.11124375
2017-01-01 09:15:00+01:00,9,20,-2.9,0.0,0.47052,1.1692325,0.0926654166666666
2017-01-01 09:30:00+01:00,9,20,-2.9,0.0,0.47052,1.1692325,0.0537229166666666
2017-01-01 09:45:00+01:00,9,20,-2.9,0.0,0.47052,1.1692325,0.2078875
2017-01-01 10:00:00+01:00,10,20,-2.4,0.0,0.5165274999999999,2.287535,0.1347975
2017-01-01 10:15:00+01:00,10,20,-2.4,0.0,0.5165274999999999,2.287535,0.2504825
2017-01-01 10:30:00+01:00,10,20,-2.4,0.0,0.5165274999999999,2.287535,0.2157325
2017-01-01 10:45:00+01:00,10,20,-2.4,0.0,0.5165274999999999,2.287535,0.0320499999999999
2017-01-01 11:00:00+01:00,11,20,-1.7,0.0694785,0.5602425,2.143825,0.028555
2017-01-01 11:15:00+01:00,11,20,-1.7,0.0694785,0.5602425,2.143825,0.0461525
2017-01-01 11:30:00+01:00,11,20,-1.7,0.0694785,0.5602425,2.143825,0.103495
2017-01-01 11:45:00+01:00,11,20,-1.7,0.0694785,0.5602425,2.143825,0.171910833333333
2017-01-01 12:00:00+01:00,12,20,-1.2,0.08521924999999997,0.6029025,3.024675,0.158570833333333
2017-01-01 12:15:00+01:00,12,20,-1.2,0.08521924999999997,0.6029025,3.024675,0.181629999999999
2017-01-01 12:30:00+01:00,12,20,-1.2,0.08521924999999997,0.6029025,3.024675,0.145831666666666
2017-01-01 12:45:00+01:00,12,20,-1.2,0.08521924999999997,0.6029025,3.024675,0.27943333333333303
2017-01-01 13:00:00+01:00,13,20,-0.5,0.09838924999999997,0.6435575,2.98585,0.0498745833333333
2017-01-01 13:15:00+01:00,13,20,-0.5,0.09838924999999997,0.6435575,2.98585,0.22203375
2017-01-01 13:30:00+01:00,13,20,-0.5,0.09838924999999997,0.6435575,2.98585,0.0754383333333333
2017-01-01 13:45:00+01:00,13,20,-0.5,0.09838924999999997,0.6435575,2.98585,0.13936416666666598
2017-01-01 14:00:00+01:00,14,20,0.2,0.11169525,0.6827725,2.0339150000000004,0.0210320833333333
2017-01-01 14:15:00+01:00,14,20,0.2,0.11169525,0.6827725,2.0339150000000004,0.03084625
2017-01-01 14:30:00+01:00,14,20,0.2,0.11169525,0.6827725,2.0339150000000004,0.0117866666666666
2017-01-01 14:45:00+01:00,14,20,0.2,0.11169525,0.6827725,2.0339150000000004,0.207795
2017-01-01 15:00:00+01:00,15,20,-0.2,0.1255855,0.721665,2.2096375,0.242695
2017-01-01 15:15:00+01:00,15,20,-0.2,0.1255855,0.721665,2.2096375,0.0906595833333333
2017-01-01 15:30:00+01:00,15,20,-0.2,0.1255855,0.721665,2.2096375,0.20140583333333306
2017-01-01 15:45:00+01:00,15,20,-0.2,0.1255855,0.721665,2.2096375,0.0405308333333333
2017-01-01 16:00:00+01:00,16,20,-0.7,0.14011525,0.760005,1.1594449999999998,0.0329795833333333
2017-01-01 16:15:00+01:00,16,20,-0.7,0.14011525,0.760005,1.1594449999999998,0.00256458333333333
2017-01-01 16:30:00+01:00,16,20,-0.7,0.14011525,0.760005,1.1594449999999998,0.00492041666666666
2017-01-01 16:45:00+01:00,16,20,-0.7,0.14011525,0.760005,1.1594449999999998,0.0181279166666666
2017-01-01 17:00:00+01:00,17,20,-0.8,0.15476099999999998,0.796805,2.23884,0.0375275
2017-01-01 17:15:00+01:00,17,20,-0.8,0.15476099999999998,0.796805,2.23884,0.251280416666666
2017-01-01 17:30:00+01:00,17,20,-0.8,0.15476099999999998,0.796805,2.23884,0.28999041666666603
2017-01-01 17:45:00+01:00,17,20,-0.8,0.15476099999999998,0.796805,2.23884,0.19623125
2017-01-01 18:00:00+01:00,18,20,-0.8,0.16933075,0.8319200000000001,1.78614,0.19335375
2017-01-01 18:15:00+01:00,18,20,-0.8,0.16933075,0.8319200000000001,1.78614,0.16922416666666598
2017-01-01 18:30:00+01:00,18,20,-0.8,0.16933075,0.8319200000000001,1.78614,0.4774270833333329
2017-01-01 18:45:00+01:00,18,20,-0.8,0.16933075,0.8319200000000001,1.78614,0.738934583333333
2017-01-01 19:00:00+01:00,19,20,-1.8,0.18348575,0.8648524999999999,1.2278200000000001,0.149395416666666
2017-01-01 19:15:00+01:00,19,20,-1.8,0.18348575,0.8648524999999999,1.2278200000000001,0.101520833333333
2017-01-01 19:30:00+01:00,19,20,-1.8,0.18348575,0.8648524999999999,1.2278200000000001,0.16091999999999898
2017-01-01 19:45:00+01:00,19,20,-1.8,0.18348575,0.8648524999999999,1.2278200000000001,0.15386624999999898
2017-01-01 20:00:00+01:00,20,20,-2.1,0.19768375,0.8966625,2.2429625,0.25375958333333304
2017-01-01 20:15:00+01:00,20,20,-2.1,0.19768375,0.8966625,2.2429625,0.0621408333333333
2017-01-01 20:30:00+01:00,20,20,-2.1,0.19768375,0.8966625,2.2429625,0.0411933333333333
2017-01-01 20:45:00+01:00,20,20,-2.1,0.19768375,0.8966625,2.2429625,0.0541416666666666
2017-01-01 21:00:00+01:00,21,20,-2.7,0.21192525,0.9274725,1.497255,0.133877916666666
2017-01-01 21:15:00+01:00,21,20,-2.7,0.21192525,0.9274725,1.497255,0.33219958333333305
2017-01-01 21:30:00+01:00,21,20,-2.7,0.21192525,0.9274725,1.497255,0.109707083333333
2017-01-01 21:45:00+01:00,21,20,-2.7,0.21192525,0.9274725,1.497255,0.14285916666666598
2017-01-01 22:00:00+01:00,22,20,-3.0,0.22598575,0.95679,2.34519,0.214806666666666
2017-01-01 22:15:00+01:00,22,20,-3.0,0.22598575,0.95679,2.34519,0.0640816666666666
2017-01-01 22:30:00+01:00,22,20,-3.0,0.22598575,0.95679,2.34519,0.0381116666666666
2017-01-01 22:45:00+01:00,22,20,-3.0,0.22598575,0.95679,2.34519,0.0581441666666666
2017-01-01 23:00:00+01:00,23,20,-3.1,0.24001875,0.9850075,1.5399,0.0778554166666666
2017-01-01 23:15:00+01:00,23,20,-3.1,0.24001875,0.9850075,1.5399,0.0282316666666666
2017-01-01 23:30:00+01:00,23,20,-3.1,0.24001875,0.9850075,1.5399,0.008525
2017-01-01 23:45:00+01:00,23,20,-3.1,0.24001875,0.9850075,1.5399,0.0155670833333333
2017-01-02 00:00:00+01:00,24,20,-3.2,0.2542025,1.0125899999999999,3.3132,0.03018625
2017-01-02 00:15:00+01:00,24,20,-3.2,0.2542025,1.0125899999999999,3.3132,0.0
2017-01-02 00:30:00+01:00,24,20,-3.2,0.2542025,1.0125899999999999,3.3132,0.0
2017-01-02 00:45:00+01:00,24,20,-3.2,0.2542025,1.0125899999999999,3.3132,0.0
2017-01-02 01:00:00+01:00,25,20,-3.0,0.2682425,1.0388725,1.24486,0.0
2017-01-02 01:15:00+01:00,25,20,-3.0,0.2682425,1.0388725,1.24486,0.0
2017-01-02 01:30:00+01:00,25,20,-3.0,0.2682425,1.0388725,1.24486,0.0
2017-01-02 01:45:00+01:00,25,20,-3.0,0.2682425,1.0388725,1.24486,0.0
2017-01-02 02:00:00+01:00,26,20,-3.4,0.28215,1.064055,1.942735,0.0
2017-01-02 02:15:00+01:00,26,20,-3.4,0.28215,1.064055,1.942735,0.0
2017-01-02 02:30:00+01:00,26,20,-3.4,0.28215,1.064055,1.942735,0.0
2017-01-02 02:45:00+01:00,26,20,-3.4,0.28215,1.064055,1.942735,0.0
2017-01-02 03:00:00+01:00,27,20,-3.9,0.29592250000000003,1.08823,2.7888,0.0
2017-01-02 03:15:00+01:00,27,20,-3.9,0.29592250000000003,1.08823,2.7888,0.00656791666666666
2017-01-02 03:30:00+01:00,27,20,-3.9,0.29592250000000003,1.08823,2.7888,0.0327158333333333
2017-01-02 03:45:00+01:00,27,20,-3.9,0.29592250000000003,1.08823,2.7888,0.163375416666666
2017-01-02 04:00:00+01:00,28,20,-4.1,0.3095125,1.111285,1.2498775,0.00135083333333333
2017-01-02 04:15:00+01:00,28,20,-4.1,0.3095125,1.111285,1.2498775,0.00760291666666666
2017-01-02 04:30:00+01:00,28,20,-4.1,0.3095125,1.111285,1.2498775,0.0
2017-01-02 04:45:00+01:00,28,20,-4.1,0.3095125,1.111285,1.2498775,0.0
2017-01-02 05:00:00+01:00,29,20,-4.5,0.3229375,1.1333625,1.3716975,0.0030854166666666604
2017-01-02 05:15:00+01:00,29,20,-4.5,0.3229375,1.1333625,1.3716975,0.0395758333333333
2017-01-02 05:30:00+01:00,29,20,-4.5,0.3229375,1.1333625,1.3716975,0.0724645833333333
2017-01-02 05:45:00+01:00,29,20,-4.5,0.3229375,1.1333625,1.3716975,0.19025875
2017-01-02 06:00:00+01:00,30,20,-4.9,0.3359125,1.15391,1.7770175,0.561667083333333
2017-01-02 06:15:00+01:00,30,20,-4.9,0.3359125,1.15391,1.7770175,0.5010908333333329
2017-01-02 06:30:00+01:00,30,20,-4.9,0.3359125,1.15391,1.7770175,0.668401666666666
2017-01-02 06:45:00+01:00,30,20,-4.9,0.3359125,1.15391,1.7770175,0.4445458333333329
2017-01-02 07:00:00+01:00,31,20,-5.0,0.3485075,1.1730975,2.43974,0.3366079166666661
2017-01-02 07:15:00+01:00,31,20,-5.0,0.3485075,1.1730975,2.43974,0.35469416666666603
2017-01-02 07:30:00+01:00,31,20,-5.0,0.3485075,1.1730975,2.43974,0.154207916666666
2017-01-02 07:45:00+01:00,31,20,-5.0,0.3485075,1.1730975,2.43974,0.226695833333333
2017-01-02 08:00:00+01:00,32,20,-4.8,0.360665,1.1910125,1.375135,0.21070833333333305
2017-01-02 08:15:00+01:00,32,20,-4.8,0.360665,1.1910125,1.375135,0.16734375
2017-01-02 08:30:00+01:00,32,20,-4.8,0.360665,1.1910125,1.375135,0.04501875
2017-01-02 08:45:00+01:00,32,20,-4.8,0.360665,1.1910125,1.375135,0.0337679166666666
2017-01-02 09:00:00+01:00,33,20,-3.4,0.37149499999999996,1.20671,1.03539,0.302663333333333
2017-01-02 09:15:00+01:00,33,20,-3.4,0.37149499999999996,1.20671,1.03539,0.110957916666666
2017-01-02 09:30:00+01:00,33,20,-3.4,0.37149499999999996,1.20671,1.03539,0.2125475
2017-01-02 09:45:00+01:00,33,20,-3.4,0.37149499999999996,1.20671,1.03539,0.0348879166666666
2017-01-02 10:00:00+01:00,34,20,-2.2,0.380365,1.2192399999999999,0.9340950000000001,0.0848870833333333
2017-01-02 10:15:00+01:00,34,20,-2.2,0.380365,1.2192399999999999,0.9340950000000001,0.11774375
2017-01-02 10:30:00+01:00,34,20,-2.2,0.380365,1.2192399999999999,0.9340950000000001,0.06661875
2017-01-02 10:45:00+01:00,34,20,-2.2,0.380365,1.2192399999999999,0.9340950000000001,0.04828375
2017-01-02 11:00:00+01:00,35,20,-0.5,0.386925,0.7661899999999999,2.816225,0.0513716666666666
2017-01-02 11:15:00+01:00,35,20,-0.5,0.386925,0.7661899999999999,2.816225,0.0409291666666666
2017-01-02 11:30:00+01:00,35,20,-0.5,0.386925,0.7661899999999999,2.816225,0.116280416666666
2017-01-02 11:45:00+01:00,35,20,-0.5,0.386925,0.7661899999999999,2.816225,0.111440833333333
2017-01-02 12:00:00+01:00,36,20,0.3,0.3955575,0.69711,0.7412375,0.0610866666666666
2017-01-02 12:15:00+01:00,36,20,0.3,0.3955575,0.69711,0.7412375,0.0203004166666666
2017-01-02 12:30:00+01:00,36,20,0.3,0.3955575,0.69711,0.7412375,0.05563
2017-01-02 12:45:00+01:00,36,20,0.3,0.3955575,0.69711,0.7412375,0.23586208333333306
2017-01-02 13:00:00+01:00,37,20,0.3,0.4054975,0.6689225000000001,0.813575,0.213007083333333
2017-01-02 13:15:00+01:00,37,20,0.3,0.4054975,0.6689225000000001,0.813575,0.0582858333333333
2017-01-02 13:30:00+01:00,37,20,0.3,0.4054975,0.6689225000000001,0.813575,0.0306808333333333
2017-01-02 13:45:00+01:00,37,20,0.3,0.4054975,0.6689225000000001,0.813575,0.00848833333333333
2017-01-02 14:00:00+01:00,38,20,0.3,0.41563500000000003,0.6430600000000001,2.1297425,0.0916154166666666
2017-01-02 14:15:00+01:00,38,20,0.3,0.41563500000000003,0.6430600000000001,2.1297425,0.0584579166666666
2017-01-02 14:30:00+01:00,38,20,0.3,0.41563500000000003,0.6430600000000001,2.1297425,0.151775416666666
2017-01-02 14:45:00+01:00,38,20,0.3,0.41563500000000003,0.6430600000000001,2.1297425,0.11083
2017-01-02 15:00:00+01:00,39,20,0.1,0.42575749999999996,0.619135,3.021675,0.0796345833333333
2017-01-02 15:15:00+01:00,39,20,0.1,0.42575749999999996,0.619135,3.021675,0.0105041666666666
2017-01-02 15:30:00+01:00,39,20,0.1,0.42575749999999996,0.619135,3.021675,0.106980833333333
2017-01-02 15:45:00+01:00,39,20,0.1,0.42575749999999996,0.619135,3.021675,0.0343520833333333
2017-01-02 16:00:00+01:00,40,20,-0.2,0.43626000000000004,0.91971,1.4485700000000001,0.0349958333333333
2017-01-02 16:15:00+01:00,40,20,-0.2,0.43626000000000004,0.91971,1.4485700000000001,0.19808125
2017-01-02 16:30:00+01:00,40,20,-0.2,0.43626000000000004,0.91971,1.4485700000000001,0.0476258333333333
2017-01-02 16:45:00+01:00,40,20,-0.2,0.43626000000000004,0.91971,1.4485700000000001,0.0456308333333333
2017-01-02 17:00:00+01:00,41,20,-0.1,0.446605,0.8692725,1.02971,0.27282
2017-01-02 17:15:00+01:00,41,20,-0.1,0.446605,0.8692725,1.02971,0.183661666666666
2017-01-02 17:30:00+01:00,41,20,-0.1,0.446605,0.8692725,1.02971,0.126152083333333
2017-01-02 17:45:00+01:00,41,20,-0.1,0.446605,0.8692725,1.02971,0.08346625
2017-01-02 18:00:00+01:00,42,20,0.2,0.4565825,0.66061,2.1711099999999997,0.11033875
2017-01-02 18:15:00+01:00,42,20,0.2,0.4565825,0.66061,2.1711099999999997,0.492081666666666
2017-01-02 18:30:00+01:00,42,20,0.2,0.4565825,0.66061,2.1711099999999997,0.37522125
2017-01-02 18:45:00+01:00,42,20,0.2,0.4565825,0.66061,2.1711099999999997,0.17732708333333302
2017-01-02 19:00:00+01:00,43,20,0.4,0.4656825,0.8870625,0.8187875,0.1055875
2017-01-02 19:15:00+01:00,43,20,0.4,0.4656825,0.8870625,0.8187875,0.127145416666666
2017-01-02 19:30:00+01:00,43,20,0.4,0.4656825,0.8870625,0.8187875,0.237252916666666
2017-01-02 19:45:00+01:00,43,20,0.4,0.4656825,0.8870625,0.8187875,0.30224125
2017-01-02 20:00:00+01:00,44,20,0.5,0.4746525,0.9453375,2.08989,0.110512083333333
2017-01-02 20:15:00+01:00,44,20,0.5,0.4746525,0.9453375,2.08989,0.3943658333333329
2017-01-02 20:30:00+01:00,44,20,0.5,0.4746525,0.9453375,2.08989,0.0773908333333333
2017-01-02 20:45:00+01:00,44,20,0.5,0.4746525,0.9453375,2.08989,0.0851258333333333
2017-01-02 21:00:00+01:00,45,20,0.6,0.48346999999999996,0.64166,3.049625,0.04716625
2017-01-02 21:15:00+01:00,45,20,0.6,0.48346999999999996,0.64166,3.049625,0.0248041666666666
2017-01-02 21:30:00+01:00,45,20,0.6,0.48346999999999996,0.64166,3.049625,0.0209875
2017-01-02 21:45:00+01:00,45,20,0.6,0.48346999999999996,0.64166,3.049625,0.267159583333333
2017-01-02 22:00:00+01:00,46,20,0.3,0.4920075,0.7513500000000001,2.9916,0.122957083333333
2017-01-02 22:15:00+01:00,46,20,0.3,0.4920075,0.7513500000000001,2.9916,0.0268554166666666
2017-01-02 22:30:00+01:00,46,20,0.3,0.4920075,0.7513500000000001,2.9916,0.0530166666666666
2017-01-02 22:45:00+01:00,46,20,0.3,0.4920075,0.7513500000000001,2.9916,0.0078725
2017-01-02 23:00:00+01:00,47,20,0.0,0.5005,0.7949625,1.7303925,0.230121666666666
2017-01-02 23:15:00+01:00,47,20,0.0,0.5005,0.7949625,1.7303925,0.121695
2017-01-02 23:30:00+01:00,47,20,0.0,0.5005,0.7949625,1.7303925,0.12794708333333302
2017-01-02 23:45:00+01:00,47,20,0.0,0.5005,0.7949625,1.7303925,0.00396
2017-01-03 00:00:00+01:00,48,20,0.1,0.509115,0.8269875,1.23871,0.0328670833333333
2017-01-03 00:15:00+01:00,48,20,0.1,0.509115,0.8269875,1.23871,0.0184295833333333
2017-01-03 00:30:00+01:00,48,20,0.1,0.509115,0.8269875,1.23871,0.0131104166666666
2017-01-03 00:45:00+01:00,48,20,0.1,0.509115,0.8269875,1.23871,0.03859375
2017-01-03 01:00:00+01:00,49,20,2.2,0.5172475000000001,0.6996275000000001,1.329445,0.0
2017-01-03 01:15:00+01:00,49,20,2.2,0.5172475000000001,0.6996275000000001,1.329445,0.0
2017-01-03 01:30:00+01:00,49,20,2.2,0.5172475000000001,0.6996275000000001,1.329445,0.0
2017-01-03 01:45:00+01:00,49,20,2.2,0.5172475000000001,0.6996275000000001,1.329445,0.000676666666666666
2017-01-03 02:00:00+01:00,50,20,1.8,0.5252374999999999,0.9286774999999999,1.1793049999999998,0.00355208333333333
2017-01-03 02:15:00+01:00,50,20,1.8,0.5252374999999999,0.9286774999999999,1.1793049999999998,0.0006304166666666661
2017-01-03 02:30:00+01:00,50,20,1.8,0.5252374999999999,0.9286774999999999,1.1793049999999998,0.0
2017-01-03 02:45:00+01:00,50,20,1.8,0.5252374999999999,0.9286774999999999,1.1793049999999998,0.013307499999999998
2017-01-03 03:00:00+01:00,51,20,1.4,0.533085,0.64795,1.0779775,0.0
2017-01-03 03:15:00+01:00,51,20,1.4,0.533085,0.64795,1.0779775,0.00665333333333333
2017-01-03 03:30:00+01:00,51,20,1.4,0.533085,0.64795,1.0779775,0.06019125
2017-01-03 03:45:00+01:00,51,20,1.4,0.533085,0.64795,1.0779775,0.00380541666666666
2017-01-03 04:00:00+01:00,52,20,1.1,0.5407774999999999,0.7763375,0.9878174999999999,0.0
2017-01-03 04:15:00+01:00,52,20,1.1,0.5407774999999999,0.7763375,0.9878174999999999,0.0
2017-01-03 04:30:00+01:00,52,20,1.1,0.5407774999999999,0.7763375,0.9878174999999999,0.0007425
2017-01-03 04:45:00+01:00,52,20,1.1,0.5407774999999999,0.7763375,0.9878174999999999,0.0
2017-01-03 05:00:00+01:00,53,20,0.5,0.548365,0.6155975,2.2513549999999998,0.00323791666666666
2017-01-03 05:15:00+01:00,53,20,0.5,0.548365,0.6155975,2.2513549999999998,0.0472008333333333
2017-01-03 05:30:00+01:00,53,20,0.5,0.548365,0.6155975,2.2513549999999998,0.07584625
2017-01-03 05:45:00+01:00,53,20,0.5,0.548365,0.6155975,2.2513549999999998,0.00448625
2017-01-03 06:00:00+01:00,54,20,0.3,0.555475,0.8565275,2.136895,0.00190208333333333
2017-01-03 06:15:00+01:00,54,20,0.3,0.555475,0.8565275,2.136895,0.0137829166666666
2017-01-03 06:30:00+01:00,54,20,0.3,0.555475,0.8565275,2.136895,0.105662083333333
2017-01-03 06:45:00+01:00,54,20,0.3,0.555475,0.8565275,2.136895,0.0485583333333333
2017-01-03 07:00:00+01:00,55,20,0.1,0.56225,0.6469775,3.023025,0.23470125
2017-01-03 07:15:00+01:00,55,20,0.1,0.56225,0.6469775,3.023025,0.125562916666666
2017-01-03 07:30:00+01:00,55,20,0.1,0.56225,0.6469775,3.023025,0.16211916666666598
2017-01-03 07:45:00+01:00,55,20,0.1,0.56225,0.6469775,3.023025,0.125974166666666
2017-01-03 08:00:00+01:00,56,20,-0.1,0.5688850000000001,0.8576225000000001,1.7355975,0.0267941666666666
2017-01-03 08:15:00+01:00,56,20,-0.1,0.5688850000000001,0.8576225000000001,1.7355975,0.19224
2017-01-03 08:30:00+01:00,56,20,-0.1,0.5688850000000001,0.8576225000000001,1.7355975,0.0985204166666666
2017-01-03 08:45:00+01:00,56,20,-0.1,0.5688850000000001,0.8576225000000001,1.7355975,0.0656391666666666
2017-01-03 09:00:00+01:00,57,20,1.4,0.5753175,0.6005499999999999,2.1556875,0.153364999999999
2017-01-03 09:15:00+01:00,57,20,1.4,0.5753175,0.6005499999999999,2.1556875,0.167374166666666
2017-01-03 09:30:00+01:00,57,20,1.4,0.5753175,0.6005499999999999,2.1556875,0.32553375
2017-01-03 09:45:00+01:00,57,20,1.4,0.5753175,0.6005499999999999,2.1556875,0.27430625
2017-01-03 10:00:00+01:00,58,20,2.2,0.5816425000000001,0.7765850000000001,2.91315,0.17720791666666602
2017-01-03 10:15:00+01:00,58,20,2.2,0.5816425000000001,0.7765850000000001,2.91315,0.17705
2017-01-03 10:30:00+01:00,58,20,2.2,0.5816425000000001,0.7765850000000001,2.91315,0.35144625
2017-01-03 10:45:00+01:00,58,20,2.2,0.5816425000000001,0.7765850000000001,2.91315,0.22094125
2017-01-03 11:00:00+01:00,59,20,2.8,0.58729,0.5400699999999999,0.7275550000000001,0.152329583333333
2017-01-03 11:15:00+01:00,59,20,2.8,0.58729,0.5400699999999999,0.7275550000000001,0.0370358333333333
2017-01-03 11:30:00+01:00,59,20,2.8,0.58729,0.5400699999999999,0.7275550000000001,0.275277916666666
2017-01-03 11:45:00+01:00,59,20,2.8,0.58729,0.5400699999999999,0.7275550000000001,0.0449854166666666
2017-01-03 12:00:00+01:00,60,20,3.3,0.5928525,0.5319875,0.8867424999999999,0.131706666666666
2017-01-03 12:15:00+01:00,60,20,3.3,0.5928525,0.5319875,0.8867424999999999,0.24736
2017-01-03 12:30:00+01:00,60,20,3.3,0.5928525,0.5319875,0.8867424999999999,0.148834583333333
2017-01-03 12:45:00+01:00,60,20,3.3,0.5928525,0.5319875,0.8867424999999999,0.15047375
2017-01-03 13:00:00+01:00,61,20,3.4,0.5948675,0.5053575,0.5476825,0.136087083333333
2017-01-03 13:15:00+01:00,61,20,3.4,0.5948675,0.5053575,0.5476825,0.142826666666666
2017-01-03 13:30:00+01:00,61,20,3.4,0.5948675,0.5053575,0.5476825,0.0436608333333333
2017-01-03 13:45:00+01:00,61,20,3.4,0.5948675,0.5053575,0.5476825,0.21428583333333304
2017-01-03 14:00:00+01:00,62,20,3.4,0.6004225000000001,0.5699875,0.740375,0.0896858333333333
2017-01-03 14:15:00+01:00,62,20,3.4,0.6004225000000001,0.5699875,0.740375,0.0867158333333333
2017-01-03 14:30:00+01:00,62,20,3.4,0.6004225000000001,0.5699875,0.740375,0.0168574999999999
2017-01-03 14:45:00+01:00,62,20,3.4,0.6004225000000001,0.5699875,0.740375,0.01861625
2017-01-03 15:00:00+01:00,63,20,3.0,0.6035775,0.635375,0.6353825000000001,0.114477083333333
2017-01-03 15:15:00+01:00,63,20,3.0,0.6035775,0.635375,0.6353825000000001,0.136384166666666
2017-01-03 15:30:00+01:00,63,20,3.0,0.6035775,0.635375,0.6353825000000001,0.0529112499999999
2017-01-03 15:45:00+01:00,63,20,3.0,0.6035775,0.635375,0.6353825000000001,0.13539125
2017-01-03 16:00:00+01:00,64,20,1.7,0.6092625,0.7990499999999999,1.148795,0.0161591666666666
2017-01-03 16:15:00+01:00,64,20,1.7,0.6092625,0.7990499999999999,1.148795,0.03249875
2017-01-03 16:30:00+01:00,64,20,1.7,0.6092625,0.7990499999999999,1.148795,0.339575416666666
2017-01-03 16:45:00+01:00,64,20,1.7,0.6092625,0.7990499999999999,1.148795,0.114202916666666
2017-01-03 17:00:00+01:00,65,20,0.2,0.46161499999999994,0.9185075,0.94794,0.2187775
2017-01-03 17:15:00+01:00,65,20,0.2,0.46161499999999994,0.9185075,0.94794,0.103819166666666
2017-01-03 17:30:00+01:00,65,20,0.2,0.46161499999999994,0.9185075,0.94794,0.00925666666666666
2017-01-03 17:45:00+01:00,65,20,0.2,0.46161499999999994,0.9185075,0.94794,0.0679220833333333
2017-01-03 18:00:00+01:00,66,20,-0.8,0.45128999999999997,0.9648549999999999,2.3054975,0.231907916666666
2017-01-03 18:15:00+01:00,66,20,-0.8,0.45128999999999997,0.9648549999999999,2.3054975,0.128192083333333
2017-01-03 18:30:00+01:00,66,20,-0.8,0.45128999999999997,0.9648549999999999,2.3054975,0.0143879166666666
2017-01-03 18:45:00+01:00,66,20,-0.8,0.45128999999999997,0.9648549999999999,2.3054975,0.0553841666666666
2017-01-03 19:00:00+01:00,67,20,-2.2,0.44102,0.6846725,1.2699799999999999,0.0789795833333333
