,Qs,ElectricConsumption,SolarPVProduction
993,6.877,0.676,0.0
994,5.194,0.676,0.0
995,2.525,1.826,0.0
996,0.0,3.787,0.0
997,0.572,1.681,0.0
998,2.316,0.676,0.0
999,2.939,0.676,0.0
1000,3.536,1.826,0.0
1001,5.329,3.864,0.0
1002,6.929,3.014,0.0
1003,7.528,2.666,0.0
1004,8.13,2.318,0.0
1005,7.792,2.898,0.0
1006,8.227,2.898,0.0
1007,10.693,0.338,0.0
1008,11.033,0.338,0.0
1009,11.375,0.338,0.0
1010,11.766,0.338,0.0
1011,11.986,0.338,0.0
1012,12.133,0.338,0.0
1013,12.279,0.338,0.0
1014,10.538,2.705,0.0
1015,10.999,2.318,0.0
1016,9.304,0.889,0.0
1017,6.318,0.676,0.0
1018,5.567,0.676,0.0
1019,3.083,1.826,0.0
1020,0.0,3.787,0.0
1021,1.623,1.681,0.0
1022,4.048,0.676,0.0
1023,3.043,0.676,0.0
1024,7.892,1.826,0.0
1025,6.712,3.864,0.0
1026,7.943,3.014,0.0
1027,8.281,2.666,0.0
1028,8.609,2.318,0.0
1029,7.879,2.898,0.0
1030,7.988,2.898,0.0
1031,10.19,0.338,0.0
1032,10.341,0.338,0.0
1033,10.171,0.338,0.0
1034,10.074,0.338,0.0
1035,9.959,0.338,0.0
1036,9.903,0.338,0.0
1037,9.841,0.338,0.0
1038,8.019,2.705,0.0
1039,8.452,2.318,0.0
1040,8.376,0.889,0.0
1041,6.342,0.676,0.0
1042,4.999,0.676,0.0
1043,2.262,1.826,0.0
1044,0.0,3.787,0.0
1045,1.594,1.681,0.0
1046,3.52,0.676,0.0
1047,4.294,0.676,0.0
1048,5.065,1.826,0.0
1049,6.018,3.864,0.0
1050,6.704,3.014,0.0
1051,6.872,2.666,0.0
1052,7.316,2.318,0.0
1053,7.019,2.898,0.0
1054,6.89,2.898,0.0
1055,9.276,0.338,0.0
1056,10.101,0.338,0.0
1057,11.105,0.338,0.0
1058,12.153,0.338,0.0
1059,12.715,0.338,0.0
1060,13.352,0.338,0.0
1061,13.776,0.338,0.0
1062,12.409,2.705,0.0
1063,13.075,2.318,0.0
1064,11.876,0.889,0.0
1065,9.628,0.676,0.0
1066,8.602,0.676,0.0
1067,5.872,1.826,0.0
1068,3.122,3.787,0.0
1069,6.1,1.681,0.0
1070,7.002,0.676,0.0
1071,8.166,0.676,0.0
1072,8.36,1.826,0.0
1073,10.035,3.864,0.0
1074,12.374,3.014,0.0
1075,13.054,2.666,0.0
1076,13.767,2.318,0.0
1077,12.898,2.898,0.0
1078,12.977,2.898,0.0
1079,15.199,0.338,0.0
1080,15.137,0.338,0.0
1081,15.195,0.338,0.0
1082,15.288,0.338,0.0
1083,15.279,0.338,0.0
1084,15.542,0.338,0.0
1085,15.599,0.338,0.0
1086,13.766,2.705,0.0
1087,14.191,2.318,0.0
1088,12.658,0.889,0.0
1089,8.632,0.676,0.0
1090,6.679,0.676,0.0
1091,4.308,1.826,0.0
1092,1.034,3.787,0.0
1093,3.243,1.681,0.0
1094,5.854,0.676,0.0
1095,5.909,0.676,0.0
1096,4.965,1.826,0.0
1097,8.23,3.864,0.0
1098,9.726,3.014,0.0
1099,10.144,2.666,0.0
1100,10.585,2.318,0.0
1101,10.151,2.898,0.0
1102,10.328,2.898,0.0
1103,12.678,0.338,0.0
1104,12.776,0.338,0.0
1105,12.808,0.338,0.0
1106,12.902,0.338,0.0
1107,12.97,0.338,0.0
1108,13.083,0.338,0.0
1109,13.122,0.338,0.0
1110,11.309,2.705,0.0
1111,11.77,2.318,0.0
1112,9.905,0.889,0.0
1113,5.762,0.676,0.0
1114,3.713,0.676,0.0
1115,0.565,1.826,0.0
1116,0.0,3.787,0.0
1117,0.0,1.681,0.0
1118,0.0,0.676,0.0
1119,0.407,0.676,0.0
1120,1.518,1.826,0.0
1121,3.631,3.864,0.0
1122,5.378,3.014,0.0
1123,6.021,2.666,0.0
1124,6.638,2.318,0.0
1125,6.189,2.898,0.0
1126,6.38,2.898,0.0
1127,8.917,0.338,0.0
1128,9.221,0.338,0.0
1129,9.64,0.338,0.0
1130,9.922,0.338,0.0
1131,10.065,0.338,0.0
1132,10.367,0.338,0.0
1133,10.427,0.338,0.0
1134,8.754,2.705,0.0
1135,9.225,2.318,0.0
1136,6.108,0.889,0.0
1137,4.121,0.676,0.0
1138,2.874,0.676,0.0
1139,0.0,1.826,0.0
1140,0.0,3.787,0.0
1141,0.0,1.681,0.0
1142,0.434,0.676,0.0
1143,0.0,0.676,0.0
1144,0.0,1.826,0.0
1145,3.603,3.864,0.0
1146,5.426,3.014,0.0
1147,6.14,2.666,0.0
1148,6.876,2.318,0.0
1149,6.735,2.898,0.0
1150,7.22,2.898,0.0
1151,9.912,0.338,0.0
1152,10.414,0.338,0.0
1153,10.973,0.338,0.0
1154,11.509,0.338,0.0
1155,11.829,0.338,0.0
1156,12.089,0.338,0.0
1157,12.283,0.338,0.0
1158,10.672,2.705,0.0
1159,11.214,2.318,0.0
1160,9.416,0.889,0.0
1161,5.46,0.676,0.0
1162,3.673,0.676,0.0
1163,0.627,1.826,0.0
1164,0.0,3.787,0.0
1165,0.0,1.681,0.0
1166,0.06,0.676,0.0
1167,1.204,0.676,0.0
1168,2.015,1.826,0.0
1169,4.044,3.864,0.0
1170,6.249,3.014,0.0
1171,6.958,2.666,0.0
1172,7.652,2.318,0.0
1173,7.497,2.898,0.0
1174,7.899,2.898,0.0
1175,10.462,0.338,0.0
1176,10.707,0.338,0.0
1177,11.059,0.338,0.0
1178,11.336,0.338,0.0
1179,11.407,0.338,0.0
1180,11.603,0.338,0.0
1181,11.626,0.338,0.0
1182,9.932,2.705,0.0
1183,10.278,2.318,0.0
1184,8.215,0.889,0.0
1185,4.599,0.676,0.0
1186,2.851,0.676,0.0
1187,0.0,1.826,0.0
1188,0.0,3.787,0.0
1189,0.0,1.681,0.0
1190,0.0,0.676,0.0
1191,0.0,0.676,0.0
1192,0.569,1.826,0.0
1193,2.961,3.864,0.0
1194,5.141,3.014,0.0
1195,5.773,2.666,0.0
1196,6.441,2.318,0.0
1197,6.276,2.898,0.0
1198,6.642,2.898,0.0
1199,9.252,0.338,0.0
1200,9.625,0.338,0.0
1201,10.03,0.338,0.0
1202,10.404,0.338,0.0
1203,10.626,0.338,0.0
1204,10.935,0.338,0.0
1205,11.048,0.338,0.0
1206,9.317,2.705,0.0
1207,9.73,2.318,0.0
1208,7.938,0.889,0.0
1209,3.537,0.676,0.0
1210,1.801,0.676,0.0
1211,0.0,1.826,0.0
1212,0.0,3.787,0.0
1213,0.0,1.681,0.0
1214,0.0,0.676,0.0
1215,0.0,0.676,0.0
1216,0.0,1.826,0.0
1217,1.599,3.864,0.0
1218,4.044,3.014,0.0
1219,4.709,2.666,0.0
1220,5.483,2.318,0.0
1221,5.29,2.898,0.0
1222,5.653,2.898,0.0
1223,8.198,0.338,0.0
1224,8.48,0.338,0.0
1225,8.713,0.338,0.0
1226,8.948,0.338,0.0
1227,9.112,0.338,0.0
1228,9.219,0.338,0.0
1229,9.323,0.338,0.0
1230,7.695,2.705,0.0
1231,7.934,2.318,0.0
1232,5.83,0.889,0.0
1233,2.086,0.676,0.0
1234,0.508,0.676,0.0
1235,0.0,1.826,0.0
1236,0.0,3.787,0.0
1237,0.0,1.681,0.0
1238,0.0,0.676,0.0
1239,0.0,0.676,0.0
1240,0.0,1.826,0.0
1241,0.0,3.864,0.0
1242,2.741,3.014,0.0
1243,3.601,2.666,0.0
1244,4.18,2.318,0.0
1245,3.83,2.898,0.0
1246,4.064,2.898,0.0
1247,6.56,0.338,0.0
1248,6.82,0.338,0.0
1249,7.106,0.338,0.0
1250,7.301,0.338,0.0
1251,7.451,0.338,0.0
1252,7.559,0.338,0.0
1253,7.703,0.338,0.0
1254,5.959,2.705,0.0
1255,6.302,2.318,0.0
1256,5.96,0.889,0.0
1257,2.263,0.676,0.0
1258,0.0,0.676,0.0
1259,0.0,1.826,0.0
1260,0.0,3.787,0.0
1261,0.0,1.681,0.0
1262,0.0,0.676,0.0
1263,0.0,0.676,0.0
1264,0.0,1.826,0.0
1265,0.0,3.864,0.0
1266,1.431,3.014,0.0
1267,2.644,2.666,0.0
1268,3.497,2.318,0.0
1269,3.152,2.898,0.0
1270,3.546,2.898,0.0
1271,6.103,0.338,0.0
1272,6.463,0.338,0.0
1273,6.951,0.338,0.0
1274,7.284,0.338,0.0
1275,7.463,0.338,0.0
1276,7.65,0.338,0.0
1277,7.801,0.338,0.0
1278,6.212,2.705,0.0
1279,6.633,2.318,0.0
1280,5.993,0.889,0.0
1281,3.366,0.676,0.0
1282,0.423,0.676,0.0
1283,0.049,1.826,0.0
1284,0.0,3.787,0.0
1285,0.0,1.681,0.0
1286,0.261,0.676,0.0
1287,0.0,0.676,0.0
1288,1.176,1.826,0.0
1289,2.647,3.864,0.0
1290,4.673,3.014,0.0
1291,5.388,2.666,0.0
1292,5.993,2.318,0.0
1293,5.761,2.898,0.0
1294,6.17,2.898,0.0
1295,8.709,0.338,0.0
1296,9.004,0.338,0.0
1297,9.267,0.338,0.0
1298,9.54,0.338,0.0
1299,9.747,0.338,0.0
1300,9.845,0.338,0.0
1301,10.005,0.338,0.0
1302,8.209,2.705,0.0
1303,8.319,2.318,0.0
1304,5.985,0.889,0.0
1305,2.568,0.676,0.0
1306,0.705,0.676,0.0
1307,0.0,1.826,0.0
1308,0.0,3.787,0.0
1309,0.0,1.681,0.0
1310,0.0,0.676,0.0
1311,0.0,0.676,0.0
1312,0.0,1.826,0.0
1313,0.0,3.864,0.0
1314,2.891,3.014,0.0
1315,4.008,2.666,0.0
1316,4.8,2.318,0.0
1317,4.516,2.898,0.0
1318,5.057,2.898,0.0
1319,7.724,0.338,0.0
1320,8.196,0.338,0.0
1321,8.634,0.338,0.0
1322,9.047,0.338,0.0
1323,9.252,0.338,0.0
1324,9.56,0.338,0.0
1325,9.801,0.338,0.0
1326,8.276,2.705,0.0
1327,8.354,2.318,0.0
1328,6.215,0.889,0.0
1329,2.406,0.676,0.0
1330,0.539,0.676,0.0
1331,0.0,1.826,0.0
1332,0.0,3.787,0.0
1333,0.0,1.681,0.0
1334,0.0,0.676,0.0
1335,0.0,0.676,0.0
1336,0.0,1.826,0.0
1337,0.0,3.864,0.0
1338,3.477,3.014,0.0
1339,4.573,2.666,0.0
1340,5.383,2.318,0.0
1341,5.262,2.898,0.0
1342,5.811,2.898,0.0
1343,8.51,0.338,0.0
1344,9.027,0.338,0.0
1345,9.442,0.338,0.0
1346,9.901,0.338,0.0
1347,10.117,0.338,0.0
1348,10.476,0.338,0.0
1349,10.732,0.338,0.0
1350,9.078,2.705,0.0
1351,9.15,2.318,0.0
1352,6.471,0.889,0.0
1353,3.014,0.676,0.0
1354,0.984,0.676,0.0
1355,0.0,1.826,0.0
1356,0.0,3.787,0.0
1357,0.0,1.681,0.0
1358,0.0,0.676,0.0
1359,0.0,0.676,0.0
1360,0.0,1.826,0.0
1361,0.0,3.864,0.0
1362,3.679,3.014,0.0
1363,4.832,2.666,0.0
1364,5.629,2.318,0.0
1365,5.275,2.898,0.0
1366,5.83,2.898,0.0
1367,8.429,0.338,0.0
1368,8.72,0.338,0.0
1369,9.049,0.338,0.0
1370,9.252,0.338,0.0
1371,9.537,0.338,0.0
1372,9.635,0.338,0.0
1373,9.797,0.338,0.0
1374,8.089,2.705,0.0
1375,8.157,2.318,0.0
1376,5.284,0.889,0.0
1377,2.09,0.676,0.0
1378,0.657,0.676,0.0
1379,0.0,1.826,0.0
1380,0.0,3.787,0.0
1381,0.0,1.681,0.0
1382,0.0,0.676,0.0
1383,0.0,0.676,0.0
1384,0.0,1.826,0.0
1385,0.0,3.864,0.0
1386,2.079,3.014,0.0
1387,3.383,2.666,0.0
1388,4.114,2.318,0.0
1389,3.838,2.898,0.0
1390,4.149,2.898,0.0
1391,6.797,0.338,0.0
1392,7.127,0.338,0.0
1393,7.463,0.338,0.0
1394,7.768,0.338,0.0
1395,7.957,0.338,0.0
1396,8.255,0.338,0.0
1397,8.427,0.338,0.0
1398,6.654,2.705,0.0
1399,6.649,2.318,0.0
1400,3.893,0.889,0.0
1401,0.266,0.676,0.0
1402,0.0,0.676,0.0
1403,0.0,1.826,0.0
1404,0.0,3.787,0.0
1405,0.0,1.681,0.0
1406,0.0,0.676,0.0
1407,0.0,0.676,0.0
1408,0.0,1.826,0.0
1409,0.0,3.864,0.0
1410,0.198,3.014,0.0
1411,2.013,2.666,0.0
1412,2.772,2.318,0.0
1413,2.594,2.898,0.0
1414,3.011,2.898,0.0
1415,5.689,0.338,0.0
1416,6.245,0.338,0.0
1417,6.752,0.338,0.0
1418,7.303,0.338,0.0
1419,7.65,0.338,0.0
1420,7.95,0.338,0.0
1421,8.163,0.338,0.0
1422,6.627,2.705,0.0
1423,6.555,2.318,0.0
1424,3.608,0.889,0.0
1425,1.191,0.676,0.0
1426,0.307,0.676,0.0
1427,0.0,1.826,0.0
1428,0.0,3.787,0.0
1429,0.0,1.681,0.0
1430,0.0,0.676,0.0
1431,0.0,0.676,0.0
1432,0.0,1.826,0.0
1433,0.0,3.864,0.0
1434,2.562,3.014,0.0
1435,3.921,2.666,0.0
1436,4.732,2.318,0.0
1437,4.511,2.898,0.0
1438,4.961,2.898,0.0
1439,7.648,0.338,0.0
1440,7.949,0.338,0.0
1441,8.242,0.338,0.0
1442,8.583,0.338,0.0
1443,8.767,0.338,0.0
1444,8.864,0.338,0.0
1445,9.048,0.338,0.0
1446,7.433,2.705,0.0
1447,7.101,2.318,0.0
1448,4.707,0.889,0.0
1449,1.415,0.676,0.0
1450,0.215,0.676,0.0
1451,0.0,1.826,0.0
1452,0.0,3.787,0.0
1453,0.0,1.681,0.0
1454,0.0,0.676,0.0
1455,0.0,0.676,0.0
1456,0.0,1.826,0.0
1457,0.0,3.864,0.0
1458,2.669,3.014,0.0
1459,4.039,2.666,0.0
1460,4.706,2.318,0.0
1461,4.623,2.898,0.0
1462,5.12,2.898,0.0
1463,7.694,0.338,0.0
1464,8.192,0.338,0.0
1465,8.67,0.338,0.0
1466,9.111,0.338,0.0
1467,9.46,0.338,0.0
1468,9.791,0.338,0.0
1469,9.98,0.338,0.0
1470,8.377,2.705,0.0
1471,7.947,2.318,0.0
1472,4.978,0.889,0.0
1473,2.029,0.676,0.0
1474,2.324,0.676,0.0
1475,0.0,1.826,0.0
1476,0.0,3.787,0.0
1477,0.0,1.681,0.0
1478,1.354,0.676,0.0
1479,2.195,0.676,0.0
1480,0.0,1.826,0.0
1481,2.506,3.864,0.0
1482,5.564,3.014,0.0
1483,6.254,2.666,0.0
1484,6.822,2.318,0.0
1485,6.479,2.898,0.0
1486,6.811,2.898,0.0
1487,9.287,0.338,0.0
1488,9.397,0.338,0.0
1489,9.579,0.338,0.0
1490,9.761,0.338,0.0
1491,9.797,0.338,0.0
1492,9.864,0.338,0.0
1493,9.912,0.338,0.0
1494,8.168,2.705,0.0
1495,8.459,2.318,0.0
1496,8.556,0.889,0.0
1497,3.655,0.676,0.0
1498,3.925,0.676,0.0
1499,1.017,1.826,0.0
1500,0.0,3.787,0.0
1501,0.0,1.681,0.0
1502,1.397,0.676,0.0
1503,4.678,0.676,0.0
1504,3.162,1.826,0.0
1505,4.467,3.864,0.0
1506,5.917,3.014,0.0
1507,6.532,2.666,0.0
1508,6.863,2.318,0.0
1509,6.257,2.898,0.0
1510,6.751,2.898,0.0
1511,8.791,0.338,0.0
1512,8.896,0.338,0.0
1513,9.158,0.338,0.0
1514,9.196,0.338,0.0
1515,9.326,0.338,0.0
1516,9.915,0.338,0.0
1517,9.668,0.338,0.0
1518,7.722,2.705,0.0
1519,6.973,2.318,0.0
1520,3.86,0.889,0.0
1521,5.016,0.676,0.0
1522,2.432,0.676,0.0
1523,0.0,1.826,0.0
1524,0.0,3.787,0.0
1525,0.0,1.681,0.0
1526,0.023,0.676,0.0
1527,0.97,0.676,0.0
1528,2.733,1.826,0.0
1529,0.784,3.864,0.0
1530,5.175,3.014,0.0
1531,5.658,2.666,0.0
1532,6.146,2.318,0.0
1533,5.7,2.898,0.0
1534,5.757,2.898,0.0
1535,8.118,0.338,0.0
1536,8.337,0.338,0.0
1537,8.615,0.338,0.0
1538,8.851,0.338,0.0
1539,9.012,0.338,0.0
1540,9.074,0.338,0.0
1541,9.229,0.338,0.0
1542,7.443,2.705,0.0
1543,7.313,2.318,0.0
1544,4.991,0.889,0.0
1545,0.856,0.676,0.0
1546,0.091,0.676,0.0
1547,0.0,1.826,0.0
1548,0.0,3.787,0.0
1549,0.0,1.681,0.0
1550,0.0,0.676,0.0
1551,0.337,0.676,0.0
1552,0.0,1.826,0.0
1553,0.0,3.864,0.0
1554,3.78,3.014,0.0
1555,4.612,2.666,0.0
1556,5.276,2.318,0.0
1557,4.999,2.898,0.0
1558,5.368,2.898,0.0
1559,7.96,0.338,0.0
1560,8.404,0.338,0.0
1561,8.803,0.338,0.0
1562,9.146,0.338,0.0
1563,9.429,0.338,0.0
1564,9.625,0.338,0.0
1565,9.781,0.338,0.0
1566,8.159,2.705,0.0
1567,7.52,2.318,0.0
1568,3.917,0.889,0.0
1569,2.826,0.676,0.0
1570,1.838,0.676,0.0
1571,0.0,1.826,0.0
1572,0.0,3.787,0.0
1573,0.0,1.681,0.0
1574,0.0,0.676,0.0
1575,0.0,0.676,0.0
1576,0.0,1.826,0.0
1577,0.0,3.864,0.0
1578,3.385,3.014,0.0
1579,4.649,2.666,0.0
1580,5.531,2.318,0.0
1581,5.537,2.898,0.0
1582,6.121,2.898,0.0
1583,8.904,0.338,0.0
1584,9.3,0.338,0.0
1585,10.013,0.338,0.0
1586,10.664,0.338,0.0
1587,11.132,0.338,0.0
1588,11.56,0.338,0.0
1589,11.958,0.338,0.0
1590,10.427,2.705,0.0
1591,9.847,2.318,0.0
1592,6.279,0.889,0.0
1593,3.602,0.676,0.0
1594,2.405,0.676,0.0
1595,0.0,1.826,0.0
1596,0.0,3.787,0.0
1597,0.0,1.681,0.0
1598,0.239,0.676,0.0
1599,1.912,0.676,0.0
1600,2.351,1.826,0.0
1601,2.587,3.864,0.0
1602,7.451,3.014,0.0
1603,8.357,2.666,0.0
1604,9.081,2.318,0.0
1605,8.997,2.898,0.0
1606,9.443,2.898,0.0
1607,12.222,0.338,0.0
1608,12.247,0.338,0.0
1609,12.267,0.338,0.0
1610,12.3,0.338,0.0
1611,12.38,0.338,0.0
1612,12.375,0.338,0.0
1613,12.491,0.338,0.0
1614,10.699,2.705,0.0
1615,9.842,2.318,0.0
1616,6.419,0.889,0.0
1617,3.69,0.676,0.0
1618,1.612,0.676,0.0
1619,0.0,1.826,0.0
1620,0.0,3.787,0.0
1621,0.0,1.681,0.0
1622,0.0,0.676,0.0
1623,0.998,0.676,0.0
1624,0.323,1.826,0.0
1625,0.052,3.864,0.0
1626,5.689,3.014,0.0
1627,6.416,2.666,0.0
1628,6.937,2.318,0.0
1629,6.54,2.898,0.0
1630,6.946,2.898,0.0
1631,9.472,0.338,0.0
1632,9.844,0.338,0.0
1633,10.238,0.338,0.0
1634,10.54,0.338,0.0
1635,10.875,0.338,0.0
1636,11.104,0.338,0.0
1637,11.222,0.338,0.0
1638,9.494,2.705,0.0
1639,8.605,2.318,0.0
1640,5.081,0.889,0.0
1641,2.117,0.676,0.0
1642,0.637,0.676,0.0
1643,0.0,1.826,0.0
1644,0.0,3.787,0.0
1645,0.0,1.681,0.0
1646,0.0,0.676,0.0
1647,0.0,0.676,0.0
1648,0.0,1.826,0.0
1649,0.0,3.864,0.0
1650,3.612,3.014,0.0
1651,4.679,2.666,0.0
1652,5.321,2.318,0.0
1653,4.971,2.898,0.0
1654,5.319,2.898,0.0
1655,7.76,0.338,0.0
1656,8.035,0.338,0.0
1657,8.243,0.338,0.0
1658,8.422,0.338,0.0
1659,8.582,0.338,0.0
1660,8.696,0.338,0.0
1661,8.788,0.338,0.0
1662,6.963,2.705,0.0
1663,6.701,2.318,0.0
1664,2.888,0.889,0.0
1665,1.185,0.676,0.0
1666,1.626,0.676,0.0
1667,0.0,1.826,0.0
1668,0.0,3.787,0.0
1669,0.0,1.681,0.0
1670,0.0,0.676,0.0
1671,0.0,0.676,0.0
1672,0.0,1.826,0.0
1673,0.0,3.864,0.0
1674,1.899,3.014,0.0
1675,3.904,2.666,0.0
1676,4.66,2.318,0.0
1677,4.435,2.898,0.0
1678,4.881,2.898,0.0
1679,7.515,0.338,0.0
1680,7.934,0.338,0.0
1681,8.398,0.338,0.0
1682,8.8,0.338,0.0
1683,9.069,0.338,0.0
1684,9.309,0.338,0.0
1685,9.522,0.338,0.0
1686,7.742,2.705,0.0
1687,6.081,2.318,0.0
1688,3.857,0.889,0.0
1689,2.795,0.676,0.0
1690,1.348,0.676,0.0
1691,0.0,1.826,0.0
1692,0.0,3.787,0.0
1693,0.0,1.681,0.0
1694,0.0,0.676,0.0
1695,0.0,0.676,0.0
1696,0.0,1.826,0.0
1697,0.0,3.864,0.0
1698,2.461,3.014,0.0
1699,4.206,2.666,0.0
1700,4.873,2.318,0.0
1701,4.597,2.898,0.0
1702,4.905,2.898,0.0
1703,7.487,0.338,0.0
1704,7.698,0.338,0.0
1705,7.947,0.338,0.0
1706,8.186,0.338,0.0
1707,8.361,0.338,0.0
1708,8.468,0.338,0.0
1709,8.582,0.338,0.0
1710,6.783,2.705,0.0
1711,4.917,2.318,0.0
1712,2.493,0.889,0.0
1713,1.488,0.676,0.0
1714,0.0,0.676,0.0
1715,0.0,1.826,0.0
1716,0.0,3.787,0.0
1717,0.0,1.681,0.0
1718,0.0,0.676,0.0
1719,0.0,0.676,0.0
1720,0.0,1.826,0.0
1721,0.0,3.864,0.0
1722,1.175,3.014,0.0
1723,3.295,2.666,0.0
1724,4.059,2.318,0.0
1725,3.693,2.898,0.0
1726,4.118,2.898,0.0
1727,6.709,0.338,0.0
1728,7.162,0.338,0.0
1729,7.522,0.338,0.0
1730,7.913,0.338,0.0
1731,8.22,0.338,0.0
1732,8.492,0.338,0.0
1733,8.67,0.338,0.0
1734,6.891,2.705,0.0
1735,4.488,2.318,0.0
1736,2.598,0.889,0.0
1737,1.226,0.676,0.0
1738,0.0,0.676,0.0
1739,0.0,1.826,0.0
1740,0.0,3.787,0.0
1741,0.0,1.681,0.0
1742,0.0,0.676,0.0
1743,0.0,0.676,0.0
1744,0.0,1.826,0.0
1745,0.0,3.864,0.0
1746,0.587,3.014,0.0
1747,2.631,2.666,0.0
1748,3.472,2.318,0.0
1749,3.256,2.898,0.0
1750,3.822,2.898,0.0
1751,6.414,0.338,0.0
1752,6.977,0.338,0.0
1753,7.424,0.338,0.0
1754,7.821,0.338,0.0
1755,8.097,0.338,0.0
1756,8.445,0.338,0.0
1757,8.709,0.338,0.0
1758,6.905,2.705,0.0
1759,4.997,2.318,0.0
1760,2.528,0.889,0.0
1761,0.278,0.676,0.0
1762,0.0,0.676,0.0
1763,0.0,1.826,0.0
1764,0.0,3.787,0.0
1765,0.0,1.681,0.0
1766,0.0,0.676,0.0
1767,0.0,0.676,0.0
1768,0.0,1.826,0.0
1769,0.0,3.864,0.0
1770,0.026,3.014,0.0
1771,1.99,2.666,0.0
1772,2.605,2.318,0.0
1773,2.424,2.898,0.0
1774,2.87,2.898,0.0
1775,5.509,0.338,0.0
1776,5.741,0.338,0.0
1777,6.093,0.338,0.0
1778,6.401,0.338,0.0
1779,6.586,0.338,0.0
1780,6.788,0.338,0.0
1781,6.942,0.338,0.0
1782,5.123,2.705,0.0
1783,3.132,2.318,0.0
1784,0.0,0.889,0.0
1785,0.178,0.676,0.0
1786,0.0,0.676,0.0
1787,0.0,1.826,0.0
1788,0.0,3.787,0.0
1789,0.0,1.681,0.0
1790,0.0,0.676,0.0
1791,0.0,0.676,0.0
1792,0.0,1.826,0.0
1793,0.0,3.864,0.0
1794,0.349,3.014,0.0
1795,1.857,2.666,0.0
1796,2.287,2.318,0.0
1797,1.712,2.898,0.0
1798,1.839,2.898,0.0
1799,4.094,0.338,0.0
1800,4.274,0.338,0.0
1801,3.987,0.338,0.0
1802,3.895,0.338,0.0
1803,3.934,0.338,0.0
1804,3.853,0.338,0.0
1805,3.824,0.338,0.0
1806,1.864,2.705,0.0
1807,0.0,2.318,0.0
1808,0.0,0.889,0.0
1809,0.0,0.676,0.0
1810,0.0,0.676,0.0
1811,0.0,1.826,0.0
1812,0.0,3.787,0.0
1813,0.0,1.681,0.0
1814,0.0,0.676,0.0
1815,0.0,0.676,0.0
1816,0.0,1.826,0.0
1817,0.0,3.864,0.0
1818,0.0,3.014,0.0
1819,0.0,2.666,0.0
1820,0.0,2.318,0.0
1821,0.0,2.898,0.0
1822,0.0,2.898,0.0
1823,2.526,0.338,0.0
1824,3.498,0.338,0.0
1825,4.274,0.338,0.0
1826,5.111,0.338,0.0
1827,5.585,0.338,0.0
1828,6.108,0.338,0.0
1829,6.458,0.338,0.0
1830,4.668,2.705,0.0
1831,2.489,2.318,0.0
1832,0.045,0.889,0.0
1833,0.0,0.676,0.0
1834,0.0,0.676,0.0
1835,0.0,1.826,0.0
1836,0.0,3.787,0.0
1837,0.0,1.681,0.0
1838,0.0,0.676,0.0
1839,0.0,0.676,0.0
1840,0.0,1.826,0.0
1841,0.0,3.864,0.0
1842,0.0,3.014,0.0
1843,0.288,2.666,0.0
1844,1.791,2.318,0.0
1845,1.876,2.898,0.0
1846,2.607,2.898,0.0
1847,5.579,0.338,0.0
1848,6.115,0.338,0.0
1849,6.653,0.338,0.0
1850,7.214,0.338,0.0
1851,7.484,0.338,0.0
1852,7.88,0.338,0.0
1853,8.07,0.338,0.0
1854,6.253,2.705,0.0
1855,3.889,2.318,0.0
1856,0.726,0.889,0.0
1857,0.0,0.676,0.0
1858,0.0,0.676,0.0
1859,0.0,1.826,0.0
1860,0.0,3.787,0.0
1861,0.0,1.681,0.0
1862,0.0,0.676,0.0
1863,0.0,0.676,0.0
1864,0.0,1.826,0.0
1865,0.0,3.864,0.0
1866,0.0,3.014,0.0
1867,0.0,2.666,0.0
1868,1.321,2.318,0.0
1869,1.462,2.898,0.0
1870,2.306,2.898,0.0
1871,5.353,0.338,0.0
1872,6.002,0.338,0.0
1873,6.662,0.338,0.0
1874,7.275,0.338,0.0
1875,7.687,0.338,0.0
1876,8.096,0.338,0.0
1877,8.506,0.338,0.0
1878,6.69,2.705,0.0
1879,4.225,2.318,0.0
1880,1.56,0.889,0.0
1881,0.0,0.676,0.0
1882,0.0,0.676,0.0
1883,0.0,1.826,0.0
1884,0.0,3.787,0.0
1885,0.0,1.681,0.0
1886,0.0,0.676,0.0
1887,0.0,0.676,0.0
1888,0.0,1.826,0.0
1889,0.0,3.864,0.0
1890,0.0,3.014,0.0
1891,1.841,2.666,0.0
1892,3.032,2.318,0.0
1893,3.03,2.898,0.0
1894,3.635,2.898,0.0
1895,6.473,0.338,0.0
1896,6.99,0.338,0.0
1897,7.495,0.338,0.0
1898,7.919,0.338,0.0
1899,8.26,0.338,0.0
1900,8.624,0.338,0.0
1901,8.824,0.338,0.0
1902,6.972,2.705,0.0
1903,4.453,2.318,0.0
1904,1.197,0.889,0.0
1905,0.0,0.676,0.0
1906,0.0,0.676,0.0
1907,0.0,1.826,0.0
1908,0.0,3.787,0.0
1909,0.0,1.681,0.0
1910,0.0,0.676,0.0
1911,0.0,0.676,0.0
1912,0.0,1.826,0.0
1913,0.0,3.864,0.0
1914,0.0,3.014,0.0
1915,0.569,2.666,0.0
1916,1.717,2.318,0.0
1917,1.602,2.898,0.0
1918,2.187,2.898,0.0
1919,4.962,0.338,0.0
1920,5.514,0.338,0.0
1921,5.932,0.338,0.0
1922,6.317,0.338,0.0
1923,6.607,0.338,0.0
1924,7.009,0.338,0.0
