,Qs,ElectricConsumption,SolarPVProduction
991,22.018,6.492,0.0
992,21.512,2.488,0.0
993,16.804,1.893,0.0
994,12.565,1.893,0.0
995,6.038,5.112,0.0
996,0.0,10.603,0.0
997,3.042,4.706,0.0
998,7.104,1.893,0.0
999,9.223,1.893,0.0
1000,8.488,5.112,0.0
1001,8.867,10.819,0.0
1002,12.384,8.439,0.0
1003,13.736,7.465,0.0
1004,15.222,6.492,0.0
1005,14.056,8.114,0.0
1006,14.89,8.114,0.0
1007,21.571,0.947,0.0
1008,22.235,0.947,0.0
1009,22.961,0.947,0.0
1010,23.735,0.947,0.0
1011,24.175,0.947,0.0
1012,24.495,0.947,0.0
1013,24.775,0.947,0.0
1014,19.858,7.573,0.0
1015,21.178,6.492,0.0
1016,20.301,2.488,0.0
1017,14.199,1.893,0.0
1018,12.139,1.893,0.0
1019,6.159,5.112,0.0
1020,0.0,10.603,0.0
1021,2.979,4.706,0.0
1022,7.596,1.893,0.0
1023,9.731,1.893,0.0
1024,15.516,5.112,0.0
1025,11.548,10.819,0.0
1026,14.382,8.439,0.0
1027,15.285,7.465,0.0
1028,16.169,6.492,0.0
1029,14.147,8.114,0.0
1030,14.356,8.114,0.0
1031,20.49,0.947,0.0
1032,20.791,0.947,0.0
1033,20.422,0.947,0.0
1034,20.21,0.947,0.0
1035,19.961,0.947,0.0
1036,19.838,0.947,0.0
1037,19.695,0.947,0.0
1038,14.585,7.573,0.0
1039,15.853,6.492,0.0
1040,17.358,2.488,0.0
1041,14.309,1.893,0.0
1042,12.045,1.893,0.0
1043,6.317,5.112,0.0
1044,0.0,10.603,0.0
1045,5.264,4.706,0.0
1046,9.469,1.893,0.0
1047,10.603,1.893,0.0
1048,10.396,5.112,0.0
1049,9.956,10.819,0.0
1050,11.767,8.439,0.0
1051,12.3,7.465,0.0
1052,13.427,6.492,0.0
1053,12.304,8.114,0.0
1054,12.019,8.114,0.0
1055,18.508,0.947,0.0
1056,20.213,0.947,0.0
1057,22.269,0.947,0.0
1058,24.413,0.947,0.0
1059,25.559,0.947,0.0
1060,26.837,0.947,0.0
1061,27.707,0.947,0.0
1062,23.54,7.573,0.0
1063,25.253,6.492,0.0
1064,25.308,2.488,0.0
1065,20.852,1.893,0.0
1066,18.865,1.893,0.0
1067,13.364,5.112,0.0
1068,7.242,10.603,0.0
1069,11.97,4.706,0.0
1070,16.552,1.893,0.0
1071,19.98,1.893,0.0
1072,19.53,5.112,0.0
1073,18.71,10.819,0.0
1074,23.311,8.439,0.0
1075,25.019,7.465,0.0
1076,26.625,6.492,0.0
1077,24.425,8.114,0.0
1078,24.442,8.114,0.0
1079,30.711,0.947,0.0
1080,30.563,0.947,0.0
1081,30.659,0.947,0.0
1082,30.775,0.947,0.0
1083,30.844,0.947,0.0
1084,31.284,0.947,0.0
1085,31.348,0.947,0.0
1086,26.209,7.573,0.0
1087,27.473,6.492,0.0
1088,26.633,2.488,0.0
1089,21.31,1.893,0.0
1090,16.296,1.893,0.0
1091,9.23,5.112,0.0
1092,2.624,10.603,0.0
1093,6.809,4.706,0.0
1094,10.485,1.893,0.0
1095,12.529,1.893,0.0
1096,12.218,5.112,0.0
1097,14.669,10.819,0.0
1098,17.952,8.439,0.0
1099,19.011,7.465,0.0
1100,20.137,6.492,0.0
1101,18.691,8.114,0.0
1102,19.035,8.114,0.0
1103,25.464,0.947,0.0
1104,25.647,0.947,0.0
1105,25.677,0.947,0.0
1106,25.874,0.947,0.0
1107,25.968,0.947,0.0
1108,26.16,0.947,0.0
1109,26.22,0.947,0.0
1110,21.117,7.573,0.0
1111,22.416,6.492,0.0
1112,20.934,2.488,0.0
1113,15.012,1.893,0.0
1114,10.248,1.893,0.0
1115,2.661,5.112,0.0
1116,0.0,10.603,0.0
1117,0.0,4.706,0.0
1118,1.918,1.893,0.0
1119,4.736,1.893,0.0
1120,5.637,5.112,0.0
1121,5.337,10.819,0.0
1122,9.145,8.439,0.0
1123,10.629,7.465,0.0
1124,12.145,6.492,0.0
1125,10.711,8.114,0.0
1126,11.104,8.114,0.0
1127,17.903,0.947,0.0
1128,18.541,0.947,0.0
1129,19.34,0.947,0.0
1130,19.971,0.947,0.0
1131,20.287,0.947,0.0
1132,20.844,0.947,0.0
1133,20.974,0.947,0.0
1134,16.155,7.573,0.0
1135,17.499,6.492,0.0
1136,14.295,2.488,0.0
1137,9.469,1.893,0.0
1138,7.013,1.893,0.0
1139,0.654,5.112,0.0
1140,0.0,10.603,0.0
1141,0.0,4.706,0.0
1142,0.0,1.893,0.0
1143,3.674,1.893,0.0
1144,3.211,5.112,0.0
1145,5.622,10.819,0.0
1146,9.306,8.439,0.0
1147,10.972,7.465,0.0
1148,12.707,6.492,0.0
1149,11.861,8.114,0.0
1150,12.834,8.114,0.0
1151,19.969,0.947,0.0
1152,20.95,0.947,0.0
1153,22.109,0.947,0.0
1154,23.202,0.947,0.0
1155,23.805,0.947,0.0
1156,24.346,0.947,0.0
1157,24.739,0.947,0.0
1158,20.045,7.573,0.0
1159,21.502,6.492,0.0
1160,20.164,2.488,0.0
1161,14.459,1.893,0.0
1162,10.498,1.893,0.0
1163,2.949,5.112,0.0
1164,0.0,10.603,0.0
1165,0.279,4.706,0.0
1166,3.082,1.893,0.0
1167,5.63,1.893,0.0
1168,6.811,5.112,0.0
1169,6.504,10.819,0.0
1170,10.991,8.439,0.0
1171,12.666,7.465,0.0
1172,14.288,6.492,0.0
1173,13.431,8.114,0.0
1174,14.242,8.114,0.0
1175,21.117,0.947,0.0
1176,21.625,0.947,0.0
1177,22.322,0.947,0.0
1178,22.869,0.947,0.0
1179,23.019,0.947,0.0
1180,23.393,0.947,0.0
1181,23.436,0.947,0.0
1182,18.543,7.573,0.0
1183,19.725,6.492,0.0
1184,18.0,2.488,0.0
1185,12.575,1.893,0.0
1186,8.017,1.893,0.0
1187,0.777,5.112,0.0
1188,0.0,10.603,0.0
1189,0.0,4.706,0.0
1190,0.0,1.893,0.0
1191,2.495,1.893,0.0
1192,3.819,5.112,0.0
1193,4.287,10.819,0.0
1194,8.769,8.439,0.0
1195,10.306,7.465,0.0
1196,11.909,6.492,0.0
1197,11.001,8.114,0.0
1198,11.747,8.114,0.0
1199,18.706,0.947,0.0
1200,19.476,0.947,0.0
1201,20.287,0.947,0.0
1202,21.048,0.947,0.0
1203,21.469,0.947,0.0
1204,22.081,0.947,0.0
1205,22.321,0.947,0.0
1206,17.422,7.573,0.0
1207,18.645,6.492,0.0
1208,17.256,2.488,0.0
1209,10.518,1.893,0.0
1210,6.661,1.893,0.0
1211,0.0,5.112,0.0
1212,0.0,10.603,0.0
1213,0.0,4.706,0.0
1214,0.0,1.893,0.0
1215,0.218,1.893,0.0
1216,2.355,5.112,0.0
1217,2.194,10.819,0.0
1218,6.696,8.439,0.0
1219,8.272,7.465,0.0
1220,9.985,6.492,0.0
1221,9.083,8.114,0.0
1222,9.797,8.114,0.0
1223,16.658,0.947,0.0
1224,17.213,0.947,0.0
1225,17.703,0.947,0.0
1226,18.192,0.947,0.0
1227,18.447,0.947,0.0
1228,18.652,0.947,0.0
1229,18.874,0.947,0.0
1230,14.104,7.573,0.0
1231,15.09,6.492,0.0
1232,13.294,2.488,0.0
1233,7.523,1.893,0.0
1234,2.769,1.893,0.0
1235,0.0,5.112,0.0
1236,0.0,10.603,0.0
1237,0.0,4.706,0.0
1238,0.0,1.893,0.0
1239,0.0,1.893,0.0
1240,0.0,5.112,0.0
1241,0.0,10.819,0.0
1242,3.543,8.439,0.0
1243,5.994,7.465,0.0
1244,7.397,6.492,0.0
1245,6.158,8.114,0.0
1246,6.644,8.114,0.0
1247,13.384,0.947,0.0
1248,13.906,0.947,0.0
1249,14.469,0.947,0.0
1250,14.872,0.947,0.0
1251,15.162,0.947,0.0
1252,15.37,0.947,0.0
1253,15.674,0.947,0.0
1254,10.715,7.573,0.0
1255,11.818,6.492,0.0
1256,12.94,2.488,0.0
1257,7.301,1.893,0.0
1258,2.407,1.893,0.0
1259,0.0,5.112,0.0
1260,0.0,10.603,0.0
1261,0.0,4.706,0.0
1262,0.0,1.893,0.0
1263,0.0,1.893,0.0
1264,0.0,5.112,0.0
1265,0.0,10.819,0.0
1266,0.875,8.439,0.0
1267,3.977,7.465,0.0
1268,5.852,6.492,0.0
1269,4.658,8.114,0.0
1270,5.454,8.114,0.0
1271,12.345,0.947,0.0
1272,13.068,0.947,0.0
1273,14.054,0.947,0.0
1274,14.758,0.947,0.0
1275,15.116,0.947,0.0
1276,15.527,0.947,0.0
1277,15.811,0.947,0.0
1278,11.162,7.573,0.0
1279,12.454,6.492,0.0
1280,13.11,2.488,0.0
1281,9.277,1.893,0.0
1282,4.035,1.893,0.0
1283,0.0,5.112,0.0
1284,0.0,10.603,0.0
1285,0.0,4.706,0.0
1286,1.61,1.893,0.0
1287,2.463,1.893,0.0
1288,4.157,5.112,0.0
1289,3.972,10.819,0.0
1290,7.887,8.439,0.0
1291,9.554,7.465,0.0
1292,11.007,6.492,0.0
1293,9.984,8.114,0.0
1294,10.808,8.114,0.0
1295,17.613,0.947,0.0
1296,18.199,0.947,0.0
1297,18.698,0.947,0.0
1298,19.249,0.947,0.0
1299,19.63,0.947,0.0
1300,19.822,0.947,0.0
1301,20.125,0.947,0.0
1302,15.099,7.573,0.0
1303,15.87,6.492,0.0
1304,13.618,2.488,0.0
1305,8.19,1.893,0.0
1306,3.781,1.893,0.0
1307,0.0,5.112,0.0
1308,0.0,10.603,0.0
1309,0.0,4.706,0.0
1310,0.0,1.893,0.0
1311,0.0,1.893,0.0
1312,0.0,5.112,0.0
1313,0.0,10.819,0.0
1314,4.059,8.439,0.0
1315,6.727,7.465,0.0
1316,8.49,6.492,0.0
1317,7.407,8.114,0.0
1318,8.484,8.114,0.0
1319,15.547,0.947,0.0
1320,16.506,0.947,0.0
1321,17.392,0.947,0.0
1322,18.252,0.947,0.0
1323,18.629,0.947,0.0
1324,19.249,0.947,0.0
1325,19.69,0.947,0.0
1326,15.187,7.573,0.0
1327,15.883,6.492,0.0
1328,14.01,2.488,0.0
1329,7.889,1.893,0.0
1330,3.899,1.893,0.0
1331,0.0,5.112,0.0
1332,0.0,10.603,0.0
1333,0.0,4.706,0.0
1334,0.0,1.893,0.0
1335,0.0,1.893,0.0
1336,0.0,5.112,0.0
1337,0.0,10.819,0.0
1338,4.927,8.439,0.0
1339,7.898,7.465,0.0
1340,9.749,6.492,0.0
1341,8.976,8.114,0.0
1342,10.082,8.114,0.0
1343,17.239,0.947,0.0
1344,18.257,0.947,0.0
1345,19.104,0.947,0.0
1346,20.049,0.947,0.0
1347,20.467,0.947,0.0
1348,21.15,0.947,0.0
1349,21.655,0.947,0.0
1350,16.877,7.573,0.0
1351,17.557,6.492,0.0
1352,14.832,2.488,0.0
1353,9.031,1.893,0.0
1354,4.797,1.893,0.0
1355,0.0,5.112,0.0
1356,0.0,10.603,0.0
1357,0.0,4.706,0.0
1358,0.0,1.893,0.0
1359,0.0,1.893,0.0
1360,0.0,5.112,0.0
1361,0.0,10.819,0.0
1362,5.585,8.439,0.0
1363,8.467,7.465,0.0
1364,10.298,6.492,0.0
1365,9.072,8.114,0.0
1366,10.16,8.114,0.0
1367,17.089,0.947,0.0
1368,17.67,0.947,0.0
1369,18.333,0.947,0.0
1370,18.791,0.947,0.0
1371,19.297,0.947,0.0
1372,19.484,0.947,0.0
1373,19.786,0.947,0.0
1374,14.925,7.573,0.0
1375,15.574,6.492,0.0
1376,12.633,2.488,0.0
1377,7.115,1.893,0.0
1378,2.548,1.893,0.0
1379,0.0,5.112,0.0
1380,0.0,10.603,0.0
1381,0.0,4.706,0.0
1382,0.0,1.893,0.0
1383,0.0,1.893,0.0
1384,0.0,5.112,0.0
1385,0.0,10.819,0.0
1386,2.305,8.439,0.0
1387,5.467,7.465,0.0
1388,7.183,6.492,0.0
1389,6.085,8.114,0.0
1390,6.705,8.114,0.0
1391,13.771,0.947,0.0
1392,14.41,0.947,0.0
1393,15.105,0.947,0.0
1394,15.721,0.947,0.0
1395,16.058,0.947,0.0
1396,16.677,0.947,0.0
1397,16.977,0.947,0.0
1398,12.034,7.573,0.0
1399,12.594,6.492,0.0
1400,9.685,2.488,0.0
1401,3.381,1.893,0.0
1402,0.0,1.893,0.0
1403,0.0,5.112,0.0
1404,0.0,10.603,0.0
1405,0.0,4.706,0.0
1406,0.0,1.893,0.0
1407,0.0,1.893,0.0
1408,0.0,5.112,0.0
1409,0.0,10.819,0.0
1410,0.0,8.439,0.0
1411,2.105,7.465,0.0
1412,4.567,6.492,0.0
1413,3.634,8.114,0.0
1414,4.531,8.114,0.0
1415,11.621,0.947,0.0
1416,12.762,0.947,0.0
1417,13.801,0.947,0.0
1418,14.911,0.947,0.0
1419,15.603,0.947,0.0
1420,16.195,0.947,0.0
1421,16.622,0.947,0.0
1422,12.086,7.573,0.0
1423,12.525,6.492,0.0
1424,9.618,2.488,0.0
1425,5.453,1.893,0.0
1426,1.967,1.893,0.0
1427,0.0,5.112,0.0
1428,0.0,10.603,0.0
1429,0.0,4.706,0.0
1430,0.0,1.893,0.0
1431,0.0,1.893,0.0
1432,0.0,5.112,0.0
1433,0.0,10.819,0.0
1434,3.24,8.439,0.0
1435,6.626,7.465,0.0
1436,8.514,6.492,0.0
1437,7.535,8.114,0.0
1438,8.452,8.114,0.0
1439,15.585,0.947,0.0
1440,16.179,0.947,0.0
1441,16.802,0.947,0.0
1442,17.482,0.947,0.0
1443,17.845,0.947,0.0
1444,18.092,0.947,0.0
1445,18.411,0.947,0.0
1446,13.699,7.573,0.0
1447,13.693,6.492,0.0
1448,11.465,2.488,0.0
1449,5.697,1.893,0.0
1450,2.764,1.893,0.0
1451,0.0,5.112,0.0
1452,0.0,10.603,0.0
1453,0.0,4.706,0.0
1454,0.0,1.893,0.0
1455,0.0,1.893,0.0
1456,0.0,5.112,0.0
1457,0.0,10.819,0.0
1458,3.41,8.439,0.0
1459,6.853,7.465,0.0
1460,8.513,6.492,0.0
1461,7.754,8.114,0.0
1462,8.762,8.114,0.0
1463,15.715,0.947,0.0
1464,16.694,0.947,0.0
1465,17.673,0.947,0.0
1466,18.606,0.947,0.0
1467,19.226,0.947,0.0
1468,19.883,0.947,0.0
1469,20.258,0.947,0.0
1470,15.556,7.573,0.0
1471,15.477,6.492,0.0
1472,12.442,2.488,0.0
1473,7.141,1.893,0.0
1474,4.486,1.893,0.0
1475,0.0,5.112,0.0
1476,0.0,10.603,0.0
1477,0.0,4.706,0.0
1478,0.895,1.893,0.0
1479,2.107,1.893,0.0
1480,2.631,5.112,0.0
1481,3.932,10.819,0.0
1482,9.71,8.439,0.0
1483,11.328,7.465,0.0
1484,12.707,6.492,0.0
1485,11.475,8.114,0.0
1486,12.147,8.114,0.0
1487,18.842,0.947,0.0
1488,19.057,0.947,0.0
1489,19.411,0.947,0.0
1490,19.771,0.947,0.0
1491,19.832,0.947,0.0
1492,19.968,0.947,0.0
1493,20.037,0.947,0.0
1494,15.076,7.573,0.0
1495,16.126,6.492,0.0
1496,17.953,2.488,0.0
1497,8.475,1.893,0.0
1498,5.647,1.893,0.0
1499,1.031,5.112,0.0
1500,0.0,10.603,0.0
1501,0.0,4.706,0.0
1502,1.177,1.893,0.0
1503,10.731,1.893,0.0
1504,7.153,5.112,0.0
1505,6.899,10.819,0.0
1506,10.213,8.439,0.0
1507,11.678,7.465,0.0
1508,12.567,6.492,0.0
1509,10.803,8.114,0.0
1510,11.812,8.114,0.0
1511,17.606,0.947,0.0
1512,17.809,0.947,0.0
1513,18.34,0.947,0.0
1514,18.404,0.947,0.0
1515,18.661,0.947,0.0
1516,19.868,0.947,0.0
1517,19.334,0.947,0.0
1518,13.968,7.573,0.0
1519,13.272,6.492,0.0
1520,8.72,2.488,0.0
1521,11.913,1.893,0.0
1522,5.57,1.893,0.0
1523,2.01,5.112,0.0
1524,0.0,10.603,0.0
1525,0.0,4.706,0.0
1526,0.562,1.893,0.0
1527,3.414,1.893,0.0
1528,6.087,5.112,0.0
1529,0.553,10.819,0.0
1530,8.647,8.439,0.0
1531,9.827,7.465,0.0
1532,11.054,6.492,0.0
1533,9.599,8.114,0.0
1534,9.71,8.114,0.0
1535,16.172,0.947,0.0
1536,16.577,0.947,0.0
1537,17.118,0.947,0.0
1538,17.594,0.947,0.0
1539,17.875,0.947,0.0
1540,18.006,0.947,0.0
1541,18.291,0.947,0.0
1542,13.266,7.573,0.0
1543,13.583,6.492,0.0
1544,11.632,2.488,0.0
1545,5.178,1.893,0.0
1546,1.925,1.893,0.0
1547,0.0,5.112,0.0
1548,0.0,10.603,0.0
1549,0.0,4.706,0.0
1550,0.0,1.893,0.0
1551,0.0,1.893,0.0
1552,0.0,5.112,0.0
1553,0.0,10.819,0.0
1554,5.129,8.439,0.0
1555,7.616,7.465,0.0
1556,9.2,6.492,0.0
1557,8.109,8.114,0.0
1558,8.864,8.114,0.0
1559,15.798,0.947,0.0
1560,16.681,0.947,0.0
1561,17.493,0.947,0.0
1562,18.209,0.947,0.0
1563,18.763,0.947,0.0
1564,19.159,0.947,0.0
1565,19.474,0.947,0.0
1566,14.759,7.573,0.0
1567,14.25,6.492,0.0
1568,8.463,2.488,0.0
1569,5.605,1.893,0.0
1570,3.38,1.893,0.0
1571,0.0,5.112,0.0
1572,0.0,10.603,0.0
1573,0.0,4.706,0.0
1574,0.0,1.893,0.0
1575,0.0,1.893,0.0
1576,0.0,5.112,0.0
1577,0.0,10.819,0.0
1578,4.244,8.439,0.0
1579,7.623,7.465,0.0
1580,9.66,6.492,0.0
1581,9.108,8.114,0.0
1582,10.317,8.114,0.0
1583,17.707,0.947,0.0
1584,18.552,0.947,0.0
1585,19.961,0.947,0.0
1586,21.293,0.947,0.0
1587,22.195,0.947,0.0
1588,23.008,0.947,0.0
1589,23.796,0.947,0.0
1590,19.274,7.573,0.0
1591,18.929,6.492,0.0
1592,14.882,2.488,0.0
1593,11.665,1.893,0.0
1594,8.897,1.893,0.0
1595,0.423,5.112,0.0
1596,0.0,10.603,0.0
1597,0.0,4.706,0.0
1598,4.777,1.893,0.0
1599,6.77,1.893,0.0
1600,7.256,5.112,0.0
1601,3.149,10.819,0.0
1602,13.435,8.439,0.0
1603,15.569,7.465,0.0
1604,17.271,6.492,0.0
1605,16.529,8.114,0.0
1606,17.486,8.114,0.0
1607,24.768,0.947,0.0
1608,24.78,0.947,0.0
1609,24.812,0.947,0.0
1610,24.834,0.947,0.0
1611,25.05,0.947,0.0
1612,25.021,0.947,0.0
1613,25.179,0.947,0.0
1614,20.136,7.573,0.0
1615,19.231,6.492,0.0
1616,14.107,2.488,0.0
1617,10.947,1.893,0.0
1618,6.929,1.893,0.0
1619,0.0,5.112,0.0
1620,0.0,10.603,0.0
1621,0.0,4.706,0.0
1622,0.0,1.893,0.0
1623,2.645,1.893,0.0
1624,2.306,5.112,0.0
1625,0.0,10.819,0.0
1626,9.021,8.439,0.0
1627,11.482,7.465,0.0
1628,12.761,6.492,0.0
1629,11.509,8.114,0.0
1630,12.255,8.114,0.0
1631,19.077,0.947,0.0
1632,19.819,0.947,0.0
1633,20.565,0.947,0.0
1634,21.244,0.947,0.0
1635,21.818,0.947,0.0
1636,22.287,0.947,0.0
1637,22.547,0.947,0.0
1638,17.673,7.573,0.0
1639,16.681,6.492,0.0
1640,12.418,2.488,0.0
1641,8.666,1.893,0.0
1642,4.719,1.893,0.0
1643,0.0,5.112,0.0
1644,0.0,10.603,0.0
1645,0.0,4.706,0.0
1646,0.0,1.893,0.0
1647,0.0,1.893,0.0
1648,0.0,5.112,0.0
1649,0.0,10.819,0.0
1650,5.468,8.439,0.0
1651,8.138,7.465,0.0
1652,9.617,6.492,0.0
1653,8.373,8.114,0.0
1654,9.063,8.114,0.0
1655,15.703,0.947,0.0
1656,16.248,0.947,0.0
1657,16.656,0.947,0.0
1658,17.036,0.947,0.0
1659,17.347,0.947,0.0
1660,17.594,0.947,0.0
1661,17.762,0.947,0.0
1662,12.663,7.573,0.0
1663,12.827,6.492,0.0
1664,6.671,2.488,0.0
1665,4.149,1.893,0.0
1666,1.462,1.893,0.0
1667,0.0,5.112,0.0
1668,0.0,10.603,0.0
1669,0.0,4.706,0.0
1670,0.0,1.893,0.0
1671,0.0,1.893,0.0
1672,0.0,5.112,0.0
1673,0.0,10.819,0.0
1674,1.952,8.439,0.0
1675,6.365,7.465,0.0
1676,8.136,6.492,0.0
1677,7.154,8.114,0.0
1678,8.061,8.114,0.0
1679,15.086,0.947,0.0
1680,15.929,0.947,0.0
1681,16.872,0.947,0.0
1682,17.688,0.947,0.0
1683,18.227,0.947,0.0
1684,18.7,0.947,0.0
1685,19.128,0.947,0.0
1686,14.092,7.573,0.0
1687,11.987,6.492,0.0
1688,8.844,2.488,0.0
1689,4.935,1.893,0.0
1690,2.228,1.893,0.0
1691,0.0,5.112,0.0
1692,0.0,10.603,0.0
1693,0.0,4.706,0.0
1694,0.0,1.893,0.0
1695,0.0,1.893,0.0
1696,0.0,5.112,0.0
1697,0.0,10.819,0.0
1698,2.977,8.439,0.0
1699,6.856,7.465,0.0
1700,8.457,6.492,0.0
1701,7.363,8.114,0.0
1702,7.98,8.114,0.0
1703,14.905,0.947,0.0
1704,15.356,0.947,0.0
1705,15.842,0.947,0.0
1706,16.34,0.947,0.0
1707,16.674,0.947,0.0
1708,16.877,0.947,0.0
1709,17.124,0.947,0.0
1710,12.059,7.573,0.0
1711,9.561,6.492,0.0
1712,6.515,2.488,0.0
1713,2.863,1.893,0.0
1714,0.278,1.893,0.0
1715,0.0,5.112,0.0
1716,0.0,10.603,0.0
1717,0.0,4.706,0.0
1718,0.0,1.893,0.0
1719,0.0,1.893,0.0
1720,0.0,5.112,0.0
1721,0.0,10.819,0.0
1722,0.486,8.439,0.0
1723,4.962,7.465,0.0
1724,6.75,6.492,0.0
1725,5.488,8.114,0.0
1726,6.338,8.114,0.0
1727,13.272,0.947,0.0
1728,14.179,0.947,0.0
1729,14.916,0.947,0.0
1730,15.712,0.947,0.0
1731,16.305,0.947,0.0
1732,16.835,0.947,0.0
1733,17.188,0.947,0.0
1734,12.164,7.573,0.0
1735,8.744,6.492,0.0
1736,6.329,2.488,0.0
1737,3.681,1.893,0.0
1738,0.917,1.893,0.0
1739,0.0,5.112,0.0
1740,0.0,10.603,0.0
1741,0.0,4.706,0.0
1742,0.0,1.893,0.0
1743,0.0,1.893,0.0
1744,0.0,5.112,0.0
1745,0.0,10.819,0.0
1746,0.0,8.439,0.0
1747,2.959,7.465,0.0
1748,5.451,6.492,0.0
1749,4.47,8.114,0.0
1750,5.695,8.114,0.0
1751,12.643,0.947,0.0
1752,13.713,0.947,0.0
1753,14.675,0.947,0.0
1754,15.515,0.947,0.0
1755,16.052,0.947,0.0
1756,16.725,0.947,0.0
1757,17.214,0.947,0.0
1758,12.121,7.573,0.0
1759,9.523,6.492,0.0
1760,7.231,2.488,0.0
1761,3.854,1.893,0.0
1762,0.336,1.893,0.0
1763,0.0,5.112,0.0
1764,0.0,10.603,0.0
1765,0.0,4.706,0.0
1766,0.0,1.893,0.0
1767,0.0,1.893,0.0
1768,0.0,5.112,0.0
1769,0.0,10.819,0.0
1770,0.0,8.439,0.0
1771,1.401,7.465,0.0
1772,3.983,6.492,0.0
1773,3.024,8.114,0.0
1774,3.931,8.114,0.0
1775,10.969,0.947,0.0
1776,11.475,0.947,0.0
1777,12.175,0.947,0.0
1778,12.811,0.947,0.0
1779,13.156,0.947,0.0
1780,13.592,0.947,0.0
1781,13.89,0.947,0.0
1782,8.769,7.573,0.0
1783,6.133,6.492,0.0
1784,1.969,2.488,0.0
1785,0.0,1.893,0.0
1786,0.0,1.893,0.0
1787,0.0,5.112,0.0
1788,0.0,10.603,0.0
1789,0.0,4.706,0.0
1790,0.0,1.893,0.0
1791,0.0,1.893,0.0
1792,0.0,5.112,0.0
1793,0.0,10.819,0.0
1794,0.0,8.439,0.0
1795,1.324,7.465,0.0
1796,3.11,6.492,0.0
1797,1.407,8.114,0.0
1798,1.662,8.114,0.0
1799,7.911,0.947,0.0
1800,8.26,0.947,0.0
1801,7.681,0.947,0.0
1802,7.479,0.947,0.0
1803,7.55,0.947,0.0
1804,7.371,0.947,0.0
1805,7.302,0.947,0.0
1806,1.915,7.573,0.0
1807,0.0,6.492,0.0
1808,0.0,2.488,0.0
1809,0.0,1.893,0.0
1810,0.0,1.893,0.0
1811,0.0,5.112,0.0
1812,0.0,10.603,0.0
1813,0.0,4.706,0.0
1814,0.0,1.893,0.0
1815,0.0,1.893,0.0
1816,0.0,5.112,0.0
1817,0.0,10.819,0.0
1818,0.0,8.439,0.0
1819,0.0,7.465,0.0
1820,0.0,6.492,0.0
1821,0.0,8.114,0.0
1822,0.0,8.114,0.0
1823,3.625,0.947,0.0
1824,6.658,0.947,0.0
1825,8.259,0.947,0.0
1826,9.982,0.947,0.0
1827,10.942,0.947,0.0
1828,11.946,0.947,0.0
1829,12.683,0.947,0.0
1830,7.615,7.573,0.0
1831,4.569,6.492,0.0
1832,2.494,2.488,0.0
1833,0.0,1.893,0.0
1834,0.0,1.893,0.0
1835,0.0,5.112,0.0
1836,0.0,10.603,0.0
1837,0.0,4.706,0.0
1838,0.0,1.893,0.0
1839,0.0,1.893,0.0
1840,0.0,5.112,0.0
1841,0.0,10.819,0.0
1842,0.0,8.439,0.0
1843,0.0,7.465,0.0
1844,1.584,6.492,0.0
1845,1.918,8.114,0.0
1846,3.405,8.114,0.0
1847,11.123,0.947,0.0
1848,12.211,0.947,0.0
1849,13.281,0.947,0.0
1850,14.423,0.947,0.0
1851,14.956,0.947,0.0
1852,15.747,0.947,0.0
1853,16.118,0.947,0.0
1854,11.013,7.573,0.0
1855,7.585,6.492,0.0
1856,4.186,2.488,0.0
1857,0.112,1.893,0.0
1858,0.0,1.893,0.0
1859,0.0,5.112,0.0
1860,0.0,10.603,0.0
1861,0.0,4.706,0.0
1862,0.0,1.893,0.0
1863,0.0,1.893,0.0
1864,0.0,5.112,0.0
1865,0.0,10.819,0.0
1866,0.0,8.439,0.0
1867,0.0,7.465,0.0
1868,0.727,6.492,0.0
1869,1.314,8.114,0.0
1870,3.006,8.114,0.0
1871,10.895,0.947,0.0
1872,12.24,0.947,0.0
1873,13.558,0.947,0.0
1874,14.811,0.947,0.0
1875,15.654,0.947,0.0
1876,16.55,0.947,0.0
1877,17.222,0.947,0.0
1878,12.14,7.573,0.0
1879,8.66,6.492,0.0
1880,5.939,2.488,0.0
1881,2.354,1.893,0.0
1882,0.0,1.893,0.0
1883,0.0,5.112,0.0
1884,0.0,10.603,0.0
1885,0.0,4.706,0.0
1886,0.0,1.893,0.0
1887,0.0,1.893,0.0
1888,0.0,5.112,0.0
1889,0.0,10.819,0.0
1890,0.0,8.439,0.0
1891,1.596,7.465,0.0
1892,5.12,6.492,0.0
1893,4.625,8.114,0.0
1894,5.854,8.114,0.0
1895,13.274,0.947,0.0
1896,14.31,0.947,0.0
1897,15.345,0.947,0.0
1898,16.262,0.947,0.0
1899,16.903,0.947,0.0
1900,17.601,0.947,0.0
1901,17.989,0.947,0.0
1902,12.796,7.573,0.0
1903,9.103,6.492,0.0
1904,5.213,2.488,0.0
1905,1.629,1.893,0.0
1906,0.0,1.893,0.0
1907,0.0,5.112,0.0
1908,0.0,10.603,0.0
1909,0.0,4.706,0.0
1910,0.0,1.893,0.0
1911,0.0,1.893,0.0
1912,0.0,5.112,0.0
1913,0.0,10.819,0.0
1914,0.0,8.439,0.0
1915,0.0,7.465,0.0
1916,2.52,6.492,0.0
1917,1.97,8.114,0.0
1918,3.097,8.114,0.0
1919,10.332,0.947,0.0
1920,11.415,0.947,0.0
1921,12.343,0.947,0.0
1922,13.154,0.947,0.0
