,Qs,HeatStockTemperature,ElectricConsumption,SolarPVProduction
1897,18.289,60.0,0.27,0.0
1898,18.849,60.0,0.27,0.0
1899,19.198,60.0,0.27,0.0
1900,19.511,60.0,0.27,0.0
1901,19.825,60.0,0.27,0.0
1902,18.355,60.0,2.164,0.0
1903,15.426,60.0,1.855,1.072
1904,13.105,60.0,0.711,3.793
1905,10.146,60.0,0.541,5.132
1906,6.917,60.0,0.541,7.265
1907,5.205,60.0,1.461,8.268
1908,1.515,60.0,3.029,8.777
1909,2.787,60.0,1.345,7.927
1910,3.508,60.0,0.541,7.264
1911,5.546,60.0,0.541,6.007
1912,5.589,60.0,1.461,4.218
1913,6.709,60.0,3.091,2.194
1914,11.034,60.0,2.411,0.034
1915,11.785,60.0,2.133,0.0
1916,12.515,60.0,1.855,0.0
1917,12.299,60.0,2.318,0.0
1918,12.59,60.0,2.318,0.0
1919,14.828,60.0,0.27,0.0
1920,15.051,60.0,0.27,0.0
1921,15.285,60.0,0.27,0.0
1922,15.567,60.0,0.27,0.0
1923,15.628,60.0,0.27,0.0
1924,15.637,60.0,0.27,0.0
1925,15.827,60.0,0.27,0.0
1926,14.27,60.0,2.164,0.0
1927,11.411,60.0,1.855,0.981
1928,7.829,60.0,0.711,4.734
1929,4.347,60.0,0.541,6.993
1930,1.746,60.0,0.541,9.751
1931,0.243,60.0,1.461,9.806
1932,0.0,19.3,3.029,5.89
1933,3.85,60.0,1.345,1.946
1934,6.355,60.0,0.541,1.654
1935,7.464,60.0,0.541,1.391
1936,8.449,60.0,1.461,0.724
1937,6.745,60.0,3.091,1.019
1938,9.577,60.0,2.411,0.119
1939,10.276,60.0,2.133,0.0
1940,10.731,60.0,1.855,0.0
1941,10.334,60.0,2.318,0.0
1942,10.637,60.0,2.318,0.0
1943,12.656,60.0,0.27,0.0
1944,13.109,60.0,0.27,0.0
1945,14.271,60.0,0.27,0.0
1946,14.44,60.0,0.27,0.0
1947,14.645,60.0,0.27,0.0
1948,14.948,60.0,0.27,0.0
1949,15.163,60.0,0.27,0.0
1950,13.811,60.0,2.164,0.0
1951,12.521,60.0,1.855,0.698
1952,11.52,60.0,0.711,1.659
1953,8.847,60.0,0.541,2.711
1954,7.509,60.0,0.541,3.37
1955,5.544,60.0,1.461,3.918
1956,2.696,60.0,3.029,4.01
1957,4.613,60.0,1.345,4.004
1958,6.002,60.0,0.541,3.585
1959,7.194,60.0,0.541,2.889
1960,8.11,60.0,1.461,1.881
1961,8.317,60.0,3.091,0.919
1962,11.048,60.0,2.411,0.051
1963,11.702,60.0,2.133,0.0
1964,12.446,60.0,1.855,0.0
1965,11.964,60.0,2.318,0.0
1966,12.262,60.0,2.318,0.0
1967,14.376,60.0,0.27,0.0
1968,14.454,60.0,0.27,0.0
1969,14.47,60.0,0.27,0.0
1970,14.667,60.0,0.27,0.0
1971,14.691,60.0,0.27,0.0
1972,14.608,60.0,0.27,0.0
1973,14.613,60.0,0.27,0.0
1974,13.116,60.0,2.164,0.017
1975,12.519,60.0,1.855,0.391
1976,11.008,60.0,0.711,1.454
1977,9.246,60.0,0.541,2.17
1978,7.306,60.0,0.541,2.947
1979,5.727,60.0,1.461,2.921
1980,3.31,60.0,3.029,3.173
1981,5.357,60.0,1.345,2.964
1982,6.676,60.0,0.541,2.629
1983,6.58,60.0,0.541,2.765
1984,7.572,60.0,1.461,1.603
1985,8.444,60.0,3.091,0.781
1986,9.635,60.0,2.411,0.102
1987,10.702,60.0,2.133,0.0
1988,11.563,60.0,1.855,0.0
1989,11.665,60.0,2.318,0.0
1990,12.188,60.0,2.318,0.0
1991,14.721,60.0,0.27,0.0
1992,15.745,60.0,0.27,0.0
1993,16.965,60.0,0.27,0.0
1994,17.973,60.0,0.27,0.0
1995,18.665,60.0,0.27,0.0
1996,19.397,60.0,0.27,0.0
1997,20.038,60.0,0.27,0.0
1998,18.459,60.0,2.164,0.052
1999,15.367,60.0,1.855,0.74
2000,11.291,60.0,0.711,5.525
2001,8.014,60.0,0.541,7.067
2002,4.574,60.0,0.541,9.549
2003,0.488,60.0,1.461,11.102
2004,0.0,19.3,3.029,11.604
2005,0.0,18.0,1.345,11.025
2006,0.0,18.0,0.541,9.643
2007,0.48,60.0,0.541,8.135
2008,1.004,60.0,1.461,6.927
2009,2.09,60.0,3.091,4.225
2010,8.245,60.0,2.411,0.245
2011,10.144,60.0,2.133,0.0
2012,11.479,60.0,1.855,0.0
2013,11.947,60.0,2.318,0.0
2014,13.069,60.0,2.318,0.0
2015,15.984,60.0,0.27,0.0
2016,16.698,60.0,0.27,0.0
2017,17.503,60.0,0.27,0.0
2018,18.31,60.0,0.27,0.0
2019,18.83,60.0,0.27,0.0
2020,19.221,60.0,0.27,0.0
2021,19.546,60.0,0.27,0.0
2022,18.001,60.0,2.164,0.069
2023,13.88,60.0,1.855,2.983
2024,12.63,60.0,0.711,4.347
2025,10.09,60.0,0.541,6.041
2026,7.132,60.0,0.541,7.932
2027,3.798,60.0,1.461,9.581
2028,1.982,60.0,3.029,9.52
2029,3.268,60.0,1.345,8.642
2030,2.285,60.0,0.541,9.081
2031,3.311,60.0,0.541,7.469
2032,4.163,60.0,1.461,4.839
2033,4.653,60.0,3.091,3.315
2034,10.162,60.0,2.411,0.246
2035,11.051,60.0,2.133,0.0
2036,11.674,60.0,1.855,0.0
2037,11.096,60.0,2.318,0.0
2038,11.343,60.0,2.318,0.0
2039,13.45,60.0,0.27,0.0
2040,13.265,60.0,0.27,0.0
2041,13.089,60.0,0.27,0.0
2042,12.881,60.0,0.27,0.0
2043,12.788,60.0,0.27,0.0
2044,12.722,60.0,0.27,0.0
2045,12.898,60.0,0.27,0.0
2046,11.005,60.0,2.164,0.034
2047,9.822,60.0,1.855,0.846
2048,7.953,60.0,0.711,1.71
2049,5.669,60.0,0.541,2.548
2050,4.057,60.0,0.541,3.123
2051,1.445,60.0,1.461,3.548
2052,0.0,19.3,3.029,3.707
2053,0.351,60.0,1.345,3.611
2054,1.795,60.0,0.541,3.284
2055,2.827,60.0,0.541,2.628
2056,3.244,60.0,1.461,1.89
2057,4.017,60.0,3.091,0.839
2058,6.715,60.0,2.411,0.05
2059,7.458,60.0,2.133,0.0
2060,8.196,60.0,1.855,0.0
2061,8.0,60.0,2.318,0.0
2062,8.311,60.0,2.318,0.0
2063,10.516,60.0,0.27,0.0
2064,10.981,60.0,0.27,0.0
2065,11.586,60.0,0.27,0.0
2066,12.093,60.0,0.27,0.0
2067,12.405,60.0,0.27,0.0
2068,12.721,60.0,0.27,0.0
2069,12.928,60.0,0.27,0.0
2070,11.441,60.0,2.164,0.017
2071,9.682,60.0,1.855,0.93
2072,7.465,60.0,0.711,2.2
2073,4.403,60.0,0.541,3.67
2074,2.743,60.0,0.541,4.01
2075,1.51,60.0,1.461,4.852
2076,0.375,60.0,3.029,5.364
2077,1.415,60.0,1.345,4.8
2078,1.949,60.0,0.541,4.512
2079,1.903,60.0,0.541,3.347
2080,2.626,60.0,1.461,2.621
2081,4.185,60.0,3.091,1.372
2082,7.301,60.0,2.411,0.119
2083,8.355,60.0,2.133,0.0
2084,9.204,60.0,1.855,0.0
2085,9.305,60.0,2.318,0.0
2086,10.008,60.0,2.318,0.0
2087,12.429,60.0,0.27,0.0
2088,12.998,60.0,0.27,0.0
2089,13.511,60.0,0.27,0.0
2090,14.116,60.0,0.27,0.0
2091,14.446,60.0,0.27,0.0
2092,14.759,60.0,0.27,0.0
2093,14.96,60.0,0.27,0.0
2094,13.286,60.0,2.164,0.068
2095,11.243,60.0,1.855,1.071
2096,8.502,60.0,0.711,2.774
2097,6.91,60.0,0.541,4.132
2098,5.391,60.0,0.541,5.405
2099,4.096,60.0,1.461,6.142
2100,0.308,60.0,3.029,6.26
2101,1.63,60.0,1.345,5.979
2102,2.38,60.0,0.541,5.436
2103,3.219,60.0,0.541,4.105
2104,3.54,60.0,1.461,3.224
2105,2.955,60.0,3.091,1.742
2106,8.271,60.0,2.411,0.068
2107,9.438,60.0,2.133,0.0
2108,10.392,60.0,1.855,0.0
2109,10.682,60.0,2.318,0.0
2110,11.4,60.0,2.318,0.0
2111,13.923,60.0,0.27,0.0
2112,14.486,60.0,0.27,0.0
2113,15.196,60.0,0.27,0.0
2114,16.023,60.0,0.27,0.0
2115,16.29,60.0,0.27,0.0
2116,16.736,60.0,0.27,0.0
2117,16.998,60.0,0.27,0.0
2118,15.292,60.0,2.164,0.086
2119,11.136,60.0,1.855,2.883
2120,8.008,60.0,0.711,5.05
2121,4.874,60.0,0.541,6.9
2122,1.503,60.0,0.541,9.028
2123,0.0,19.3,1.461,10.039
2124,0.0,18.0,3.029,10.118
2125,0.0,18.0,1.345,9.554
2126,0.0,18.0,0.541,8.682
2127,0.0,18.0,0.541,7.526
2128,0.0,18.0,1.461,6.28
2129,0.355,60.0,3.091,3.867
2130,5.503,60.0,2.411,0.385
2131,7.352,60.0,2.133,0.0
2132,8.465,60.0,1.855,0.0
2133,8.564,60.0,2.318,0.0
2134,9.458,60.0,2.318,0.0
2135,12.109,60.0,0.27,0.0
2136,12.68,60.0,0.27,0.0
2137,13.405,60.0,0.27,0.0
2138,14.038,60.0,0.27,0.0
2139,14.363,60.0,0.27,0.0
2140,14.699,60.0,0.27,0.0
2141,14.911,60.0,0.27,0.0
2142,13.188,60.0,2.164,0.085
2143,8.895,60.0,1.855,2.139
2144,7.008,60.0,0.711,4.134
2145,4.02,60.0,0.541,5.753
2146,0.85,60.0,0.541,7.728
2147,0.0,19.3,1.461,9.082
2148,0.0,18.0,3.029,10.377
2149,0.0,18.0,1.345,10.211
2150,0.0,18.0,0.541,9.159
2151,0.0,18.0,0.541,7.633
2152,0.0,18.0,1.461,6.353
2153,0.0,18.0,3.091,4.483
2154,3.404,60.0,2.411,0.0
2155,5.333,60.0,2.133,0.0
2156,6.811,60.0,1.855,0.0
2157,7.409,60.0,2.318,0.0
2158,8.599,60.0,2.318,0.0
2159,11.427,60.0,0.27,0.0
2160,12.623,60.0,0.27,0.0
2161,13.521,60.0,0.27,0.0
2162,14.728,60.0,0.27,0.0
2163,15.467,60.0,0.27,0.0
2164,16.093,60.0,0.27,0.0
2165,16.608,60.0,0.27,0.0
2166,15.025,60.0,2.164,0.086
2167,12.717,60.0,1.855,1.351
2168,10.95,60.0,0.711,2.617
2169,8.8,60.0,0.541,3.913
2170,7.761,60.0,0.541,4.322
2171,7.208,60.0,1.461,4.939
2172,6.691,60.0,3.029,4.993
2173,8.76,60.0,1.345,4.883
2174,9.012,60.0,0.541,4.105
2175,9.413,60.0,0.541,3.31
2176,10.836,60.0,1.461,1.985
2177,10.999,60.0,3.091,1.153
2178,14.012,60.0,2.411,0.086
2179,14.725,60.0,2.133,0.0
2180,15.294,60.0,1.855,0.0
2181,15.102,60.0,2.318,0.0
2182,15.327,60.0,2.318,0.0
2183,17.45,60.0,0.27,0.0
2184,17.341,60.0,0.27,0.0
2185,17.264,60.0,0.27,0.0
2186,16.801,60.0,0.27,0.0
2187,16.609,60.0,0.27,0.0
2188,16.714,60.0,0.27,0.0
2189,16.74,60.0,0.27,0.0
2190,14.911,60.0,2.164,0.052
2191,13.703,60.0,1.855,0.736
2192,13.731,60.0,0.711,1.16
2193,12.722,60.0,0.541,1.615
2194,11.09,60.0,0.541,2.337
2195,8.498,60.0,1.461,2.796
2196,6.141,60.0,3.029,3.052
2197,7.85,60.0,1.345,2.878
2198,9.935,60.0,0.541,2.131
2199,10.113,60.0,0.541,1.948
2200,9.803,60.0,1.461,1.427
2201,9.474,60.0,3.091,0.886
2202,11.627,60.0,2.411,0.155
2203,12.548,60.0,2.133,0.0
2204,13.6,60.0,1.855,0.0
2205,13.607,60.0,2.318,0.0
2206,14.22,60.0,2.318,0.0
2207,17.41,60.0,0.27,0.0
2208,16.568,60.0,0.27,0.0
2209,17.59,60.0,0.27,0.0
2210,18.733,60.0,0.27,0.0
2211,19.53,60.0,0.27,0.0
2212,20.152,60.0,0.27,0.0
2213,20.577,60.0,0.27,0.0
2214,19.142,60.0,2.164,0.052
2215,15.237,60.0,1.855,2.136
2216,13.48,60.0,0.711,4.631
2217,11.469,60.0,0.541,5.926
2218,7.605,60.0,0.541,9.01
2219,7.441,60.0,1.461,9.488
2220,5.28,60.0,3.029,9.709
2221,6.517,60.0,1.345,7.966
2222,6.041,60.0,0.541,7.884
2223,7.59,60.0,0.541,6.379
2224,7.689,60.0,1.461,4.566
2225,8.409,60.0,3.091,3.277
2226,14.554,60.0,2.411,0.0
2227,15.117,60.0,2.133,0.0
2228,15.673,60.0,1.855,0.0
2229,15.374,60.0,2.318,0.0
2230,15.779,60.0,2.318,0.0
2231,17.771,60.0,0.27,0.0
2232,17.579,60.0,0.27,0.0
2233,17.396,60.0,0.27,0.0
2234,17.215,60.0,0.27,0.0
2235,17.121,60.0,0.27,0.0
2236,16.948,60.0,0.27,0.0
2237,16.955,60.0,0.27,0.0
2238,14.573,60.0,2.164,0.261
2239,10.853,60.0,1.855,2.023
2240,8.024,60.0,0.711,4.713
2241,6.397,60.0,0.541,5.58
2242,3.415,60.0,0.541,7.472
2243,3.791,60.0,1.461,6.595
2244,0.501,60.0,3.029,7.806
2245,0.552,60.0,1.345,7.517
2246,2.555,60.0,0.541,4.738
2247,2.7,60.0,0.541,4.537
2248,1.242,60.0,1.461,5.482
2249,3.559,60.0,3.091,2.767
2250,8.568,60.0,2.411,0.102
2251,9.344,60.0,2.133,0.0
2252,9.893,60.0,1.855,0.0
2253,9.561,60.0,2.318,0.0
2254,9.881,60.0,2.318,0.0
2255,11.886,60.0,0.27,0.0
2256,12.262,60.0,0.27,0.0
2257,12.659,60.0,0.27,0.0
2258,13.069,60.0,0.27,0.0
2259,13.277,60.0,0.27,0.0
2260,13.602,60.0,0.27,0.0
2261,13.822,60.0,0.27,0.0
2262,11.594,60.0,2.164,0.241
2263,7.381,60.0,1.855,2.456
2264,4.053,60.0,0.711,5.17
2265,1.167,60.0,0.541,6.911
2266,0.0,19.3,0.541,8.975
2267,0.0,18.0,1.461,10.165
2268,0.0,18.0,3.029,9.918
2269,0.0,18.0,1.345,9.545
2270,0.0,18.0,0.541,8.681
2271,0.0,18.0,0.541,7.099
2272,0.0,18.0,1.461,5.522
2273,0.0,18.0,3.091,2.823
2274,0.942,60.0,2.411,0.867
2275,5.38,60.0,2.133,0.0
2276,6.63,60.0,1.855,0.0
2277,7.121,60.0,2.318,0.0
2278,8.136,60.0,2.318,0.0
2279,11.044,60.0,0.27,0.0
2280,11.638,60.0,0.27,0.0
2281,12.282,60.0,0.27,0.0
2282,12.881,60.0,0.27,0.0
2283,13.181,60.0,0.27,0.0
2284,13.527,60.0,0.27,0.0
2285,13.944,60.0,0.27,0.0
2286,11.946,60.0,2.164,0.188
2287,6.842,60.0,1.855,3.519
2288,5.036,60.0,0.711,5.096
2289,1.713,60.0,0.541,7.581
2290,0.334,60.0,0.541,9.267
2291,0.0,19.3,1.461,10.595
2292,0.0,18.0,3.029,8.631
2293,0.0,18.0,1.345,8.652
2294,0.0,18.0,0.541,9.098
2295,0.0,18.0,0.541,5.26
2296,0.0,18.0,1.461,2.994
2297,1.615,60.0,3.091,1.575
2298,6.167,60.0,2.411,0.101
2299,7.508,60.0,2.133,0.0
2300,7.902,60.0,1.855,0.0
2301,7.503,60.0,2.318,0.0
2302,7.619,60.0,2.318,0.0
2303,9.631,60.0,0.27,0.0
2304,9.517,60.0,0.27,0.0
2305,9.428,60.0,0.27,0.0
2306,9.434,60.0,0.27,0.0
2307,9.535,60.0,0.27,0.0
2308,9.931,60.0,0.27,0.0
2309,9.584,60.0,0.27,0.0
2310,7.687,60.0,2.164,0.067
2311,6.278,60.0,1.855,0.822
2312,5.215,60.0,0.711,1.733
2313,2.747,60.0,0.541,2.788
2314,0.892,60.0,0.541,3.505
2315,0.0,19.3,1.461,4.109
2316,0.0,18.0,3.029,4.255
2317,0.0,18.0,1.345,4.294
2318,0.0,18.0,0.541,3.98
2319,0.0,18.0,0.541,3.446
2320,0.0,18.0,1.461,2.566
2321,0.0,18.0,3.091,1.472
2322,2.933,60.0,2.411,0.443
2323,4.516,60.0,2.133,0.0
2324,5.073,60.0,1.855,0.0
2325,4.771,60.0,2.318,0.0
2326,5.072,60.0,2.318,0.0
2327,7.19,60.0,0.27,0.0
2328,7.553,60.0,0.27,0.0
2329,7.96,60.0,0.27,0.0
2330,8.367,60.0,0.27,0.0
2331,8.585,60.0,0.27,0.0
2332,8.796,60.0,0.27,0.0
2333,9.006,60.0,0.27,0.0
2334,7.307,60.0,2.164,0.084
2335,4.787,60.0,1.855,1.371
2336,3.289,60.0,0.711,2.512
2337,2.545,60.0,0.541,2.836
2338,0.829,60.0,0.541,3.571
2339,0.0,19.3,1.461,4.291
2340,0.0,18.0,3.029,4.25
2341,0.0,18.0,1.345,3.048
2342,0.642,60.0,0.541,2.979
2343,2.154,60.0,0.541,2.224
2344,3.144,60.0,1.461,1.4
2345,2.098,60.0,3.091,1.19
2346,5.095,60.0,2.411,0.135
2347,6.091,60.0,2.133,0.0
2348,6.653,60.0,1.855,0.0
2349,7.396,60.0,2.318,0.0
2350,7.191,60.0,2.318,0.0
2351,9.47,60.0,0.27,0.0
2352,9.849,60.0,0.27,0.0
2353,10.345,60.0,0.27,0.0
2354,10.76,60.0,0.27,0.0
2355,10.986,60.0,0.27,0.0
2356,11.291,60.0,0.27,0.0
2357,11.418,60.0,0.27,0.0
2358,9.712,60.0,2.164,0.085
2359,7.781,60.0,1.855,1.062
2360,6.002,60.0,0.711,2.331
2361,8.973,60.0,0.541,0.792
2362,7.122,60.0,0.541,1.777
2363,7.408,60.0,1.461,1.094
2364,0.913,60.0,3.029,6.211
2365,0.172,60.0,1.345,12.353
2366,0.635,60.0,0.541,8.25
2367,0.0,19.3,0.541,10.187
2368,0.0,18.0,1.461,5.773
2369,0.0,18.0,3.091,6.029
2370,0.693,60.0,2.411,2.913
2371,5.427,60.0,2.133,0.0
2372,5.604,60.0,1.855,0.0
2373,5.243,60.0,2.318,0.0
2374,5.544,60.0,2.318,0.0
2375,7.614,60.0,0.27,0.0
2376,7.63,60.0,0.27,0.0
2377,7.842,60.0,0.27,0.0
2378,8.1,60.0,0.27,0.0
2379,8.211,60.0,0.27,0.0
2380,8.25,60.0,0.27,0.0
2381,8.34,60.0,0.27,0.0
2382,6.557,60.0,2.164,0.084
2383,4.789,60.0,1.855,1.019
2384,3.332,60.0,0.711,2.074
2385,0.0,19.3,0.541,3.503
2386,0.0,18.0,0.541,3.839
2387,0.0,18.0,1.461,3.391
2388,0.0,18.0,3.029,4.839
2389,0.0,18.0,1.345,3.917
2390,0.0,18.0,0.541,3.363
2391,0.0,18.0,0.541,3.244
2392,0.0,18.0,1.461,2.058
2393,0.756,60.0,3.091,1.033
2394,3.478,60.0,2.411,0.1
2395,4.395,60.0,2.133,0.0
2396,5.142,60.0,1.855,0.0
2397,5.232,60.0,2.318,0.0
2398,4.888,60.0,2.318,0.0
2399,6.972,60.0,0.27,0.0
2400,7.051,60.0,0.27,0.0
2401,7.346,60.0,0.27,0.0
2402,7.558,60.0,0.27,0.0
2403,8.051,60.0,0.27,0.0
2404,7.605,60.0,0.27,0.0
2405,7.595,60.0,0.27,0.0
2406,5.203,60.0,2.164,0.343
2407,3.724,60.0,1.855,1.15
2408,1.318,60.0,0.711,3.384
2409,0.0,19.3,0.541,3.545
2410,0.0,18.0,0.541,6.642
2411,0.0,18.0,1.461,4.615
2412,0.0,18.0,3.029,3.4
2413,0.0,18.0,1.345,2.088
2414,0.0,18.0,0.541,2.671
2415,0.0,18.0,0.541,3.78
2416,0.0,18.0,1.461,3.816
2417,0.0,18.0,3.091,1.229
2418,1.611,60.0,2.411,0.133
2419,2.859,60.0,2.133,0.0
2420,4.074,60.0,1.855,0.0
2421,4.386,60.0,2.318,0.0
2422,5.273,60.0,2.318,0.0
2423,8.099,60.0,0.27,0.0
2424,9.137,60.0,0.27,0.0
2425,10.245,60.0,0.27,0.0
2426,10.922,60.0,0.27,0.0
2427,11.518,60.0,0.27,0.0
2428,11.978,60.0,0.27,0.0
2429,12.101,60.0,0.27,0.0
2430,9.221,60.0,2.164,0.551
2431,3.611,60.0,1.855,5.493
2432,2.182,60.0,0.711,7.076
2433,2.234,60.0,0.541,7.113
2434,0.0,19.3,0.541,12.322
2435,0.0,18.0,1.461,14.273
2436,0.0,18.0,3.029,9.623
2437,0.0,18.0,1.345,5.314
2438,0.0,18.0,0.541,5.691
2439,1.36,60.0,0.541,2.437
2440,3.351,60.0,1.461,1.301
2441,2.948,60.0,3.091,1.023
2442,2.54,60.0,2.411,1.237
2443,7.059,60.0,2.133,0.0
2444,8.098,60.0,1.855,0.0
2445,8.521,60.0,2.318,0.0
2446,9.315,60.0,2.318,0.0
2447,12.163,60.0,0.27,0.0
2448,12.71,60.0,0.27,0.0
2449,13.664,60.0,0.27,0.0
2450,14.209,60.0,0.27,0.0
2451,14.63,60.0,0.27,0.0
2452,15.076,60.0,0.27,0.0
2453,15.084,60.0,0.27,0.0
2454,11.562,60.0,2.164,0.555
2455,4.998,60.0,1.855,5.868
2456,2.835,60.0,0.711,7.735
2457,0.0,19.3,0.541,9.774
2458,0.0,18.0,0.541,12.17
2459,0.0,18.0,1.461,7.855
2460,0.0,18.0,3.029,7.721
2461,0.0,18.0,1.345,7.631
2462,0.0,18.0,0.541,7.184
2463,0.0,18.0,0.541,5.963
2464,0.0,18.0,1.461,4.342
2465,0.04,60.0,3.091,3.223
2466,3.402,60.0,2.411,1.627
2467,7.504,60.0,2.133,0.0
2468,8.452,60.0,1.855,0.0
2469,8.453,60.0,2.318,0.0
2470,9.178,60.0,2.318,0.0
2471,11.676,60.0,0.27,0.0
2472,11.904,60.0,0.27,0.0
2473,12.231,60.0,0.27,0.0
2474,12.252,60.0,0.27,0.0
2475,12.366,60.0,0.27,0.0
2476,12.389,60.0,0.27,0.0
2477,12.424,60.0,0.27,0.0
2478,9.097,60.0,2.164,0.62
2479,10.397,60.0,1.855,0.34
2480,10.911,60.0,0.711,0.611
2481,4.464,60.0,0.541,5.632
2482,5.249,60.0,0.541,2.9
2483,0.791,60.0,1.461,4.767
2484,0.901,60.0,3.029,3.566
2485,0.927,60.0,1.345,11.596
2486,2.079,60.0,0.541,4.158
2487,0.0,19.3,0.541,9.921
2488,0.0,18.0,1.461,8.507
2489,0.0,18.0,3.091,3.286
2490,3.95,60.0,2.411,0.117
2491,5.435,60.0,2.133,0.0
2492,6.189,60.0,1.855,0.0
2493,6.099,60.0,2.318,0.0
2494,6.616,60.0,2.318,0.0
2495,8.947,60.0,0.27,0.0
2496,9.518,60.0,0.27,0.0
2497,10.224,60.0,0.27,0.0
2498,10.544,60.0,0.27,0.0
2499,11.239,60.0,0.27,0.0
2500,11.401,60.0,0.27,0.0
2501,11.237,60.0,0.27,0.0
2502,9.189,60.0,2.164,0.271
2503,8.418,60.0,1.855,0.879
2504,8.006,60.0,0.711,1.766
2505,6.867,60.0,0.541,2.282
2506,5.794,60.0,0.541,2.948
2507,4.564,60.0,1.461,2.628
2508,2.102,60.0,3.029,3.037
2509,4.172,60.0,1.345,2.744
2510,5.535,60.0,0.541,2.497
2511,6.062,60.0,0.541,2.268
2512,6.419,60.0,1.461,1.634
2513,6.375,60.0,3.091,0.794
2514,8.047,60.0,2.411,0.271
2515,10.029,60.0,2.133,0.0
2516,10.03,60.0,1.855,0.0
2517,9.816,60.0,2.318,0.0
2518,10.424,60.0,2.318,0.0
2519,13.318,60.0,0.27,0.0
2520,13.141,60.0,0.27,0.0
2521,13.71,60.0,0.27,0.0
2522,13.762,60.0,0.27,0.0
2523,13.867,60.0,0.27,0.0
2524,13.988,60.0,0.27,0.0
2525,14.007,60.0,0.27,0.0
2526,10.819,60.0,2.164,0.648
2527,11.887,60.0,1.855,0.358
2528,10.58,60.0,0.711,1.559
2529,10.233,60.0,0.541,1.575
2530,8.5,60.0,0.541,2.445
2531,3.251,60.0,1.461,8.222
2532,1.362,60.0,3.029,6.802
2533,0.709,60.0,1.345,8.774
2534,2.211,60.0,0.541,6.086
2535,2.87,60.0,0.541,4.071
2536,0.09,60.0,1.461,6.428
2537,0.0,19.3,3.091,6.256
2538,3.929,60.0,2.411,3.078
2539,8.064,60.0,2.133,0.0
2540,8.779,60.0,1.855,0.0
2541,8.634,60.0,2.318,0.0
2542,9.412,60.0,2.318,0.0
2543,11.846,60.0,0.27,0.0
2544,12.462,60.0,0.27,0.0
2545,13.087,60.0,0.27,0.0
2546,13.483,60.0,0.27,0.0
2547,13.813,60.0,0.27,0.0
2548,14.162,60.0,0.27,0.0
2549,14.081,60.0,0.27,0.0
2550,10.034,60.0,2.164,0.81
2551,6.83,60.0,1.855,2.879
2552,5.593,60.0,0.711,4.676
2553,3.46,60.0,0.541,5.941
2554,2.443,60.0,0.541,7.495
2555,1.158,60.0,1.461,8.005
2556,0.0,19.3,3.029,8.239
2557,0.0,18.0,1.345,8.195
2558,0.0,18.0,0.541,7.682
2559,0.0,18.0,0.541,6.267
2560,0.0,18.0,1.461,4.662
2561,0.0,18.0,3.091,3.251
2562,2.42,60.0,2.411,1.248
2563,7.025,60.0,2.133,0.0
2564,8.357,60.0,1.855,0.0
2565,8.85,60.0,2.318,0.0
2566,10.056,60.0,2.318,0.0
2567,13.1,60.0,0.27,0.0
2568,13.988,60.0,0.27,0.0
2569,14.88,60.0,0.27,0.0
2570,15.525,60.0,0.27,0.0
2571,16.047,60.0,0.27,0.0
2572,16.376,60.0,0.27,0.0
2573,16.616,60.0,0.27,0.0
2574,12.366,60.0,2.164,0.824
2575,8.915,60.0,1.855,3.897
2576,7.298,60.0,0.711,5.54
2577,4.185,60.0,0.541,7.532
2578,2.826,60.0,0.541,9.155
2579,1.628,60.0,1.461,9.884
2580,0.0,19.3,3.029,9.936
2581,0.839,60.0,1.345,9.697
2582,0.206,60.0,0.541,9.22
2583,0.174,60.0,0.541,7.632
2584,0.42,60.0,1.461,6.106
2585,1.708,60.0,3.091,4.322
2586,4.329,60.0,2.411,1.968
2587,8.75,60.0,2.133,0.0
2588,10.171,60.0,1.855,0.0
2589,10.867,60.0,2.318,0.0
2590,12.088,60.0,2.318,0.0
2591,15.195,60.0,0.27,0.0
2592,16.0,60.0,0.27,0.0
2593,17.008,60.0,0.27,0.0
2594,17.56,60.0,0.27,0.0
2595,18.085,60.0,0.27,0.0
2596,18.506,60.0,0.27,0.0
2597,18.523,60.0,0.27,0.0
2598,14.377,60.0,2.164,0.928
2599,11.183,60.0,1.855,3.837
2600,9.73,60.0,0.711,5.467
2601,6.323,60.0,0.541,8.067
2602,4.061,60.0,0.541,10.106
2603,3.085,60.0,1.461,11.019
2604,0.347,60.0,3.029,10.995
2605,3.008,60.0,1.345,10.127
2606,1.008,60.0,0.541,10.022
2607,0.608,60.0,0.541,7.995
2608,1.828,60.0,1.461,6.435
2609,3.645,60.0,3.091,4.501
2610,6.347,60.0,2.411,2.436
2611,10.444,60.0,2.133,0.0
2612,11.796,60.0,1.855,0.0
2613,12.295,60.0,2.318,0.0
2614,13.698,60.0,2.318,0.0
2615,16.574,60.0,0.27,0.0
2616,17.282,60.0,0.27,0.0
2617,18.227,60.0,0.27,0.0
2618,18.771,60.0,0.27,0.0
2619,19.368,60.0,0.27,0.0
2620,19.709,60.0,0.27,0.0
2621,19.732,60.0,0.27,0.0
2622,15.422,60.0,2.164,0.741
2623,10.282,60.0,1.855,5.276
2624,8.302,60.0,0.711,6.836
2625,4.66,60.0,0.541,9.107
2626,2.136,60.0,0.541,11.196
2627,0.621,60.0,1.461,12.489
2628,0.0,19.3,3.029,12.743
2629,0.0,18.0,1.345,12.156
2630,0.0,18.0,0.541,10.812
2631,0.591,60.0,0.541,8.956
