,Qs,HeatStockTemperature,ElectricConsumption,SolarPVProduction
4537,0.0,18.0,0.27,0.0
4538,0.0,18.0,0.27,0.0
4539,0.0,18.0,0.27,0.0
4540,0.0,18.0,0.27,0.0
4541,0.0,18.0,0.27,0.0
4542,0.0,18.0,2.164,1.92
4543,0.0,18.0,1.855,2.907
4544,0.0,18.0,0.711,4.017
4545,0.0,18.0,0.541,5.54
4546,0.0,18.0,0.541,5.988
4547,0.0,18.0,1.461,6.382
4548,0.0,18.0,3.029,7.14
4549,0.0,18.0,1.345,6.877
4550,0.0,18.0,0.541,6.14
4551,0.0,18.0,0.541,5.234
4552,0.0,18.0,1.461,4.46
4553,0.0,18.0,3.091,3.645
4554,0.0,18.0,2.411,2.088
4555,0.0,18.0,2.133,0.666
4556,0.0,18.0,1.855,0.0
4557,0.0,18.0,2.318,0.0
4558,0.0,18.0,2.318,0.0
4559,0.0,18.0,0.27,0.0
4560,0.0,18.0,0.27,0.0
4561,0.0,18.0,0.27,0.0
4562,0.0,18.0,0.27,0.0
4563,0.0,18.0,0.27,0.0
4564,0.0,18.0,0.27,0.0
4565,0.0,18.0,0.27,0.535
4566,0.0,18.0,2.164,5.268
4567,0.0,18.0,1.855,5.65
4568,0.0,18.0,0.711,1.807
4569,0.0,18.0,0.541,7.46
4570,0.0,18.0,0.541,7.204
4571,0.0,18.0,1.461,10.329
4572,0.0,18.0,3.029,9.644
4573,0.0,18.0,1.345,6.335
4574,0.0,18.0,0.541,1.136
4575,0.0,18.0,0.541,4.544
4576,0.0,18.0,1.461,0.798
4577,0.0,18.0,3.091,0.996
4578,0.0,18.0,2.411,2.216
4579,0.0,18.0,2.133,1.153
4580,0.0,18.0,1.855,0.0
4581,0.0,18.0,2.318,0.0
4582,0.0,18.0,2.318,0.0
4583,0.0,18.0,0.27,0.0
4584,0.0,18.0,0.27,0.0
4585,0.0,18.0,0.27,0.0
4586,0.23,60.0,0.27,0.0
4587,1.049,60.0,0.27,0.0
4588,0.341,60.0,0.27,0.0
4589,0.0,19.3,0.27,0.501
4590,0.0,18.0,2.164,1.17
4591,0.0,18.0,1.855,1.705
4592,0.0,18.0,0.711,2.093
4593,0.0,18.0,0.541,1.557
4594,0.0,18.0,0.541,3.466
4595,0.0,18.0,1.461,4.384
4596,0.0,18.0,3.029,3.406
4597,0.0,18.0,1.345,7.797
4598,0.0,18.0,0.541,8.055
4599,0.0,18.0,0.541,7.211
4600,0.0,18.0,1.461,6.131
4601,0.0,18.0,3.091,3.35
4602,0.0,18.0,2.411,1.708
4603,0.0,18.0,2.133,1.473
4604,0.0,18.0,1.855,0.0
4605,0.0,18.0,2.318,0.0
4606,0.0,18.0,2.318,0.0
4607,0.0,18.0,0.27,0.0
4608,0.0,18.0,0.27,0.0
4609,1.276,60.0,0.27,0.0
4610,2.018,60.0,0.27,0.0
4611,2.545,60.0,0.27,0.0
4612,2.922,60.0,0.27,0.0
4613,0.811,60.0,0.27,0.502
4614,0.0,19.3,2.164,5.165
4615,0.0,18.0,1.855,7.084
4616,0.0,18.0,0.711,8.602
4617,0.0,18.0,0.541,11.237
4618,0.0,18.0,0.541,12.704
4619,0.0,18.0,1.461,6.352
4620,0.0,18.0,3.029,6.747
4621,0.0,18.0,1.345,6.588
4622,0.0,18.0,0.541,6.355
4623,0.0,18.0,0.541,6.018
4624,0.0,18.0,1.461,4.446
4625,0.0,18.0,3.091,3.539
4626,0.0,18.0,2.411,2.051
4627,0.0,18.0,2.133,0.715
4628,0.0,18.0,1.855,0.0
4629,0.0,18.0,2.318,0.0
4630,0.0,18.0,2.318,0.0
4631,0.007,60.0,0.27,0.0
4632,0.65,60.0,0.27,0.0
4633,0.483,60.0,0.27,0.0
4634,0.59,60.0,0.27,0.0
4635,1.366,60.0,0.27,0.0
4636,0.864,60.0,0.27,0.0
4637,0.0,19.3,0.27,0.323
4638,0.0,18.0,2.164,1.17
4639,0.0,18.0,1.855,2.16
4640,0.0,18.0,0.711,2.664
4641,0.0,18.0,0.541,3.796
4642,0.0,18.0,0.541,3.742
4643,0.0,18.0,1.461,3.568
4644,0.0,18.0,3.029,4.342
4645,0.0,18.0,1.345,4.516
4646,0.0,18.0,0.541,4.458
4647,0.0,18.0,0.541,3.477
4648,0.0,18.0,1.461,4.123
4649,0.0,18.0,3.091,1.598
4650,0.0,18.0,2.411,1.493
4651,0.0,18.0,2.133,0.72
4652,0.0,18.0,1.855,0.0
4653,0.0,18.0,2.318,0.0
4654,0.0,18.0,2.318,0.0
4655,0.0,18.0,0.27,0.0
4656,1.946,60.0,0.27,0.0
4657,4.126,60.0,0.27,0.0
4658,5.209,60.0,0.27,0.0
4659,6.028,60.0,0.27,0.0
4660,6.332,60.0,0.27,0.0
4661,4.402,60.0,0.27,0.506
4662,0.0,19.3,2.164,5.044
4663,0.0,18.0,1.855,7.344
4664,0.0,18.0,0.711,7.772
4665,0.0,18.0,0.541,9.296
4666,0.0,18.0,0.541,5.941
4667,0.0,18.0,1.461,8.041
4668,0.0,18.0,3.029,9.189
4669,0.0,18.0,1.345,6.485
4670,0.0,18.0,0.541,6.658
4671,0.0,18.0,0.541,3.975
4672,0.0,18.0,1.461,4.338
4673,0.0,18.0,3.091,3.201
4674,0.0,18.0,2.411,1.753
4675,0.0,18.0,2.133,1.034
4676,2.614,60.0,1.855,0.0
4677,3.359,60.0,2.318,0.0
4678,4.377,60.0,2.318,0.0
4679,7.192,60.0,0.27,0.0
4680,7.56,60.0,0.27,0.0
4681,7.404,60.0,0.27,0.0
4682,7.513,60.0,0.27,0.0
4683,7.547,60.0,0.27,0.0
4684,7.571,60.0,0.27,0.0
4685,6.293,60.0,0.27,0.464
4686,5.417,60.0,2.164,0.27
4687,2.372,60.0,1.855,1.861
4688,0.492,60.0,0.711,4.309
4689,0.0,19.3,0.541,6.702
4690,0.0,18.0,0.541,9.389
4691,0.0,18.0,1.461,8.954
4692,0.0,18.0,3.029,8.86
4693,0.0,18.0,1.345,9.43
4694,0.0,18.0,0.541,8.88
4695,0.0,18.0,0.541,6.463
4696,0.0,18.0,1.461,4.441
4697,0.0,18.0,3.091,1.709
4698,0.0,18.0,2.411,0.317
4699,0.368,60.0,2.133,0.553
4700,2.384,60.0,1.855,0.0
4701,2.313,60.0,2.318,0.0
4702,2.729,60.0,2.318,0.0
4703,4.853,60.0,0.27,0.0
4704,5.269,60.0,0.27,0.0
4705,5.529,60.0,0.27,0.0
4706,5.754,60.0,0.27,0.0
4707,5.888,60.0,0.27,0.0
4708,5.866,60.0,0.27,0.0
4709,3.376,60.0,0.27,0.559
4710,0.0,19.3,2.164,4.912
4711,0.0,18.0,1.855,5.6
4712,0.0,18.0,0.711,7.097
4713,0.0,18.0,0.541,9.355
4714,0.0,18.0,0.541,6.329
4715,0.0,18.0,1.461,5.385
4716,0.0,18.0,3.029,10.103
4717,0.0,18.0,1.345,6.984
4718,0.0,18.0,0.541,2.515
4719,0.0,18.0,0.541,5.222
4720,0.0,18.0,1.461,0.793
4721,0.0,18.0,3.091,0.563
4722,0.0,18.0,2.411,0.332
4723,0.456,60.0,2.133,0.117
4724,1.455,60.0,1.855,0.0
4725,1.448,60.0,2.318,0.0
4726,1.864,60.0,2.318,0.0
4727,4.184,60.0,0.27,0.0
4728,4.618,60.0,0.27,0.0
4729,5.029,60.0,0.27,0.0
4730,5.369,60.0,0.27,0.0
4731,5.604,60.0,0.27,0.0
4732,5.743,60.0,0.27,0.0
4733,4.408,60.0,0.27,0.444
4734,0.0,19.3,2.164,3.348
4735,0.0,18.0,1.855,5.161
4736,0.0,18.0,0.711,6.824
4737,0.0,18.0,0.541,8.603
4738,0.0,18.0,0.541,10.403
4739,0.0,18.0,1.461,11.462
4740,0.0,18.0,3.029,11.767
4741,0.0,18.0,1.345,11.367
4742,0.0,18.0,0.541,10.666
4743,0.0,18.0,0.541,8.818
4744,0.0,18.0,1.461,7.042
4745,0.0,18.0,3.091,5.479
4746,0.0,18.0,2.411,3.617
4747,0.0,18.0,2.133,1.423
4748,0.0,18.0,1.855,0.0
4749,0.0,18.0,2.318,0.0
4750,0.0,18.0,2.318,0.0
4751,0.781,60.0,0.27,0.0
4752,1.6,60.0,0.27,0.0
4753,2.203,60.0,0.27,0.0
4754,2.481,60.0,0.27,0.0
4755,2.786,60.0,0.27,0.0
4756,3.005,60.0,0.27,0.0
4757,1.836,60.0,0.27,0.427
4758,0.0,19.3,2.164,3.941
4759,0.0,18.0,1.855,6.125
4760,0.0,18.0,0.711,7.572
4761,0.0,18.0,0.541,9.934
4762,0.0,18.0,0.541,11.96
4763,0.0,18.0,1.461,13.244
4764,0.0,18.0,3.029,13.651
4765,0.0,18.0,1.345,13.088
4766,0.0,18.0,0.541,11.989
4767,0.0,18.0,0.541,10.224
4768,0.0,18.0,1.461,8.135
4769,0.0,18.0,3.091,6.319
4770,0.0,18.0,2.411,4.239
4771,0.0,18.0,2.133,1.828
4772,0.0,18.0,1.855,0.0
4773,0.0,18.0,2.318,0.0
4774,0.0,18.0,2.318,0.0
4775,0.0,18.0,0.27,0.0
4776,0.0,18.0,0.27,0.0
4777,0.0,18.0,0.27,0.0
4778,0.0,18.0,0.27,0.0
4779,0.172,60.0,0.27,0.0
4780,0.433,60.0,0.27,0.0
4781,0.0,19.3,0.27,0.34
4782,0.0,18.0,2.164,2.813
4783,0.0,18.0,1.855,4.686
4784,0.0,18.0,0.711,6.247
4785,0.0,18.0,0.541,7.682
4786,0.0,18.0,0.541,8.576
4787,0.0,18.0,1.461,9.249
4788,0.0,18.0,3.029,9.403
4789,0.0,18.0,1.345,9.152
4790,0.0,18.0,0.541,8.812
4791,0.0,18.0,0.541,7.931
4792,0.0,18.0,1.461,6.108
4793,0.0,18.0,3.091,4.465
4794,0.0,18.0,2.411,2.578
4795,0.0,18.0,2.133,0.822
4796,0.0,18.0,1.855,0.0
4797,0.0,18.0,2.318,0.0
4798,0.0,18.0,2.318,0.0
4799,0.0,18.0,0.27,0.0
4800,0.295,60.0,0.27,0.0
4801,1.933,60.0,0.27,0.0
4802,2.705,60.0,0.27,0.0
4803,3.412,60.0,0.27,0.0
4804,3.942,60.0,0.27,0.0
4805,3.204,60.0,0.27,0.326
4806,0.0,19.3,2.164,3.145
4807,0.0,18.0,1.855,4.995
4808,0.0,18.0,0.711,6.557
4809,0.0,18.0,0.541,8.514
4810,0.0,18.0,0.541,10.017
4811,0.0,18.0,1.461,11.066
4812,0.0,18.0,3.029,11.299
4813,0.0,18.0,1.345,10.96
4814,0.0,18.0,0.541,10.059
4815,0.0,18.0,0.541,8.669
4816,0.0,18.0,1.461,6.957
4817,0.0,18.0,3.091,5.255
4818,0.0,18.0,2.411,3.354
4819,0.0,18.0,2.133,1.265
4820,0.0,18.0,1.855,0.0
4821,0.0,18.0,2.318,0.0
4822,0.0,18.0,2.318,0.0
4823,0.308,60.0,0.27,0.0
4824,0.377,60.0,0.27,0.0
4825,0.0,19.3,0.27,0.0
4826,0.0,18.0,0.27,0.0
4827,0.0,18.0,0.27,0.0
4828,0.0,18.0,0.27,0.0
4829,0.0,18.0,0.27,0.339
4830,0.0,18.0,2.164,3.477
4831,0.0,18.0,1.855,5.384
4832,0.0,18.0,0.711,6.967
4833,0.0,18.0,0.541,8.931
4834,0.0,18.0,0.541,10.453
4835,0.0,18.0,1.461,11.618
4836,0.0,18.0,3.029,12.027
4837,0.0,18.0,1.345,12.01
4838,0.0,18.0,0.541,11.01
4839,0.0,18.0,0.541,9.599
4840,0.0,18.0,1.461,7.997
4841,0.0,18.0,3.091,6.267
4842,0.0,18.0,2.411,4.466
4843,0.0,18.0,2.133,2.053
4844,0.0,18.0,1.855,0.0
4845,0.0,18.0,2.318,0.0
4846,0.0,18.0,2.318,0.0
4847,0.0,18.0,0.27,0.0
4848,0.0,18.0,0.27,0.0
4849,0.0,18.0,0.27,0.0
4850,0.0,18.0,0.27,0.0
4851,0.0,18.0,0.27,0.0
4852,0.0,18.0,0.27,0.0
4853,0.0,18.0,0.27,0.267
4854,0.0,18.0,2.164,3.003
4855,0.0,18.0,1.855,5.027
4856,0.0,18.0,0.711,6.576
4857,0.0,18.0,0.541,8.497
4858,0.0,18.0,0.541,9.98
4859,0.0,18.0,1.461,11.456
4860,0.0,18.0,3.029,12.299
4861,0.0,18.0,1.345,10.847
4862,0.0,18.0,0.541,9.446
4863,0.0,18.0,0.541,9.013
4864,0.0,18.0,1.461,6.983
4865,0.0,18.0,3.091,5.728
4866,0.0,18.0,2.411,3.89
4867,0.0,18.0,2.133,1.662
4868,0.0,18.0,1.855,0.0
4869,0.0,18.0,2.318,0.0
4870,0.0,18.0,2.318,0.0
4871,0.0,18.0,0.27,0.0
4872,0.0,18.0,0.27,0.0
4873,0.0,18.0,0.27,0.0
4874,0.0,18.0,0.27,0.0
4875,0.0,18.0,0.27,0.0
4876,0.204,60.0,0.27,0.0
4877,0.0,19.3,0.27,0.341
4878,0.0,18.0,2.164,3.705
4879,0.0,18.0,1.855,5.907
4880,0.0,18.0,0.711,7.279
4881,0.0,18.0,0.541,9.496
4882,0.0,18.0,0.541,11.32
4883,0.0,18.0,1.461,12.648
4884,0.0,18.0,3.029,13.177
4885,0.0,18.0,1.345,12.717
4886,0.0,18.0,0.541,11.635
4887,0.0,18.0,0.541,9.899
4888,0.0,18.0,1.461,7.893
4889,0.0,18.0,3.091,6.3
4890,0.0,18.0,2.411,4.408
4891,0.0,18.0,2.133,1.909
4892,0.0,18.0,1.855,0.0
4893,0.0,18.0,2.318,0.0
4894,0.0,18.0,2.318,0.0
4895,0.0,18.0,0.27,0.0
4896,0.0,18.0,0.27,0.0
4897,0.0,18.0,0.27,0.0
4898,0.0,18.0,0.27,0.0
4899,0.0,18.0,0.27,0.0
4900,0.0,18.0,0.27,0.0
4901,0.0,18.0,0.27,0.066
4902,0.0,18.0,2.164,0.377
4903,0.0,18.0,1.855,0.785
4904,0.0,18.0,0.711,1.19
4905,0.0,18.0,0.541,1.497
4906,0.0,18.0,0.541,1.723
4907,0.0,18.0,1.461,1.835
4908,0.0,18.0,3.029,1.835
4909,0.0,18.0,1.345,1.982
4910,0.0,18.0,0.541,1.899
4911,0.0,18.0,0.541,1.627
4912,0.0,18.0,1.461,1.304
4913,0.0,18.0,3.091,0.865
4914,0.0,18.0,2.411,0.427
4915,0.0,18.0,2.133,0.131
4916,0.0,18.0,1.855,0.0
4917,0.0,18.0,2.318,0.0
4918,0.0,18.0,2.318,0.0
4919,0.0,18.0,0.27,0.0
4920,0.0,18.0,0.27,0.0
4921,0.0,18.0,0.27,0.0
4922,0.08,60.0,0.27,0.0
4923,0.954,60.0,0.27,0.0
4924,1.565,60.0,0.27,0.0
4925,0.908,60.0,0.27,0.253
4926,0.0,19.3,2.164,4.194
4927,0.0,18.0,1.855,6.844
4928,0.0,18.0,0.711,9.006
4929,0.0,18.0,0.541,9.111
4930,0.0,18.0,0.541,10.274
4931,0.0,18.0,1.461,9.474
4932,0.0,18.0,3.029,8.621
4933,0.0,18.0,1.345,9.866
4934,0.0,18.0,0.541,5.816
4935,0.0,18.0,0.541,3.706
4936,0.0,18.0,1.461,0.9
4937,0.0,18.0,3.091,0.788
4938,0.0,18.0,2.411,0.511
4939,0.0,18.0,2.133,0.099
4940,0.0,18.0,1.855,0.0
4941,0.0,18.0,2.318,0.0
4942,0.0,18.0,2.318,0.0
4943,2.572,60.0,0.27,0.0
4944,3.484,60.0,0.27,0.0
4945,4.197,60.0,0.27,0.0
4946,4.637,60.0,0.27,0.0
4947,5.057,60.0,0.27,0.0
4948,5.397,60.0,0.27,0.0
4949,5.443,60.0,0.27,0.05
4950,0.248,60.0,2.164,2.147
4951,0.0,19.3,1.855,3.885
4952,0.0,18.0,0.711,5.588
4953,0.0,18.0,0.541,6.45
4954,0.0,18.0,0.541,7.934
4955,0.0,18.0,1.461,7.748
4956,0.0,18.0,3.029,7.783
4957,0.0,18.0,1.345,8.899
4958,0.0,18.0,0.541,8.222
4959,0.0,18.0,0.541,8.325
4960,0.0,18.0,1.461,7.104
4961,0.0,18.0,3.091,6.536
4962,0.0,18.0,2.411,5.011
4963,0.0,18.0,2.133,2.368
4964,0.0,18.0,1.855,0.0
4965,0.0,18.0,2.318,0.0
4966,0.075,60.0,2.318,0.0
4967,2.348,60.0,0.27,0.0
4968,2.226,60.0,0.27,0.0
4969,2.121,60.0,0.27,0.0
4970,1.842,60.0,0.27,0.0
4971,1.804,60.0,0.27,0.0
4972,1.715,60.0,0.27,0.0
4973,1.338,60.0,0.27,0.066
4974,0.0,19.3,2.164,0.464
4975,0.0,18.0,1.855,2.283
4976,0.0,18.0,0.711,3.228
4977,0.0,18.0,0.541,8.613
4978,0.0,18.0,0.541,8.022
4979,0.0,18.0,1.461,14.36
4980,0.0,18.0,3.029,13.243
4981,0.0,18.0,1.345,7.411
4982,0.0,18.0,0.541,2.348
4983,0.0,18.0,0.541,0.893
4984,0.0,18.0,1.461,5.08
4985,0.0,18.0,3.091,3.417
4986,0.0,18.0,2.411,0.261
4987,0.0,18.0,2.133,0.082
4988,0.0,18.0,1.855,0.0
4989,0.0,18.0,2.318,0.0
4990,0.0,18.0,2.318,0.0
4991,0.0,18.0,0.27,0.0
4992,0.0,18.0,0.27,0.0
4993,0.629,60.0,0.27,0.0
4994,1.39,60.0,0.27,0.0
4995,1.932,60.0,0.27,0.0
4996,2.459,60.0,0.27,0.0
4997,1.975,60.0,0.27,0.218
4998,0.0,19.3,2.164,3.429
4999,0.0,18.0,1.855,5.666
5000,0.0,18.0,0.711,7.195
5001,0.0,18.0,0.541,9.476
5002,0.0,18.0,0.541,11.392
5003,0.0,18.0,1.461,12.676
5004,0.0,18.0,3.029,13.104
5005,0.0,18.0,1.345,12.675
5006,0.0,18.0,0.541,11.574
5007,0.0,18.0,0.541,9.863
5008,0.0,18.0,1.461,7.923
5009,0.0,18.0,3.091,6.356
5010,0.0,18.0,2.411,4.382
5011,0.0,18.0,2.133,1.948
5012,0.0,18.0,1.855,0.0
5013,0.0,18.0,2.318,0.0
5014,0.0,18.0,2.318,0.0
5015,0.0,18.0,0.27,0.0
5016,0.0,18.0,0.27,0.0
5017,0.064,60.0,0.27,0.0
5018,0.524,60.0,0.27,0.0
5019,0.752,60.0,0.27,0.0
5020,0.875,60.0,0.27,0.0
5021,0.346,60.0,0.27,0.183
5022,0.0,19.3,2.164,3.133
5023,0.0,18.0,1.855,5.57
5024,0.0,18.0,0.711,6.901
5025,0.0,18.0,0.541,9.12
5026,0.0,18.0,0.541,11.063
5027,0.0,18.0,1.461,12.229
5028,0.0,18.0,3.029,12.651
5029,0.0,18.0,1.345,12.045
5030,0.0,18.0,0.541,11.206
5031,0.0,18.0,0.541,9.605
5032,0.0,18.0,1.461,7.748
5033,0.0,18.0,3.091,6.193
5034,0.0,18.0,2.411,4.143
5035,0.0,18.0,2.133,1.679
5036,0.0,18.0,1.855,0.0
5037,0.0,18.0,2.318,0.0
5038,0.0,18.0,2.318,0.0
5039,0.0,18.0,0.27,0.0
5040,0.0,18.0,0.27,0.0
5041,1.408,60.0,0.27,0.0
5042,2.438,60.0,0.27,0.0
5043,3.436,60.0,0.27,0.0
5044,4.064,60.0,0.27,0.0
5045,3.544,60.0,0.27,0.202
5046,0.0,19.3,2.164,3.358
5047,0.0,18.0,1.855,5.989
5048,0.0,18.0,0.711,7.406
5049,0.0,18.0,0.541,9.752
5050,0.0,18.0,0.541,11.897
5051,0.0,18.0,1.461,13.31
5052,0.0,18.0,3.029,13.696
5053,0.0,18.0,1.345,13.182
5054,0.0,18.0,0.541,12.106
5055,0.0,18.0,0.541,10.183
5056,0.0,18.0,1.461,8.115
5057,0.0,18.0,3.091,6.491
5058,0.0,18.0,2.411,4.418
5059,0.0,18.0,2.133,1.85
5060,0.0,18.0,1.855,0.0
5061,0.0,18.0,2.318,0.0
5062,0.0,18.0,2.318,0.0
5063,1.783,60.0,0.27,0.0
5064,2.276,60.0,0.27,0.0
5065,2.25,60.0,0.27,0.0
5066,2.346,60.0,0.27,0.0
5067,2.477,60.0,0.27,0.0
5068,2.426,60.0,0.27,0.0
5069,1.858,60.0,0.27,0.184
5070,0.0,19.3,2.164,3.257
5071,0.0,18.0,1.855,5.413
5072,0.0,18.0,0.711,6.859
5073,0.0,18.0,0.541,8.98
5074,0.0,18.0,0.541,11.014
5075,0.0,18.0,1.461,12.259
5076,0.0,18.0,3.029,12.815
5077,0.0,18.0,1.345,12.466
5078,0.0,18.0,0.541,11.424
5079,0.0,18.0,0.541,9.695
5080,0.0,18.0,1.461,7.735
5081,0.0,18.0,3.091,6.216
5082,0.0,18.0,2.411,4.211
5083,0.0,18.0,2.133,1.68
5084,0.0,18.0,1.855,0.0
5085,0.0,18.0,2.318,0.0
5086,0.0,18.0,2.318,0.0
5087,0.0,18.0,0.27,0.0
5088,0.0,18.0,0.27,0.0
5089,0.641,60.0,0.27,0.0
5090,2.254,60.0,0.27,0.0
5091,3.146,60.0,0.27,0.0
5092,3.814,60.0,0.27,0.0
5093,3.552,60.0,0.27,0.151
5094,0.0,19.3,2.164,3.069
5095,0.0,18.0,1.855,5.391
5096,0.0,18.0,0.711,7.167
5097,0.0,18.0,0.541,9.134
5098,0.0,18.0,0.541,10.963
5099,0.0,18.0,1.461,11.551
5100,0.0,18.0,3.029,11.926
5101,0.0,18.0,1.345,11.799
5102,0.0,18.0,0.541,10.358
5103,0.0,18.0,0.541,8.684
5104,0.0,18.0,1.461,6.784
5105,0.0,18.0,3.091,5.237
5106,0.0,18.0,2.411,3.086
5107,0.0,18.0,2.133,0.676
5108,0.0,18.0,1.855,0.0
5109,0.0,18.0,2.318,0.0
5110,0.0,18.0,2.318,0.0
5111,2.241,60.0,0.27,0.0
5112,3.072,60.0,0.27,0.0
5113,3.496,60.0,0.27,0.0
5114,3.796,60.0,0.27,0.0
5115,4.11,60.0,0.27,0.0
5116,4.274,60.0,0.27,0.0
5117,4.093,60.0,0.27,0.067
5118,0.0,19.3,2.164,1.807
5119,0.0,18.0,1.855,3.667
5120,0.0,18.0,0.711,5.467
5121,0.0,18.0,0.541,6.749
5122,0.0,18.0,0.541,8.263
5123,0.0,18.0,1.461,8.846
5124,0.0,18.0,3.029,9.706
5125,0.0,18.0,1.345,8.97
5126,0.0,18.0,0.541,7.774
5127,0.0,18.0,0.541,6.487
5128,0.0,18.0,1.461,5.117
5129,0.0,18.0,3.091,3.336
5130,0.0,18.0,2.411,1.78
5131,0.0,18.0,2.133,0.083
5132,0.0,18.0,1.855,0.0
5133,0.0,18.0,2.318,0.0
5134,0.0,18.0,2.318,0.0
5135,2.316,60.0,0.27,0.0
5136,3.349,60.0,0.27,0.0
5137,4.171,60.0,0.27,0.0
5138,4.759,60.0,0.27,0.0
5139,5.338,60.0,0.27,0.0
5140,5.706,60.0,0.27,0.0
5141,5.43,60.0,0.27,0.118
5142,0.0,19.3,2.164,2.83
5143,0.0,18.0,1.855,4.619
5144,0.0,18.0,0.711,6.398
5145,0.0,18.0,0.541,9.499
5146,0.0,18.0,0.541,13.875
5147,0.0,18.0,1.461,5.195
5148,0.0,18.0,3.029,5.665
5149,0.0,18.0,1.345,5.775
5150,0.0,18.0,0.541,4.252
5151,0.0,18.0,0.541,7.816
5152,0.0,18.0,1.461,6.082
5153,0.0,18.0,3.091,4.078
5154,0.0,18.0,2.411,3.623
5155,0.0,18.0,2.133,0.0
5156,0.124,60.0,1.855,0.0
5157,0.754,60.0,2.318,0.0
5158,1.793,60.0,2.318,0.0
5159,4.563,60.0,0.27,0.0
5160,5.026,60.0,0.27,0.0
5161,5.679,60.0,0.27,0.0
5162,6.103,60.0,0.27,0.0
5163,6.506,60.0,0.27,0.0
5164,6.917,60.0,0.27,0.0
5165,6.585,60.0,0.27,0.204
5166,0.218,60.0,2.164,3.315
5167,0.0,19.3,1.855,6.324
5168,0.0,18.0,0.711,7.484
5169,0.0,18.0,0.541,8.553
5170,0.0,18.0,0.541,9.665
5171,0.0,18.0,1.461,10.034
5172,0.0,18.0,3.029,10.248
5173,0.0,18.0,1.345,9.59
5174,0.0,18.0,0.541,8.999
5175,0.0,18.0,0.541,8.138
5176,0.0,18.0,1.461,6.736
5177,0.0,18.0,3.091,6.047
5178,0.0,18.0,2.411,3.191
5179,0.0,18.0,2.133,0.276
5180,2.155,60.0,1.855,0.0
5181,2.788,60.0,2.318,0.0
5182,3.711,60.0,2.318,0.0
5183,6.547,60.0,0.27,0.0
5184,6.755,60.0,0.27,0.0
5185,6.886,60.0,0.27,0.0
5186,6.994,60.0,0.27,0.0
5187,7.134,60.0,0.27,0.0
5188,7.278,60.0,0.27,0.0
5189,7.02,60.0,0.27,0.135
5190,0.231,60.0,2.164,3.334
5191,0.0,19.3,1.855,6.288
5192,0.0,18.0,0.711,7.676
5193,0.0,18.0,0.541,10.118
5194,0.0,18.0,0.541,12.381
5195,0.0,18.0,1.461,13.767
5196,0.0,18.0,3.029,14.148
5197,0.0,18.0,1.345,13.577
5198,0.0,18.0,0.541,12.251
5199,0.0,18.0,0.541,10.254
5200,0.0,18.0,1.461,8.088
5201,0.0,18.0,3.091,6.456
5202,0.0,18.0,2.411,3.827
5203,0.0,18.0,2.133,0.369
5204,0.0,18.0,1.855,0.0
5205,0.0,18.0,2.318,0.0
5206,0.193,60.0,2.318,0.0
5207,3.485,60.0,0.27,0.0
5208,4.16,60.0,0.27,0.0
5209,4.963,60.0,0.27,0.0
5210,5.537,60.0,0.27,0.0
5211,5.948,60.0,0.27,0.0
5212,6.277,60.0,0.27,0.0
5213,6.186,60.0,0.27,0.084
5214,0.0,19.3,2.164,2.851
5215,0.0,18.0,1.855,5.261
5216,0.0,18.0,0.711,6.668
5217,0.0,18.0,0.541,8.732
5218,0.0,18.0,0.541,10.739
5219,0.0,18.0,1.461,12.103
5220,0.0,18.0,3.029,12.706
5221,0.0,18.0,1.345,12.622
5222,0.0,18.0,0.541,11.457
5223,0.0,18.0,0.541,9.708
5224,0.0,18.0,1.461,7.752
5225,0.0,18.0,3.091,6.224
5226,0.0,18.0,2.411,3.735
5227,0.0,18.0,2.133,0.409
5228,0.0,18.0,1.855,0.0
5229,0.0,18.0,2.318,0.0
5230,0.986,60.0,2.318,0.0
5231,4.092,60.0,0.27,0.0
5232,4.641,60.0,0.27,0.0
5233,5.061,60.0,0.27,0.0
5234,5.438,60.0,0.27,0.0
5235,5.669,60.0,0.27,0.0
5236,5.897,60.0,0.27,0.0
5237,5.979,60.0,0.27,0.034
5238,1.713,60.0,2.164,1.142
5239,0.0,19.3,1.855,2.852
5240,0.0,18.0,0.711,4.062
5241,0.0,18.0,0.541,5.344
5242,0.0,18.0,0.541,6.711
5243,0.0,18.0,1.461,7.147
5244,0.0,18.0,3.029,7.273
5245,0.0,18.0,1.345,7.565
5246,0.0,18.0,0.541,7.449
5247,0.0,18.0,0.541,6.521
5248,0.0,18.0,1.461,5.082
5249,0.0,18.0,3.091,3.816
5250,0.0,18.0,2.411,2.082
5251,0.0,18.0,2.133,0.221
5252,0.134,60.0,1.855,0.0
5253,0.383,60.0,2.318,0.0
5254,0.969,60.0,2.318,0.0
5255,3.301,60.0,0.27,0.0
5256,3.553,60.0,0.27,0.0
5257,3.73,60.0,0.27,0.0
5258,4.141,60.0,0.27,0.0
5259,3.989,60.0,0.27,0.0
5260,4.101,60.0,0.27,0.0
5261,3.877,60.0,0.27,0.033
5262,0.0,19.3,2.164,1.223
5263,0.383,60.0,1.855,0.715
5264,1.919,60.0,0.711,0.732
5265,0.0,19.3,0.541,2.145
5266,0.0,18.0,0.541,3.317
5267,0.0,18.0,1.461,4.248
5268,0.0,18.0,3.029,8.056
5269,0.0,18.0,1.345,9.682
5270,0.0,18.0,0.541,8.09
5271,0.0,18.0,0.541,7.737
