Hour;Set_T;Temp;SFH15_kWh;SFH45_kWh;SFH100_kWh
6904;20;18,3;0;124,776;1,87327
6905;20;15,4;0;124,409;5,06904
6906;20;14;0;125,046;9,17308
6907;20;12,6;0;124,729;12,5199
6908;20;11,6;0;125,641;16,3668
6909;20;10,8;0;127,507;20,2511
6910;20;10;0;129,617;1374,07
6911;20;9,3;0;132,706;4819,55
6912;20;8,6;0;137,56;2082,83
6913;20;8,2;0;142,907;4865,05
6914;20;7,8;0;148,492;7224,19
6915;20;7,2;0;154,495;4397,19
6916;20;7,1;0;160,45;2503,8
6917;20;7,4;0;165,986;10352,8
6918;20;7,3;0;170,352;3317,76
6919;20;9,2;0;171,237;3826,07
6920;20;12,8;0;168,896;974,431
6921;20;15,7;0;166,137;395,103
6922;20;18,1;0;160,979;187,961
6923;20;19,5;0;153,379;96,8075
6924;20;20,6;0;145,716;52,5578
6925;20;21,3;0;128,698;20,514
6926;20;21,5;0;113,314;4,67484
6927;20;20,7;0;101,876;0
6928;20;17,9;0;97,7002;0
6929;20;15,3;0;97,9233;2,25042
6930;20;13,5;0;99,4113;7,15564
6931;20;12,2;0;99,8976;11,3954
6932;20;11;0;101,696;16,2357
6933;20;9,6;0;104,887;2426,47
6934;20;8,7;0;108,377;6704,56
6935;20;8,2;0;112,623;5557,36
6936;20;8;0;118,137;3188,8
6937;20;7,6;0;124,13;3608,44
6938;20;7;0;130,532;2458,11
6939;20;6,3;0;137,432;4650,57
6940;20;6,2;0;144,289;2459,5
6941;20;6,1;0;151,098;3838,33
6942;20;6,3;0;156,475;2507,68
6943;20;8,7;0;156,887;4367,84
6944;20;11,9;0;153,817;848,019
6945;20;14,3;0;151,713;914,503
6946;20;16,1;0;147,512;373,603
6947;20;17,7;0;141,207;177,981
6948;20;19;0;134,911;93,3723
6949;20;19,7;0;128,442;52,0413
6950;20;19,9;0;114,043;22,5423
6951;20;19,2;0;103,504;9,72814
6952;20;17,2;0;99,5816;7,57603
6953;20;14,2;0;100,436;11,0194
6954;20;12,5;0;1536,45;15,4093
6955;20;11,2;0;1706,27;1719,17
6956;20;10,8;0;1873,54;2347,49
6957;20;9,4;0;2039,35;2173,41
6958;20;8,5;0;2201,17;2803,31
6959;20;7,8;0;2359,97;2397,62
6960;20;7,5;0;2516,4;6607,43
6961;20;6,9;0;2668,87;3161,34
6962;20;6,6;0;2816,24;7027,19
6963;20;6,1;0;2958,83;3242,07
6964;20;5,9;0;3096,09;10786,3
6965;20;6,4;0,110404;3226,76;3012,91
6966;20;6,7;0,952261;3349,11;2082
6967;20;8,8;1,43984;3459,25;1885,41
6968;20;12,8;1,51757;3557,21;1224,85
6969;20;14,8;1,83164;3651,48;1437,44
6970;20;16,2;1,92733;3738,32;516,59
6971;20;18,2;1,44961;3814,27;232,756
6972;20;19,1;1,02086;1964,28;117,858
6973;20;19,9;0;1850,01;54,6265
6974;20;20,1;0;1748,64;24,7598
6975;20;19,1;0;1659,59;12,109
6976;20;17,4;0;1585,48;9,43117
6977;20;15,3;0;1521,85;11,3207
6978;20;13,5;0;1463,84;14,5238
6979;20;11,9;0;1407,54;17,1672
6980;20;11,9;0;1354,77;4664,48
6981;20;11,9;0;1305,2;1540,04
6982;20;11,8;0;1257,6;4041
6983;20;11;0;1214,26;6101,92
6984;20;9,9;0;1176,65;3079,31
6985;20;9,1;0;1142,39;2215,27
6986;20;8,8;0;1110,15;1559,93
6987;20;8,1;0;1080,4;3705,72
6988;20;8,1;0;1052;3003,98
6989;20;8,6;0;1024,17;2153,74
6990;20;8,6;0,432388;995,921;1491,58
6991;20;11;0,404393;961,928;3874,89
6992;20;12,8;0,159552;925,934;738,76
6993;20;15,1;0,269504;893,727;1049,45
6994;20;16,3;0;848,193;406,758
6995;20;17;0;806,796;185,75
6996;20;18,3;0;762,097;88,3301
6997;20;19,5;0;717,212;40,3929
6998;20;20,5;0;674,795;15,7787
6999;20;19,2;0;644,848;8,34078
7000;20;18,2;0;620,308;6,02225
7001;20;15,7;0;602,943;8,41693
7002;20;13,5;0;588,606;12,4593
7003;20;12,2;0;573,405;15,4645
7004;20;10,9;0;560,909;19,3843
7005;20;9,8;0;550,642;23,662
7006;20;9,1;0;541,043;2052,05
7007;20;8,3;0;533,344;1932,41
7008;20;7,8;0;528,183;3133,38
7009;20;8,2;0;523,027;10773,9
7010;20;8,3;0;517,894;2925,02
7011;20;7,5;0;513,872;3160,46
7012;20;6,9;0;510,674;2763,57
7013;20;7,9;0;506,353;2026,37
7014;20;8,4;0;500,117;1573,82
7015;20;10,6;0;488,77;1343,04
7016;20;12,9;0;472,257;506,623
7017;20;14,4;0;459,519;1289,08
7018;20;15,3;0;447,753;1309,69
7019;20;15,3;0;434,122;491,719
7020;20;17,5;0;418,052;223,808
7021;20;17,9;0;403,685;115,856
7022;20;18,1;0;389,47;65,3045
7023;20;18;0;377,828;40,9887
7024;20;17,7;0;367,333;28,102
7025;20;17,1;0;357,957;441,092
7026;20;16,5;0;349,318;707,285
7027;20;16,7;0;338,085;304,227
7028;20;17,2;0;327,199;151,366
7029;20;16,7;0;317,632;733,831
7030;20;17,1;0;307,511;315,112
7031;20;17,3;0;298,079;156,029
7032;20;17,1;0;290,673;87,8192
7033;20;16,2;0;284,764;55,7275
7034;20;16,2;0;279,053;38,4074
7035;20;14,7;0;275,095;30,4073
7036;20;14,4;0;271,562;25,8828
7037;20;14,1;0;268,445;23,3699
7038;20;15,1;0;263,142;19,7036
7039;20;16,4;0;254,098;13,9681
7040;20;18,4;0;240,627;6,50619
7041;20;19,5;0;228,317;1,82521
7042;20;19,9;0;213,121;0
7043;20;20,5;0;195,39;0
7044;20;21;0;179,573;0
7045;20;21,2;0;166,461;0
7046;20;21,8;0;150,733;0
7047;20;21,1;0;143,057;0
7048;20;15,6;0;143,197;0
7049;20;12,4;0;145,87;0
7050;20;12,1;0;148,435;4,9099
7051;20;11,9;0;148,871;9,73646
7052;20;11,4;0;150,111;14,3599
7053;20;11,4;0;151,605;17,9221
7054;20;11,4;0;152,631;20,0729
7055;20;11,3;0;154,149;21,9156
7056;20;11,3;0;156,88;23,999
7057;20;10,8;0;160,24;26,1482
7058;20;9,8;0;164,427;28,7993
7059;20;9,4;0;168,871;30,982
7060;20;8,4;0;174,128;33,6524
7061;20;8,9;0;178,775;34,5848
7062;20;10,4;0;180,731;32,2006
7063;20;10,7;0;179,995;28,1929
7064;20;11,2;0;176,188;12243,7
7065;20;12,6;0;171,758;11126
7066;20;12,9;0;159,151;4297,78
7067;20;10,1;0;158,415;1222,06
7068;20;9,9;0;156,469;475,995
7069;20;11,6;0;149,445;220,095
7070;20;9,7;0;148,539;123,518
7071;20;8,3;0;154,396;2695,77
7072;20;7,7;0;160,43;5863,59
7073;20;7,8;0;166,594;3255,25
7074;20;7,5;0;172,58;2193,56
7075;20;7,4;0;176,187;4054,02
7076;20;7,6;0;179,89;2452,37
7077;20;7,1;0;184,271;3465,19
7078;20;6,8;0;188,375;1934,3
7079;20;7,1;0;1665,34;5401,4
7080;20;7,1;0;1843,58;2658,46
7081;20;6,8;0;2018,22;10505,2
7082;20;7;0;2187,74;3126,15
7083;20;7;0;2352,14;2100,96
7084;20;6,8;0;2511,49;7245,27
7085;20;6,9;0;2097,28;4438,93
7086;20;7,3;0;1508,38;2618,37
7087;20;7,7;0;1130,26;2366,16
7088;20;8,1;0;1024,68;4272,55
7089;20;9,3;0;981,015;823,393
7090;20;10,2;0;940,896;345,58
7091;20;10,6;0;903,623;779,416
7092;20;11,2;0;870,992;834,973
7093;20;11,6;0;838,426;797,184
7094;20;11,8;0;811,36;2896,11
7095;20;11,9;0;787,378;1478,81
7096;20;11,1;0;767,932;1491,9
7097;20;10,5;0;750,389;1558,52
7098;20;10;0;733,781;1454,55
7099;20;10,2;0;714,4;1367,94
7100;20;9,1;0;697,781;1524,6
7101;20;9,4;0;681,88;1389,15
7102;20;9,2;0;666,293;1353,45
7103;20;8,3;0;653,086;2532,46
7104;20;6,9;0;2323,89;2401,46
7105;20;6,1;0,967429;2307,79;4707,37
7106;20;5,4;2,52204;2176,17;2381,34
7107;20;4,8;4,42948;2642,07;3198,15
7108;20;4,7;6,54899;2135,74;4911,11
7109;20;5,1;8,74495;2238,36;7437,18
7110;20;5,5;10,6069;2396,64;3542,95
7111;20;7;11,3104;1270,81;10249,6
7112;20;9,4;12,0257;1227,17;1278,73
7113;20;10,8;13,2433;1187,23;1435,16
7114;20;11,7;14,1844;1147,42;1604,99
7115;20;13,1;14,3404;1105,36;4840,78
7116;20;14,6;14,2981;1063,71;646,184
7117;20;15,2;7,58667;1010,59;274,745
7118;20;15,3;3,91045;963,566;134,9
7119;20;14,8;2,23744;923,846;76,2645
7120;20;13,4;2,42162;893,77;52,6928
7121;20;11,5;3,38587;869,485;1775,99
7122;20;9,9;4,57768;847,969;4886,62
7123;20;8,6;5,40301;825,814;2264,09
7124;20;8,2;6,42989;805,695;2067,95
7125;20;7,7;7,66698;787,524;6497,52
7126;20;7,2;8,89636;770,157;4245,63
7127;20;6,8;10,374;754,659;2577,99
7128;20;6,4;12,3974;742,098;7497,69
7129;20;6;14,6485;2402,52;2660,73
7130;20;6;16,9541;2391,04;4703,45
7131;20;6,1;19,2834;2506,91;2569,04
7132;20;6,7;21,514;1994,77;5588,83
7133;20;6,3;23,8619;2773,19;2588,49
7134;20;6,1;25,8307;1391,31;5667,07
7135;20;7;27,1059;1842,65;3210,77
7136;20;9,9;27,6853;1181,98;4721,37
7137;20;12,2;28,6372;1142,33;1009,07
7138;20;14,2;147,001;1100,73;968,419
7139;20;15,2;48,4821;1057,23;392,044
7140;20;16,3;47,3563;1015,09;593,059
7141;20;17,3;36,6166;961,17;251,526
7142;20;17,4;28,7355;912,203;120,287
7143;20;17,1;24,6455;871,335;65,3078
7144;20;14,7;24,642;842,689;45,4156
7145;20;12,2;25,803;819,814;38,4031
7146;20;10,7;27,1905;799,48;6797,34
7147;20;9,9;27,8314;777,811;1130,37
7148;20;9;28,8391;758,796;6838,31
7149;20;8,3;30,1397;741,922;3464,25
7150;20;7,8;31,379;725,788;3316,82
7151;20;7;33,002;711,962;1903,89
7152;20;6,8;35,2222;700,71;3525,73
7153;20;6,4;37,658;690,741;2254,74
7154;20;6,3;40,1211;681,254;5774,42
7155;20;6,1;42,6356;2264,79;2185,67
7156;20;5,9;388,382;2445,95;3314,72
7157;20;6,1;444,023;1520,53;6967,71
7158;20;6,2;497,794;2472,71;3453,22
7159;20;7,3;549,323;1031,18;3814,33
7160;20;9,6;597,979;999,131;2408,26
7161;20;11,7;648,135;965,682;1373,52
7162;20;14,1;698,591;933,167;1152,22
7163;20;16,1;319,406;897,444;449,081
7164;20;17,6;308,89;862,356;209,283
7165;20;19;301,636;827,006;107,859
7166;20;18,9;284,415;783,752;53,6779
7167;20;17,1;272,198;748,379;30,7558
7168;20;14,9;267,308;724,588;24,8928
7169;20;13,1;264,488;705,607;3713,43
7170;20;12,2;261,872;688,149;1563,78
7171;20;10,8;258,31;670,051;2052,05
7172;20;10,3;255,283;653,864;2451,55
7173;20;9,5;252,839;639,761;1826,59
7174;20;8,9;250,395;626,394;2070,1
7175;20;8,6;248,419;614,522;1582,9
7176;20;7,7;247,699;605,941;3773,17
7177;20;7,9;247,077;597,754;2558,34
7178;20;7,9;246,46;589,844;10820
7179;20;7,4;246,043;2215,14;3738,37
7180;20;7,7;245,509;2191,18;2444,41
7181;20;9,3;244,347;2304,1;1872,86
7182;20;9,3;610,463;1913,59;1659,67
7183;20;10,1;268,462;862,105;1600,5
7184;20;14;261,086;825,787;580,076
7185;20;15;254,25;795,174;260,784
7186;20;15,6;245,082;762,444;131,831
7187;20;16,9;231,961;725,554;68,841
7188;20;17,6;214,577;686,743;34,5819
7189;20;17,7;202,001;653,07;18,234
7190;20;16,4;195,213;627,512;12,9014
7191;20;15,9;190,627;606,234;11,3443
7192;20;15;188,143;589,44;12,6235
7193;20;13,6;186,747;575,505;15,4576
7194;20;12,6;185,548;562,937;2050,06
7195;20;11,8;183,224;548,823;1298,19
7196;20;10,7;181,588;537,102;1697,81
7197;20;10,8;180,139;526,107;2091,81
7198;20;10;178,739;515,935;2247,72
7199;20;10,7;177,391;505,881;3391,61
7200;20;10,8;176,83;497,726;3538,89
7201;20;9,7;176,832;491,485;1995,53
7202;20;6,7;177,926;488,996;4669,53
7203;20;5,4;179,471;488,093;7498,65
7204;20;4,5;181,313;488,245;3165,22
7205;20;3,9;183,339;2130,95;3900,97
7206;20;3,7;184,694;2300,66;6226,58
7207;20;5,4;184,219;2459,08;2948,58
7208;20;8,9;182,408;1155,76;2906,53
7209;20;10,7;181,602;1518,11;3708,76
7210;20;11,5;179,359;929,053;951,779
7211;20;12,6;161,978;881,993;377,408
7212;20;12,3;151,312;845,02;182,619
7213;20;13,1;137,09;805,473;95,5349
7214;20;13,2;125,159;768,133;54,0536
7215;20;13,1;119,725;739,033;36,5288
7216;20;11,7;119,359;720,133;1476,31
7217;20;9,9;120,413;705,452;6200,52
7218;20;8,1;121,872;693,233;3222,43
7219;20;6,7;122,464;680,113;2386,91
7220;20;5,5;123,666;669,55;5689,25
7221;20;4,5;125,362;661,056;2510,9
7222;20;3,7;127,055;653,285;3395,97
7223;20;3,1;129,182;2319,39;4371,25
7224;20;2,1;132,367;2487,69;4321,23
7225;20;2,3;135,588;2650,14;4718,19
7226;20;3,1;138,491;2805,32;6374,23
7227;20;4,4;140,899;2952,28;3766,74
7228;20;5,3;142,956;3091,79;11178,6
7229;20;5,7;144,839;2823,37;3243,87
7230;20;6,2;145,845;1729,71;6945,52
7231;20;6,9;145,47;1410,92;2192,64
7232;20;7,9;141,504;1355,18;2492,08
7233;20;9,3;137,978;1304,6;3701,51
7234;20;10,3;135,532;1257,01;1304,04
7235;20;10,7;132,882;1210,4;2403,57
7236;20;11,5;129,089;1162,97;693,473
7237;20;12,4;124,064;1115,01;701,748
7238;20;13;117,159;1066,74;302,066
7239;20;12,9;116,132;1030,85;1342,1
7240;20;12,3;116,26;999,36;1724,96
7241;20;10,6;117,037;971,5;1920,16
7242;20;9,2;118,087;946,367;1744,33
7243;20;8,6;118,019;919,784;1445,7
7244;20;8,9;118,066;894,545;3112,35
7245;20;9,4;118,12;870,197;2684,89
7246;20;9,6;117,86;846,035;2944,69
7247;20;9;118,057;824,381;3716,53
7248;20;9,9;118,678;804,302;4820,68
7249;20;10,2;119,33;785,04;3342,07
7250;20;9,4;120,237;767,632;2729,49
7251;20;8,6;121,392;1579,23;2425,07
7252;20;8,2;506,313;2410,07;3458,18
7253;20;8;561,221;2067,98;7211,88
7254;20;7,6;614,566;1684,8;4687,1
7255;20;8,3;666,471;2019,94;6671,63
7256;20;9,3;717,493;1143,48;6587,34
7257;20;9,8;769,921;1082,99;4883,92
7258;20;10,1;821,389;2025,87;4825,08
7259;20;10,4;870,898;1007,56;1031,43
7260;20;10,8;430,801;965,968;940,973
7261;20;11,1;408,373;924,112;381,388
7262;20;11,1;402,573;897,343;1318,27
7263;20;10,5;389,145;864,84;973,108
7264;20;9,3;384,242;843,569;5216,96
7265;20;8,5;380,867;825,378;2899,83
7266;20;7,9;377,589;808,288;2130,54
7267;20;7,3;372,945;1104,89;6343,96
7268;20;7,2;368,729;1918,04;3660,31
7269;20;6,8;365,003;1454,06;2427,48
7270;20;6,5;361,167;2280,5;10424,9
7271;20;6,3;357,826;1374,77;10957,3
7272;20;6,1;355,581;1459,77;3204,35
7273;20;5,5;353,819;2556,38;7852,27
7274;20;4,7;352,425;2784,24;2625,66
7275;20;4,5;604,977;2914,2;3422,93
7276;20;5,1;824,316;1934,44;5955,25
7277;20;5,1;878,416;3068,55;2561,18
7278;20;4,7;931,158;2856,65;2260,4
7279;20;5,6;980,893;1478,6;3896,56
7280;20;7;1026,07;1419,08;6551,41
7281;20;7,2;1075,59;1373,53;2713
7282;20;8;1124,56;1498,83;2011,37
7283;20;9,1;663,577;1314,14;2050,14
7284;20;9,8;651,336;1269,79;2076
7285;20;10,2;639,322;1226,88;2222,61
7286;20;10,5;612,999;1173,78;726,937
7287;20;10,4;594,46;1128,97;1755,93
7288;20;8,8;585,149;1096,82;1934,43
7289;20;6,6;577,932;1069,97;3537,6
7290;20;5,1;571,349;2772,44;7922,1
7291;20;3,9;563,627;1965,7;2738,05
7292;20;3;556,831;2863,21;6668,54
7293;20;2,3;550,771;1936,83;7795,67
7294;20;2,1;544,602;1977,33;2968,23
7295;20;1,5;999,778;2960,21;3198,2
7296;20;1;1061,96;3339,95;12285,9
7297;20;0,5;1115,75;2991,57;8820,97
7298;20;0,5;1168,74;2874,63;5611
7299;20;0,2;1221,08;3625,07;4408,43
7300;20;0;1272,67;3642,16;9015,15
7301;20;-0,3;1323,55;3762,01;9126,14
7302;20;-0,2;1372,35;2392,69;6802,47
7303;20;0,7;1418,49;2547,82;6558,8
7304;20;3,4;1461,75;2684,58;2773,27
7305;20;6,8;1503,71;1905,31;2832,77
7306;20;8,9;1541,91;1829,18;1745,68
7307;20;9,7;1111,23;1743,31;1003,15
7308;20;10,5;1006,94;1663,58;403,739
7309;20;11,2;969,462;1586,31;193,647
7310;20;11,8;934,156;1513,59;1341,13
7311;20;11,7;906,729;1450,42;1148,93
7312;20;9,7;888,662;1401,65;9827,81
7313;20;8,1;872,747;1358,32;3005,83
7314;20;6,6;857,784;1318,84;6982,28
7315;20;5,5;841,767;1279,24;3456,4
7316;20;4,8;826,901;1243,17;10939,6
7317;20;4;813,13;1210,45;2911,14
7318;20;3,2;799,768;1179,74;3844,8
7319;20;2,3;787,62;1152,43;4531,41
7320;20;2,3;776,918;1128,31;4638,42
7321;20;2,2;766,762;2376,36;4744,07
7322;20;2,5;756,709;2932,49;5360,17
7323;20;2,3;747,01;3078,23;5404,88
7324;20;2,2;737,603;2538,81;5506,35
7325;20;2,6;728,226;2168,3;6557,04
7326;20;3,2;717,82;1925,9;7768,03
7327;20;4,7;705,823;1987,81;3945,63
7328;20;8,6;688,901;1525,46;1086,54
7329;20;11,3;673,818;1465,76;1843,05
7330;20;14,4;657,019;1403,3;628,114
7331;20;15,8;630,917;1333,43;269,066
7332;20;16,8;602,896;1265,34;128,401
7333;20;16,9;581,405;1204,44;67,9453
7334;20;16,6;563,171;1150,01;39,7778
7335;20;15,9;549,974;1104,91;28,3346
7336;20;14,8;539,315;1066,07;24,2237
7337;20;12,6;530,535;1032,55;3714,09
7338;20;11,3;522,334;1001,96;2280,97
7339;20;9,6;513,306;971,706;2522,87
7340;20;8,4;505,367;945,065;2216,24
7341;20;7,8;498,143;920,889;1819,96
7342;20;7,8;490,758;897,148;5605,91
7343;20;7,9;483,855;874,962;4071,04
7344;20;7,7;478,214;855,864;2433,33
7345;20;7,6;472,945;838,064;4972,03
7346;20;6,8;468,159;822,057;2951,56
7347;20;5,7;463,975;808,149;7791,95
7348;20;4,7;460,334;796,097;2615,31
7349;20;4,5;456,852;784,753;3420,59
7350;20;4,3;452,665;772,498;5955,2
7351;20;5,2;447,467;1599,25;2658,24
7352;20;8,6;440,691;922,649;2680
7353;20;11,1;434,645;1852,08;4449,3
7354;20;12,6;427,84;875,508;2056,17
7355;20;13,9;419,26;844,838;659,843
7356;20;14,8;410,883;815,19;738,267
7357;20;15,6;386,728;774,296;306,182
7358;20;15,3;368,834;739,119;148,287
7359;20;14,3;359,931;714,149;86,2071
7360;20;11,9;355,443;697,023;1636,12
7361;20;10,7;351,853;682,184;1528,87
7362;20;9,9;348,453;668,528;1506,36
7363;20;9,6;343,585;652,659;1634,17
7364;20;8,8;339,443;638,961;6022,75
7365;20;7,7;336,078;627,591;2241,98
7366;20;7,4;332,599;1775,44;6223,42
7367;20;7,2;329,602;2088,33;3303,96
7368;20;6,9;327,709;2389,99;2205,32
7369;20;6,9;326,035;1459,64;4511,73
7370;20;7,1;324,301;1515,46;2527,45
7371;20;7,4;322,465;1908,01;10360,7
7372;20;7,5;320,619;2411,58;3320,3
7373;20;8,3;318,467;1960,54;2714,88
7374;20;8,6;315,435;1230,89;3118,85
7375;20;9,3;311,417;1355,57;3793,61
7376;20;10,5;305,998;1089,23;971,598
7377;20;11,9;296,418;1046,74;1020,9
7378;20;12,3;290,351;1009,75;1041,71
7379;20;13;281,491;969,076;1367,97
7380;20;14,1;272,091;929,411;494,388
7381;20;14,5;266,006;894,855;230,36
7382;20;13,1;261,845;866,39;975,658
7383;20;12,6;258,236;840,555;2126,49
7384;20;11,8;256,245;818,557;2786,96
7385;20;11,1;254,512;798,037;2910,2
7386;20;11;252,639;778,08;2033,97
7387;20;10,6;249,411;756,26;1603,26
7388;20;10,5;246,546;736,051;1839,93
7389;20;10,5;243,947;717,13;3442,98
7390;20;10,5;241,114;698,413;979,182
7391;20;10,4;238,679;681,228;1187,51
7392;20;10,3;237,183;666,636;2074,66
7393;20;10,5;235,804;856,418;2958,19
7394;20;10,3;234,526;2102,34;2607,58
7395;20;10,3;233,269;1074,84;1863,07
7396;20;10,4;231,988;1278,79;1874,92
7397;20;10,7;230,61;1465,41;2281,35
7398;20;10,2;228,708;1143,78;2299,3
7399;20;10,1;226,455;1841,09;2827,92
7400;20;10;224,504;1103,89;1935,01
7401;20;8,9;222,756;1550,61;1979,78
7402;20;8,6;220,748;1234,18;1624,13
7403;20;9,1;216,812;938,859;1957,43
7404;20;9,8;211,438;906,647;1275,69
7405;20;9,5;205,541;875,387;3940,51
7406;20;9,9;194,382;839,713;751,533
7407;20;9,1;191,168;816,644;1463,05
7408;20;7;192,419;802,261;3021,87
7409;20;6;193,739;2514,56;7714,27
7410;20;5,9;194,869;2209,39;2811,2
7411;20;6,1;194,438;1849,67;6642,17
7412;20;5,5;194,48;1293,21;8000,27
7413;20;5,9;194,559;1464,57;3375,78
7414;20;6,2;194,249;1818,22;7484,04
7415;20;6,4;194,153;1690,68;4121,7
7416;20;6;195,018;1594,62;2530,33
7417;20;5,5;196,212;2835,73;3688,61
7418;20;5,3;197,454;2181,93;11010,6
7419;20;5,5;198,592;1751,56;2920,8
7420;20;5,3;628,721;2416,26;4844,26
7421;20;5,5;683,906;1803,48;2499,61
7422;20;5,6;737,811;1614,13;3961,89
7423;20;5,9;790,477;2560,81;2396,52
7424;20;6,5;839,559;1453,01;3093,63
7425;20;7,2;886,282;1400,6;3256,77
7426;20;7,9;451,897;1344,93;934,503
7427;20;7,6;442,179;1297,56;4315,72
7428;20;7,8;433,552;1252,88;2654,94
7429;20;7,7;426,131;1211,86;1875,39
7430;20;7,7;419,308;1173,58;1730,09
7431;20;7,5;414,053;1139,88;5409,73
7432;20;7,3;410,537;2725,56;2660,83
7433;20;7,3;407,048;2150,95;2727,25
7434;20;7,3;852,112;2290,55;6908,44
7435;20;7,2;905,519;1311,36;7013,33
7436;20;7,2;864,736;1311,78;2960,1
7437;20;7;703,497;1481,82;3570,88
7438;20;6,8;721,287;1856,22;2554,33
7439;20;6,7;759,071;1660,85;6752,14
7440;20;6,7;1100,53;1840,33;3411,97
7441;20;6,6;1150,37;2444,49;2146,35
7442;20;6,5;1199,46;2721,83;3530,51
7443;20;6,2;1247,91;1732,85;2172,33
7444;20;6,2;1295,52;1731,96;3311,2
7445;20;6,3;1342,22;1758,46;7070,77
7446;20;6,3;1386,93;2525,15;3810,7
7447;20;6,4;888,315;2071;2363,87
7448;20;6,6;871,268;2111,96;10304,1
7449;20;6,6;890,189;2543,04;2931,33
7450;20;7,3;853,269;1422,86;2142,05
7451;20;7,9;832,933;1370,96;2578,29
7452;20;8,1;812,022;1320,33;4465,99
7453;20;8,2;794,678;1276,14;2691,63
7454;20;7,9;778,718;1235,69;3085,28
7455;20;6,9;765,118;2326,11;2357,22
7456;20;6,4;753,494;2276,66;3989,96
7457;20;5,7;742,384;2523,63;7186,47
7458;20;5,7;731,293;1594,61;3107,22
7459;20;5,5;718,623;1816,39;6915,89
7460;20;5,3;706,719;2081,88;3220,69
7461;20;5,1;864,246;1732,09;10779,5
7462;20;4,9;1184,98;2534,12;3012,81
7463;20;4,9;1224,11;1794,47;5941,09
7464;20;4,8;1287,95;1710,78;2559,17
7465;20;4,9;1335,6;3171,08;3406,78
7466;20;4,6;1382,56;2319,89;3314,48
7467;20;4,9;1428,44;2341;4108,37
7468;20;4,8;1473,48;2599,53;3163,07
7469;20;4,7;1517,67;2186,67;4984,18
7470;20;4,8;1559,74;1767,07;2527,23
7471;20;4,6;1243,14;2757,32;3626,6
7472;20;5;1023,95;1659,44;2192,2
7473;20;5,3;1000,95;1840,99;4441,87
7474;20;5,5;979,259;2242,9;2620,43
7475;20;5,9;955,618;1515,94;2328,58
7476;20;6,3;935,502;1464,99;2481,82
7477;20;6,8;912,836;1411,92;2120,54
7478;20;6,9;893,229;1364,7;1869,6
7479;20;6,8;876,006;1654,2;2551,52
7480;20;6,4;861,025;2268,53;3954,26
7481;20;6,4;846,654;1738,15;2306,65
7482;20;6,5;832,346;1959,42;2282,27
7483;20;5,9;816,714;1532,39;5505,7
7484;20;6;801,804;1523,97;2679,71
7485;20;5,8;787,678;1621,3;7527,05
7486;20;5,3;773,822;2149,42;2775,91
7487;20;5,3;760,732;2130,38;5879,57
7488;20;5,2;749,159;1823,8;2646,85
7489;20;4,8;1217,18;2275,06;3486,46
7490;20;5;1280,19;1767,38;6144,09
7491;20;5,1;1327,86;2324,93;2697,33
7492;20;5,1;1374,66;1802,09;3728,85
7493;20;5,5;1420,34;2588,04;11021,6
7494;20;6,2;1463,58;2307,72;3438,09
7495;20;6,5;955,859;2201,52;2322,36
7496;20;6,5;936,889;1603,17;7333,48
7497;20;7,1;917,109;1607,58;3240,43
7498;20;7,6;897,319;1623,06;2475,38
7499;20;8;874,69;1422,76;2574,84
7500;20;8,1;855,236;1372,67;2595,28
7501;20;8,2;837,408;1326,99;2234,31
7502;20;8,3;820,946;1285,04;7011,97
7503;20;8,1;805,525;2102,26;2758,45
7504;20;7,7;792,126;2147,63;2698,99
7505;20;7,8;778,914;2405,89;2012,26
7506;20;7,6;765,887;1642,14;4392,51
7507;20;7,5;751,273;1471,67;2886,89
7508;20;7,4;737,444;1973,69;2213,43
7509;20;7,3;724,302;1449,76;6546,21
7510;20;7,1;711,258;1330,58;4256,28
7511;20;6,6;699,195;1552,11;2473,52
7512;20;6,4;688,642;1847,81;5713,47
7513;20;6,8;678,381;1485,7;2721,36
7514;20;7;1170,03;1691,19;10525
7515;20;6,6;1219,35;1532,89;3761,79
7516;20;6,1;1267,52;1752,34;10612,5
7517;20;6,2;1314,78;2150,98;2984,29
7518;20;6,4;1043,69;2316,11;6782,24
7519;20;6,4;845,45;2512,36;3751,75
7520;20;6,6;828,775;1572,6;2553,07
7521;20;6,9;810,902;1451,19;2228,38
7522;20;7,4;792,43;1353,35;1921,99
7523;20;7,8;774,678;1306,2;1793,16
7524;20;7,9;757,25;1261,05;2527,93
7525;20;7,9;741,926;1220,8;2447,03
7526;20;7,9;727,309;1854,83;1947,44
7527;20;7,7;714,899;2557,84;7294,16
7528;20;7,2;704,54;2622,26;2732,66
7529;20;7;694,062;1515,36;10529,3
7530;20;6,9;683,638;2842,95;3130,56
7531;20;6,4;671,792;2399,8;2395,65
7532;20;6,2;660,681;1837,05;5468,18
7533;20;6,1;650,167;2192,29;2563,35
7534;20;5,8;1093,47;1508,63;7580,51
7535;20;5,6;1083,38;2219,86;2914,35
7536;20;6;1203,03;2780,4;3530,97
7537;20;6,2;1251,42;2315,28;7558,2
7538;20;6,1;1299,04;2327,28;2671,11
7539;20;5,5;1346,14;1809,83;4206,05
7540;20;5,8;1392,19;1711,9;2450,07
7541;20;5,7;1437,41;1734,8;3608,11
7542;20;5,9;993,711;2621,9;2187,7
7543;20;5,9;934,684;1559,75;3697,15
7544;20;7,6;913,074;1473,65;4866,33
