Hour;Set_T;Temp;SFH15_kWh;SFH45_kWh;SFH100_kWh
1899;20;6,6;9,33687;1812,41;2969,3
1900;20;7,5;11,3641;1992,54;3315,09
1901;20;7,1;13,5346;2162,64;2314,48
1902;20;8,2;15,0769;1993,02;1705,07
1903;20;9,7;14,8701;722,521;5581,27
1904;20;10,9;13,6372;696,09;793,052
1905;20;11,9;12,0008;669,545;335,664
1906;20;12,6;9,83516;642,059;635,715
1907;20;14;6,57467;610,605;273,048
1908;20;15,1;2,96635;579,087;131,249
1909;20;15,3;0,35569;549,184;68,0432
1910;20;15,1;0;525,143;39,8941
1911;20;14,7;0;507,16;27,9868
1912;20;14;0;492,379;22,8073
1913;20;13,2;0;480,758;21,6386
1914;20;12,5;0,00576785;471,791;1233,79
1915;20;11,8;0,192785;461,275;2446,14
1916;20;11,7;0,523865;451,753;1384,78
1917;20;11,5;0,992304;443,197;1997,2
1918;20;11;1,48798;434,993;3313,59
1919;20;10,1;2,24189;428,672;3517,9
1920;20;10;3,38692;424,259;2672
1921;20;8,7;4,8953;421,786;2921,18
1922;20;8;6,62445;420,162;2323,94
1923;20;7,2;8,5917;419,473;3309,38
1924;20;7;10,6848;418,992;10378,5
1925;20;6,7;12,9125;2023,59;2943,92
1926;20;6,7;14,7719;2191,34;3103,07
1927;20;7,2;14,8984;667,093;3797,23
1928;20;7,7;13,2846;643,857;969,516
1929;20;8,8;14,1516;629,104;1536,95
1930;20;10,3;15,0906;1193,6;1963,42
1931;20;11,6;8,70781;635,995;665,012
1932;20;12,3;4,40418;606,104;285,723
1933;20;12,3;1,7949;579,278;142,275
1934;20;12,2;0;553,284;78,1579
1935;20;11,9;0;535,977;52,0404
1936;20;10,9;0,125174;525,991;1406,29
1937;20;9,5;1,03893;519,318;2919,18
1938;20;8,3;2,33115;513,964;1748,06
1939;20;7,5;3,34593;506,778;6992,2
1940;20;6,8;4,64128;501,161;2799,62
1941;20;6,6;6,13538;496,357;2033,79
1942;20;6,6;7,5746;1714,89;2721,62
1943;20;6,6;9,20579;1996,75;10177,5
1944;20;6,5;11,3321;2385,68;2781,59
1945;20;5,9;13,7399;2514,05;5881,87
1946;20;5,5;16,3041;2499,81;2546,78
1947;20;5,9;18,845;2015,94;4036,63
1948;20;6,5;21,2999;2648,79;2413,41
1949;20;6,4;23,8127;2012,7;4569,09
1950;20;6,6;25,855;1424,87;2538,84
1951;20;7;26,493;1214,11;3722,68
1952;20;7,3;26,0073;1170,14;1040,52
1953;20;8,1;22,4594;1120,62;888,174
1954;20;9,6;15,324;1065,3;360,112
1955;20;11;8,14386;1011,25;170,181
1956;20;11,1;5,42926;967,897;94,2777
1957;20;12;2,94274;925,652;56,1378
1958;20;12,9;0,6907;885,052;35,144
1959;20;13,6;0;844,844;21,9606
1960;20;13,7;0;813,913;18,1632
1961;20;13,2;0;788,711;952,039
1962;20;11,9;0;767,872;1644,28
1963;20;10,5;0,174927;746,914;2076,31
1964;20;9,2;0,746222;729,075;2016,4
1965;20;9,1;1,5261;712,533;1842,95
1966;20;9,7;2,23003;695,304;2663,37
1967;20;10;3,0493;679,018;3669,2
1968;20;9,2;4,37756;666,173;2567,53
1969;20;9;5,9001;654,422;2143,09
1970;20;8,9;7,5203;643,238;1730,83
1971;20;8,7;9,24414;632,717;7059,61
1972;20;8,8;11,0073;622,453;3184,16
1973;20;8,8;12,8172;612,562;2462,63
1974;20;9,3;14,1712;600,905;2117,02
1975;20;9,7;14,4842;585,582;2327,56
1976;20;10,5;14,5728;569,958;780,684
1977;20;11;15,2022;556,841;1126,15
1978;20;11,2;15,2447;542,354;3920,33
1979;20;11,4;14,7583;526,556;3613,82
1980;20;11,6;14,0986;510,773;4999,93
1981;20;11,8;13,7513;496,449;1838,71
1982;20;12;13,6954;483,493;1419,04
1983;20;12,4;13,6737;470,84;1243,3
1984;20;12,3;14,1978;460,426;5572,98
1985;20;11,4;15,0407;451,869;1521,35
1986;20;10;16,6312;446,673;10161,3
1987;20;9;17,658;1239,72;1266,01
1988;20;7,9;19,0704;1406,14;2326,09
1989;20;8,3;20,5177;1675,27;2674,08
1990;20;9,9;21,4449;1614,58;3149,6
1991;20;9,5;22,6351;1346,08;2886,3
1992;20;9,3;24,3769;1072,08;2389,86
1993;20;9,1;26,2757;1025,01;2015,85
1994;20;9,1;28,1805;1720,11;1698,48
1995;20;9;30,1135;1754,1;2214,55
1996;20;9;32,0486;2302,55;1891,67
1997;20;8,8;34,0331;2323,31;3350,65
1998;20;8,9;35,5001;1423,16;4380,54
1999;20;8,9;35,6922;1021,07;1097,7
2000;20;9,5;33,1648;979,508;1028,25
2001;20;10,3;28,2222;935,266;408,557
2002;20;11,6;27,971;902,766;1616,97
2003;20;12,4;17,6432;853,465;575,003
2004;20;13,2;9,62005;810,903;250,818
2005;20;13,7;3,34756;770,121;122,85
2006;20;14,1;0;731,093;64,5916
2007;20;13,4;0;706,615;44,2399
2008;20;11,5;0,342644;690,364;38,4644
2009;20;10,3;1,19838;676,121;4709,03
2010;20;9,7;2,31746;663,173;2941,76
2011;20;9,6;3,01417;647,732;2876,2
2012;20;9;3,93409;634,189;2654,88
2013;20;8,5;5,06342;622,215;2249,09
2014;20;8,1;6,18665;610,621;1901,28
2015;20;7,4;7,60677;600,932;7277,79
2016;20;7,2;9,51987;593,559;7810
2017;20;6,6;11,7067;587,506;3118,98
2018;20;6,3;14,0275;582,014;10746,9
2019;20;6,1;16,4543;576,924;3007,24
2020;20;6,1;18,9354;2209,52;7709,17
2021;20;6;21,4845;2375,37;2810
2022;20;6,3;23,5169;1786,07;10553,5
2023;20;7,2;23,4687;873,362;1326,5
2024;20;8,1;20,6622;837,862;2381,1
2025;20;9,5;22,1078;816,656;1585,58
2026;20;10,7;23,0387;793,863;1580,01
2027;20;11,4;16,3762;752,976;564,86
2028;20;12,1;10,0708;714,82;247,524
2029;20;13,4;3,56724;673,991;117,816
2030;20;12,7;2,15629;646,486;68,2304
2031;20;13,2;0;614,173;38,2384
2032;20;12,5;0;587,982;25,2114
2033;20;11,1;0;573,406;24,801
2034;20;9,6;0;564,309;3726,33
2035;20;8,6;0,150793;554,068;4997,35
2036;20;7,4;0,893092;546,162;2697,34
2037;20;6,3;2,04486;540,262;6897,25
2038;20;5,2;3,42172;535,324;3217,58
2039;20;5,2;5,05216;531,112;10778,2
2040;20;4,4;7,3199;529,646;2772,75
2041;20;3,8;9,9337;529,24;3347,12
2042;20;3,1;12,8259;2169,53;3942,92
2043;20;2,8;15,9055;2341,74;4115,42
2044;20;2,5;19,1555;2508,8;4591,12
2045;20;2,2;22,5639;2670,64;4651,23
2046;20;3,1;25,2751;2822,26;8158,52
2047;20;6,6;26,083;2956,6;9783,51
2048;20;8,6;26,4341;1256,09;1200,7
2049;20;10;27,6334;1213,86;1355,41
2050;20;11,3;28,4112;1171,76;2016,73
2051;20;12,9;28,2894;1127,52;3511,16
2052;20;13,8;19,0718;1071,2;644,003
2053;20;15;11,0022;1015,85;272,433
2054;20;16,3;4,63852;961,13;127,535
2055;20;16,5;0,884699;910,783;64,2135
2056;20;17,1;0;866,394;34,6405
2057;20;16,9;0;830,491;22,3791
2058;20;15,2;0;803,389;19,8611
2059;20;13,8;0;776,599;18,6122
2060;20;12,4;0;753,391;19,7022
2061;20;9,9;0,0780506;734,881;23,7309
2062;20;8,3;0,662795;718,619;1630,17
2063;20;7,4;1,62825;704,796;4282,15
2064;20;6,6;3,17394;694,315;2383,57
2065;20;6,2;5,04078;685,076;4061,24
2066;20;5,4;7,2049;677,176;7318,98
2067;20;5;9,58193;670,054;3132,57
2068;20;4,8;12,1153;663,409;7940,66
2069;20;6,5;14,3973;654,813;5540,8
2070;20;7,9;15,91;642,661;3182,32
2071;20;10;16,3937;626,099;5446,21
2072;20;12,1;16,4027;607,447;1128,09
2073;20;14,2;16,8213;590,103;445,322
2074;20;15,8;16,7397;570,914;790,958
2075;20;17,3;15,8676;548,988;331,121
2076;20;18,4;7,29539;515,593;148,735
2077;20;19,3;0,930911;482,368;68,8236
2078;20;19,4;0;450,431;30,278
2079;20;18,9;0;425,202;13,7756
2080;20;17,5;0;402,118;5,59803
2081;20;16,6;0;387,667;4,76812
2082;20;14,2;0;380,039;8,49921
2083;20;14,4;0;370,195;10,1138
2084;20;12,7;0;363,059;13,4065
2085;20;12,2;0;357,091;16,5566
2086;20;11,3;0;351,804;19,5371
2087;20;9,4;0;349,301;10130,5
2088;20;7,8;0;350,131;2687,12
2089;20;6,7;0;352,415;4043,93
2090;20;6,3;0;355,027;2799,99
2091;20;5,5;0,086956;358,4;4891,84
2092;20;5;1,42426;362,18;7556,54
2093;20;4,6;3,28733;366,245;3174,94
2094;20;5,4;4,90952;367,529;10567,5
2095;20;9,1;5,53887;362,566;1328,57
2096;20;11,6;5,71073;354,745;1138,83
2097;20;13,6;6,09568;347,246;893,575
2098;20;15,3;5,7364;336,298;366,159
2099;20;16,4;0,0485695;311,371;163,133
2100;20;17,7;0;289,662;78,0912
2101;20;18,5;0;268,111;36,3522
2102;20;19,3;0;246,449;13,7343
2103;20;19,5;0;226,684;2,46574
2104;20;19,5;0;210,755;0
2105;20;18,6;0;201,207;0
2106;20;14,7;0;199,324;0,81543
2107;20;13,1;0;196,994;4,88152
2108;20;11,2;0;196,949;10,9678
2109;20;10,3;0;198,079;17,0778
2110;20;9;0;199,972;22,8189
2111;20;8;0;203,232;28,3599
2112;20;7,3;0;208,42;3040,16
2113;20;6,7;0;214,316;4443,67
2114;20;6;0;220,734;3030,31
2115;20;5,3;0;227,666;5949,33
2116;20;5,2;0;234,503;2560,04
2117;20;4,8;0;1752,04;3465,85
2118;20;5,8;0;1927,88;2095,23
2119;20;10,2;0;866,453;1098,34
2120;20;12,5;0;548,477;995,77
2121;20;14;0;532,371;1259,26
2122;20;15,5;0;514,302;475,605
2123;20;16,5;0;480,728;205,122
2124;20;17,7;0;450,876;96,6333
2125;20;18,3;0;421,595;45,4911
2126;20;19;0;392,991;18,8704
2127;20;19,3;0;366,744;5,33952
2128;20;19,4;0;344,372;0
2129;20;18,4;0;329,346;0
2130;20;15,1;0;323,06;1,75915
2131;20;13,3;0;316,52;5,7192
2132;20;11,9;0;312,145;10,9282
2133;20;11;0;309,217;16,2325
2134;20;9,4;0;307,588;21,7364
2135;20;8,8;0;307,144;26,602
2136;20;7,7;0;309,337;6669,79
2137;20;7,3;0;312,154;7104,07
2138;20;6,7;0;315,493;3848,61
2139;20;6,1;0;319,342;7259,78
2140;20;5,6;0;323,576;7011,66
2141;20;5,8;0;327,429;3075,39
2142;20;7,7;0;326,609;2091,04
2143;20;10,8;0;314,669;711,934
2144;20;13,6;0;302,693;305,729
2145;20;16,2;0;290,882;149,975
2146;20;18;0;264,815;66,8072
2147;20;18,7;0;242,317;28,9358
2148;20;19,7;0;220,925;9,09206
2149;20;20,3;0;201,616;0,0606908
2150;20;20,2;0;184,864;0
2151;20;20,2;0;169,208;0
2152;20;20,1;0;155,524;0
2153;20;19;0;147,27;0
2154;20;16,7;0;145,037;0
2155;20;14,2;0;143,409;0
2156;20;14,7;0;141,747;1,13386
2157;20;14,4;0;140,696;4,46304
2158;20;14,1;0;139,518;7,55366
2159;20;13,4;0;139,424;11,0118
2160;20;12,7;0;141,181;15,2121
2161;20;11,9;0;143,846;19,3551
2162;20;12;0;146,342;22,0632
2163;20;10,3;0;150,3;26,0075
2164;20;9,4;0;154,974;29,7581
2165;20;10,3;0;158,701;30,9241
2166;20;11,6;0;158,98;28,0025
2167;20;12;0;155,894;23,176
2168;20;12,5;0;148,808;16,3886
2169;20;13,2;0;142,264;11,7016
2170;20;13;0;134,606;7,74152
2171;20;12,2;0;131,582;8,67211
2172;20;11,6;0;130,503;10,9535
2173;20;11;0;131,07;16624,8
2174;20;10,1;0;132,915;2302,17
2175;20;9,9;0;135,392;775,836
2176;20;9,8;0;137,976;1342,69
2177;20;9,4;0;141,526;3708,44
2178;20;8,9;0;146,412;2374,52
2179;20;8,5;0;149,606;3012,2
2180;20;8,4;0;153,177;2710,73
2181;20;7,8;0;157,5;2171,37
2182;20;7,8;0;161,288;1737,62
2183;20;7,6;0;165,605;5340,02
2184;20;7;0;1460,29;2646,44
2185;20;6,6;0;1718,71;7606,32
2186;20;6,6;0;1896,73;6040,06
2187;20;6,4;0;2070,61;2915,8
2188;20;6,3;0;2239,74;7682,75
2189;20;6,8;0;2402,79;2932,26
2190;20;7,2;0;2557,35;2062,54
2191;20;8,1;0;960,514;3315,04
2192;20;9,4;0;924,303;2778,93
2193;20;10,6;0;891,999;1675,15
2194;20;12,2;0;854,111;580,436
2195;20;13,6;0;808,029;249,571
2196;20;14,4;0;764,775;119,916
2197;20;14,4;0;726,702;63,5927
2198;20;14,8;0;689,411;34,23
2199;20;14,9;0;653,164;17,7744
2200;20;14,1;0;630,261;15,0587
2201;20;13,3;0;612,42;16,0294
2202;20;12,5;0;598,001;18,6884
2203;20;12;0;582,352;19,9028
2204;20;11,6;0;568,336;5589,24
2205;20;10,5;0;556,623;4471,42
2206;20;8,8;0;546,862;2692,84
2207;20;7,7;0;539,373;5242,13
2208;20;7;0;534,658;2090,84
2209;20;6,1;0;531,498;3576,45
2210;20;6;0;528,528;7122,95
2211;20;6,4;0;525,133;3258,74
2212;20;6,2;0;522,058;7056,25
2213;20;5,8;0;519,527;3083,8
2214;20;7,6;0;511,718;2786,04
2215;20;10,3;0;495,052;841,551
2216;20;11,8;0;477,398;1087,19
2217;20;13,4;0;463,078;4575,88
2218;20;14,9;0;448,911;590,27
2219;20;16,2;0;419,506;248,317
2220;20;17,3;0;393,653;116,507
2221;20;18,2;0;367,471;55,42
2222;20;18,6;0;341,992;24,5617
2223;20;18,4;0;324,183;12,4417
2224;20;16,9;0;315,421;10,921
2225;20;15,6;0;308,031;11,1377
2226;20;14,1;0;303,255;13,4887
2227;20;13,3;0;297,31;14,8856
2228;20;11,9;0;293,479;17,7359
2229;20;11;0;291,057;20,9926
2230;20;10,4;0;288,842;1374,68
2231;20;9,3;0;288,345;6005,72
2232;20;8,2;0;290,451;3258,92
2233;20;7,5;0;293,493;2282,79
2234;20;6,9;0;297,047;5580,88
2235;20;6,5;0;300,887;2586,52
2236;20;6,1;0;305,005;4684,28
2237;20;5,8;0;309,288;2467,22
2238;20;6,9;0;309,578;6369,84
2239;20;9,9;0;301,944;951,275
2240;20;12,2;0;293,971;980,985
2241;20;14,4;0;285,704;396,592
2242;20;16,2;0;275,064;187,81
2243;20;17,1;0;251,175;85,9515
2244;20;17,4;0;232,456;41,8101
2245;20;17,7;0;214,662;18,9472
2246;20;17,8;0;198,942;7,31927
2247;20;17,8;0;183,444;0,814388
2248;20;17,7;0;169,979;0
2249;20;15,9;0;163,132;0
2250;20;13,9;0;162,806;1,90914
2251;20;12,5;0;162,03;6,5843
2252;20;11,8;0;162,29;11,6672
2253;20;12,5;0;162,191;14,9311
2254;20;11,5;0;162,582;18,1369
2255;20;9,3;0;165,43;4674,94
2256;20;7,4;0;171,251;2353,59
2257;20;6,4;0;178,127;4622,85
2258;20;6;0;185,217;2454,49
2259;20;5,6;0;192,517;3609,44
2260;20;6,3;0;198,959;2188,54
2261;20;6,6;0;204,94;3540,7
2262;20;9,3;0;205,761;3886,4
2263;20;10,9;0;202,316;988,415
2264;20;11,7;0;198,434;1767,09
2265;20;12,7;0;196,388;1124,82
2266;20;13,3;0;193,364;1073,04
2267;20;14,2;0;1666,48;411,916
2268;20;15,1;0;406,888;186,939
2269;20;15,3;0;330,14;92,4136
2270;20;15,4;0;309,608;47,5463
2271;20;15,4;0;291,123;25,1758
2272;20;14,9;0;277,178;15,507
2273;20;13,9;0;268,944;13,5415
2274;20;12,8;0;266,42;16,5085
2275;20;11,4;0;263,551;19,2159
2276;20;10,5;0;262,112;22,4145
2277;20;8,5;0;263,096;1629,07
2278;20;7,9;0;264,17;6953,06
2279;20;6,7;0;266,923;5892,75
2280;20;6,8;0;270,899;3045,28
2281;20;6,2;0;1795,92;4211,22
2282;20;5,8;0;1973,63;2835,34
2283;20;5;0;2147,74;4247,35
2284;20;4,5;0;2317,57;11120,2
2285;20;3,8;0;2483,19;2725,57
2286;20;5,6;0;2635,8;5559,34
2287;20;9,6;0;1086,67;1173,8
2288;20;10,8;0;1021,37;1575,87
2289;20;11,6;0;985,934;1129,46
2290;20;12,3;0;951,081;917,916
2291;20;13,3;0;899,971;363,271
2292;20;14,1;0;853,981;168,941
2293;20;14,2;0;810,047;85,5933
2294;20;14,6;0;767,691;44,9749
2295;20;14,6;0;728,953;24,6094
2296;20;14;0;696,284;15,7405
2297;20;13,1;0;671,854;14,4196
2298;20;12,1;0;655,437;18,0012
2299;20;11,2;0;638,433;20,4424
2300;20;10,7;0;623,276;2182,81
2301;20;10,4;0;609,513;3003,67
2302;20;10,4;0;595,724;3685,84
2303;20;9,8;0;583,816;3776,35
2304;20;9,2;0;574,797;2592,34
2305;20;8,4;0;567,416;2064,53
2306;20;7,9;0;560,893;7333,08
2307;20;7,3;0;555,304;2865,92
2308;20;6,7;0;550,615;6846,25
2309;20;5,8;0;547,149;2914,43
2310;20;6,5;0;540,064;1983,22
2311;20;7,7;0;529,771;1863,16
2312;20;9;0;518,214;1968,62
2313;20;10,3;0;508,827;2226,78
2314;20;12,1;0;497,456;1456,02
2315;20;13,7;0;469,04;528,055
2316;20;15,4;0;443,422;230,907
2317;20;17,3;0;416,489;108,989
2318;20;18,1;0;389,386;51,9919
2319;20;18,4;0;364,345;23,9148
2320;20;17,9;0;343,981;11,2901
2321;20;17,5;0;329,144;6,78929
2322;20;14,8;0;322,687;9,35696
2323;20;12,6;0;316,858;12,7557
2324;20;10,8;0;313,593;17,5991
2325;20;9,7;0;311,949;22,5972
2326;20;8,7;0;310,915;26,9606
2327;20;8,4;0;310,721;2176,01
2328;20;7,4;0;313,062;3986,93
2329;20;6,2;0;316,883;2788,98
2330;20;5,5;0;321,305;4810,82
2331;20;5,1;0;325,992;7535,47
2332;20;4,6;0;331,041;3171,31
2333;20;4,4;0;1839,98;4254,31
2334;20;6,6;0;2014,78;3453,92
2335;20;10,8;0;565,615;2143,42
2336;20;12,8;0;546,788;683,202
2337;20;14,1;0;531,796;701,66
2338;20;15,2;0;515,671;704,872
2339;20;16,5;0;483,109;288,392
2340;20;17,8;0;453,998;132,771
2341;20;18,7;0;424,839;62,7554
2342;20;19,8;0;395,323;26,8298
2343;20;20,5;0;367,505;8,24997
2344;20;20,4;0;343,954;0,511988
2345;20;19,4;0;326,758;0
2346;20;15,6;0;319,614;0,866878
2347;20;13,1;0;313,412;4,98576
2348;20;11,4;0;309,681;10,8922
2349;20;10;0;307,902;17,4373
2350;20;9,2;0;306,522;22,8823
2351;20;7,7;0;307,274;28,861
2352;20;7,5;0;309,664;2203,7
2353;20;6,8;0;312,995;4582,05
2354;20;6,3;0;316,727;2445,58
2355;20;5,9;0;320,742;4011,64
2356;20;5,2;0;325,355;11051,3
2357;20;5,3;0;329,682;3059,4
2358;20;7,6;0;328,877;2515,81
2359;20;10,9;0;323,112;1404,99
2360;20;13,9;0;314,465;3292,5
2361;20;15,7;0;306,988;604,43
2362;20;17,5;0;297,586;267,11
2363;20;19,6;0;272,582;118,418
2364;20;20,7;0;250,522;53,6734
2365;20;22,1;0;227,781;19,9638
2366;20;23,3;0;204,564;2,052
2367;20;23,7;0;183,124;0
2368;20;23,1;0;166,035;0
2369;20;20,4;0;155,059;0
2370;20;17,4;0;151,714;0
2371;20;14,6;0;149,484;0
2372;20;13,5;0;148,686;0,859133
2373;20;12,2;0;149,374;6,29069
2374;20;11,1;0;150,613;12,3355
2375;20;9,7;0;153,517;18,9896
2376;20;8,9;0;158,337;25,6757
2377;20;8,2;0;163,934;31,3066
2378;20;7,7;0;169,859;35,6077
2379;20;7,2;0;176,106;38,9586
2380;20;7;0;182,386;41,2369
2381;20;7,2;0;188,316;42,2512
2382;20;10;0;189,188;36,9778
2383;20;14,2;0;184,889;27,2492
2384;20;16,3;0;178,819;18,7356
2385;20;18,8;0;173,109;12,2088
2386;20;21,2;0;165,156;5,57906
2387;20;22,6;0;144,25;0
2388;20;23,3;0;125,9;0
2389;20;24;0;108,996;0
2390;20;24;0;93,9934;0
2391;20;23,4;0;80,8072;0
2392;20;22,4;0;70,1773;0
2393;20;20;0;66,3708;0
2394;20;18,1;0;64,9568;0
2395;20;15,3;0;64,5092;0
2396;20;14,4;0;65,047;0
2397;20;12,7;0;67,0951;1,88296
2398;20;11,8;0;69,4368;7,24986
2399;20;10,8;0;72,8707;13,3617
2400;20;10,6;0;77,4809;19,1111
2401;20;10,4;0;82,4043;23,5838
2402;20;8,6;0;88,7021;28,9117
2403;20;8,5;0;95,008;32,5086
2404;20;8,4;0;101,315;34,8755
2405;20;8,3;0;107,614;36,4164
2406;20;9,6;0;109,98;32,8727
2407;20;11,6;0;107,644;25,2905
2408;20;12,3;0;97,672;13,2915
2409;20;13,5;0;88,6244;5,87247
2410;20;14,3;0;79,2166;0,922973
2411;20;15;0;68,8768;0
2412;20;16,4;0;60,154;0
2413;20;16,8;0;51,4225;0
2414;20;17,2;0;42,6676;10156,8
2415;20;17,4;0;35,1431;2568,68
2416;20;17,2;0;29,9766;815,888
2417;20;16,2;0;28,1628;338,623
2418;20;14,6;0;29,7913;171,19
2419;20;13,2;0;31,3879;99,7323
2420;20;11,8;0;34,1325;67,1989
2421;20;10,9;0;37,6758;51,2949
2422;20;8,7;0;42,3919;1770,94
2423;20;7,2;0;48,5005;4361,39
2424;20;6,4;0;56,2152;2400,33
2425;20;5,7;0;64,7116;3719,84
2426;20;5,1;0;73,71;11020,5
2427;20;4,4;0;83,2775;2811,56
2428;20;4,1;0;93,0825;3466,28
2429;20;4,4;0;102,604;4967,47
2430;20;7,2;0;106,907;3557,31
2431;20;10,3;0;107,343;1000,97
2432;20;11,8;0;106,411;1068,51
2433;20;13,1;0;106,717;958,727
2434;20;15;0;105,25;1242,71
2435;20;16;0;92,6371;454,647
2436;20;17,5;0;81,8432;199,437
2437;20;19,3;0;70,0832;92,0131
2438;20;20,5;0;57,7787;40,3625
2439;20;21,7;0;46,1664;13,9574
2440;20;21,5;0;37,03;2,24405
2441;20;20,7;0;31,2819;0
2442;20;18,2;0;30,4977;0
2443;20;16;0;30,2252;0,904244
2444;20;14,1;0;31,4137;4,3433
2445;20;12,2;0;34,0193;9,70506
2446;20;9,5;0;38,0869;16,8957
2447;20;7,9;0;43,5777;24,5377
2448;20;7,2;0;50,5667;31,6797
2449;20;6;0;58,686;12444,8
2450;20;5,5;0;67,2383;3138,97
2451;20;5,1;0;76,1294;7887,12
2452;20;4,8;0;85,2633;7295,38
2453;20;5,9;0;93,4779;3290,96
2454;20;8,9;0;97,1202;2777,37
2455;20;12,7;0;96,7725;878,444
2456;20;14,5;0;95,0534;363,383
2457;20;16,3;0;93,978;885,296
2458;20;18,4;0;91,0344;362,504
2459;20;19,4;0;77,0343;158,085
2460;20;20,3;0;65,2409;72,7181
2461;20;21,2;0;53,155;30,5255
2462;20;21,3;0;42,1831;9,48378
2463;20;21,6;0;31,7654;0
2464;20;20,8;0;24,0858;0
2465;20;19,5;0;19,6973;0
2466;20;17,3;0;19,6252;0
2467;20;13,7;0;20,8383;0
2468;20;12,9;0;22,7535;3,9391
2469;20;11,4;0;25,7682;10,2049
2470;20;9,8;0;29,5107;16,9212
2471;20;8,8;0;34,2368;23,3993
2472;20;7,4;0;40,8715;30,6261
2473;20;6,2;0;48,6331;6634,07
2474;20;5,4;0;57,0762;7886,93
2475;20;5,2;0;65,7482;2844,08
2476;20;4,7;0;74,8479;3763,8
2477;20;4,5;0;84,1208;6193,24
2478;20;7,9;0;88,5693;9666,9
2479;20;11;0;89,7513;1178,21
2480;20;13,4;0;89,1064;4623,28
2481;20;15;0;89,1579;602,248
2482;20;16,4;0;87,8869;740,525
2483;20;17,7;0;75,3464;299,059
2484;20;19,2;0;64,4406;135,206
2485;20;19,3;0;56,2519;66,5763
2486;20;19,6;0;50,1104;34,7099
2487;20;20,6;0;39,7328;12,3365
2488;20;20,1;0;31,2154;2,05415
2489;20;18,3;0;27,4602;0,236959
2490;20;16;0;28,0456;2,24471
2491;20;13,4;0;29,2909;6,10839
2492;20;11,6;0;31,919;11,5973
2493;20;10,5;0;35,4688;17,3464
2494;20;8,8;0;39,8455;23,2968
2495;20;8,1;0;45,044;28,5883
2496;20;7,4;0;51,7333;3895,71
2497;20;6,5;0;59,3192;2771,26
2498;20;6,1;0;67,238;3498,54
2499;20;6,2;0;75,0903;3094,98
2500;20;6,8;0;82,4486;2745,48
2501;20;7,3;0;89,3444;6810,76
2502;20;8,9;0;91,8663;1884,98
2503;20;12,3;0;89,0856;658,078
2504;20;14,6;0;83,3022;283,561
2505;20;16,3;0;71,0245;129,298
2506;20;17,6;0;58,1156;59,1321
2507;20;17,1;0;48,2501;27,9699
2508;20;16,8;0;42,8411;15,4939
2509;20;17,1;0;35,8968;6,31604
2510;20;17,2;0;31,1716;2,46708
2511;20;16,7;0;28,6734;1,64651
2512;20;15,9;0;26,5865;1,49713
2513;20;14,6;0;26,2366;3,17479
2514;20;13,7;0;28,4876;7,58039
2515;20;13;0;29,9067;10,9042
2516;20;12,9;0;31,6361;13,7233
2517;20;12,6;0;33,7538;16,2655
2518;20;12;0;35,9454;18,4389
2519;20;12;0;38,4384;1563,33
2520;20;11,6;0;42,1149;1708,35
2521;20;11,5;0;46,0378;1999,56
2522;20;10,7;0;50,5061;2085,71
2523;20;9,5;0;55,8196;1938,43
2524;20;9,2;0;61,3382;1679,04
2525;20;8,1;0;67,6461;2499
2526;20;9,2;0;70,8434;5035,75
2527;20;10,9;0;70,4256;1067,86
2528;20;11,2;0;68,4212;424,915
2529;20;13;0;61,4287;195,206
2530;20;13,7;0;59,075;105,307
2531;20;14,5;0;53,4408;58,0139
2532;20;14,9;0;46,281;31,2006
2533;20;14,1;0;40,7858;18,2589
2534;20;14,3;0;36,0202;10,9738
2535;20;13,9;0;35,4617;10,5797
2536;20;13,4;0;35,8573;11,4846
2537;20;12,9;0;36,3935;12,5457
2538;20;11,4;0;39,7348;3775,58
2539;20;10,4;0;1417,83;969,974
2540;20;10,4;0;1592,71;1184,43
2541;20;9,3;0;1766,4;2675,71
2542;20;7,3;0;1938,57;1812,34
2543;20;5,8;0;2109,47;11105,9
2544;20;4,8;0;2279,42;2936,61
2545;20;3,9;0;2446,04;3851,7
2546;20;3,8;0;2607,23;2858,68
2547;20;3,2;0;2763,7;3229,19
2548;20;2,7;0;2915,2;3509,56
2549;20;2,7;0;3060,69;3740,59
2550;20;5,7;0;3189,69;2620,54
2551;20;8,4;0;3306,89;2450,98
2552;20;10,3;0;1532,13;1326,69
2553;20;11,6;0;1473,98;1839,88
2554;20;13,5;0;1416,01;1532,9
2555;20;14,3;0;1341,22;543,067
2556;20;16;0;1270,66;234,931
2557;20;16,2;0;1199,95;109,87
2558;20;15,8;0;1135,65;55,1051
2559;20;15,5;0;1076,05;28,3394
2560;20;14,5;0;1028,16;18,673
2561;20;13,3;0;990,911;17,6807
2562;20;12,8;0;959,09;19,2436
2563;20;12;0;927,714;20,3813
2564;20;10,9;0;899,855;22,7346
2565;20;10,2;0;874,651;2968,17
2566;20;10,1;0;850,085;2052,64
2567;20;8,6;0;829,25;1537,13
2568;20;8,9;0;810,745;2594,41
2569;20;8,6;0;793,769;5208,51
2570;20;8;0;778,271;2161,13
2571;20;6,7;0;765,088;4639,88
2572;20;6,1;0;753,192;2457,75
2573;20;6,5;0;741,177;4580,21
2574;20;6,7;0;725,943;2929,81
2575;20;7,9;0;708,848;2314,16
2576;20;8,8;0,437908;691,625;2270,02
2577;20;9,6;1,50411;677,107;3018,64
