,Qs,HeatStockTemperature,DHWStockTemperature,ElectricConsumption,SolarPVProduction
2016,10.916,40.0,69.6,0.811,0.0
2017,12.247,40.0,69.5,0.811,0.0
2018,13.494,40.0,69.3,0.811,0.0
2019,14.146,40.0,69.1,0.811,0.0
2020,14.772,40.0,68.9,0.811,0.0
2021,15.199,40.0,66.2,0.811,0.0
2022,10.518,40.0,61.9,6.492,0.0
2023,5.523,40.0,57.6,5.564,0.0
2024,1.842,40.0,55.7,2.133,0.0
2025,0.0,18.0,54.9,1.623,0.0
2026,0.0,18.0,54.1,1.623,0.0
2027,0.0,18.0,52.9,4.382,0.0
2028,0.0,18.0,51.4,9.088,0.0
2029,0.0,18.0,50.2,4.034,0.0
2030,0.0,18.0,70.0,1.623,0.0
2031,0.0,18.0,68.9,1.623,0.0
2032,0.0,18.0,67.3,4.382,0.0
2033,0.0,18.0,65.3,9.274,0.0
2034,0.0,18.0,62.7,7.233,0.0
2035,0.0,18.0,59.1,6.399,0.0
2036,1.654,40.0,55.9,5.564,0.0
2037,0.758,40.0,54.0,6.955,0.0
2038,1.556,40.0,52.2,6.955,0.0
2039,7.249,40.0,52.1,0.811,0.0
2040,7.428,40.0,52.0,0.811,0.0
2041,7.576,40.0,51.8,0.811,0.0
2042,7.592,40.0,51.7,0.811,0.0
2043,7.564,40.0,51.6,0.811,0.0
2044,7.545,40.0,51.5,0.811,0.0
2045,7.603,40.0,70.0,0.811,0.0
2046,3.076,40.0,65.4,6.492,0.0
2047,0.473,40.0,60.8,5.564,0.0
2048,0.0,18.0,58.8,2.133,0.0
2049,0.0,18.0,58.0,1.623,0.0
2050,0.0,18.0,57.1,1.623,0.0
2051,0.0,18.0,55.9,4.382,0.0
2052,0.0,18.0,54.2,9.088,0.0
2053,0.0,18.0,53.0,4.034,0.0
2054,0.0,18.0,52.2,1.623,0.0
2055,0.0,18.0,51.4,1.623,0.0
2056,0.0,18.0,50.3,4.382,0.0
2057,0.0,18.0,70.0,9.274,0.0
2058,0.0,18.0,67.2,7.233,0.0
2059,0.0,18.0,63.3,6.399,0.0
2060,0.0,18.0,59.9,5.564,0.0
2061,0.0,18.0,57.8,6.955,0.0
2062,0.0,18.0,55.9,6.955,0.0
2063,2.414,40.0,55.8,0.811,0.0
2064,4.068,40.0,55.6,0.811,0.0
2065,4.474,40.0,55.5,0.811,0.0
2066,4.99,40.0,55.4,0.811,0.0
2067,5.572,40.0,55.2,0.811,0.0
2068,5.713,40.0,55.1,0.811,0.0
2069,5.999,40.0,53.0,0.811,0.0
2070,1.379,40.0,70.0,6.492,0.0
2071,0.0,18.0,65.1,5.564,0.0
2072,0.0,18.0,62.9,2.133,0.0
2073,0.0,18.0,62.0,1.623,0.0
2074,0.0,18.0,61.1,1.623,0.0
2075,0.0,18.0,59.7,4.382,0.0
2076,0.0,18.0,57.9,9.088,0.0
2077,0.0,18.0,56.6,4.034,0.0
2078,0.0,18.0,55.8,1.623,0.0
2079,0.0,18.0,54.9,1.623,0.0
2080,0.0,18.0,53.7,4.382,0.0
2081,0.0,18.0,52.1,9.274,0.0
2082,0.0,18.0,50.1,7.233,0.0
2083,0.0,18.0,70.0,6.399,0.0
2084,0.0,18.0,66.3,5.564,0.0
2085,0.0,18.0,63.9,6.955,0.0
2086,0.065,40.0,61.8,6.955,0.0
2087,5.347,40.0,61.6,0.811,0.0
2088,5.708,40.0,61.5,0.811,0.0
2089,6.392,40.0,61.3,0.811,0.0
2090,7.181,40.0,61.2,0.811,0.0
2091,7.676,40.0,61.0,0.811,0.0
2092,8.558,40.0,60.8,0.811,0.0
2093,8.487,40.0,58.5,0.811,0.0
2094,3.645,40.0,54.7,6.492,0.0
2095,4.041,40.0,51.0,5.564,0.0
2096,4.257,40.0,70.0,2.133,0.0
2097,0.0,18.0,69.0,1.623,0.0
2098,0.0,18.0,67.9,1.623,0.0
2099,0.0,18.0,66.4,4.382,0.0
2100,0.0,18.0,64.4,9.088,0.0
2101,0.0,18.0,63.0,4.034,0.0
2102,0.0,18.0,62.0,1.623,0.0
2103,0.0,18.0,61.0,1.623,0.0
2104,0.0,18.0,59.6,4.382,0.0
2105,0.0,18.0,57.9,9.274,0.0
2106,0.0,18.0,55.6,7.233,0.0
2107,0.0,18.0,52.4,6.399,0.0
2108,0.0,18.0,70.0,5.564,0.0
2109,0.0,18.0,67.5,6.955,0.0
2110,0.0,18.0,65.2,6.955,0.0
2111,6.271,40.0,65.1,0.811,0.0
2112,7.213,40.0,64.9,0.811,0.0
2113,8.133,40.0,64.8,0.811,0.0
2114,9.092,40.0,64.6,0.811,0.0
2115,9.497,40.0,64.4,0.811,0.0
2116,10.037,40.0,64.3,0.811,0.0
2117,10.413,40.0,61.8,0.811,0.0
2118,5.588,40.0,57.8,6.492,0.0
2119,0.0,18.0,53.8,5.564,0.0
2120,0.0,18.0,52.0,2.133,0.0
2121,0.0,18.0,51.3,1.623,0.0
2122,0.0,18.0,50.5,1.623,0.0
2123,0.0,18.0,70.0,4.382,0.0
2124,0.0,18.0,67.9,9.088,0.0
2125,0.0,18.0,66.3,4.034,0.0
2126,0.0,18.0,65.3,1.623,0.0
2127,0.0,18.0,64.3,1.623,0.0
2128,0.0,18.0,62.8,4.382,0.0
2129,0.0,18.0,60.9,9.274,0.0
2130,0.0,18.0,58.6,7.233,0.0
2131,0.0,18.0,55.2,6.399,0.0
2132,0.0,18.0,52.3,5.564,0.0
2133,0.0,18.0,50.5,6.955,0.0
2134,0.0,18.0,70.0,6.955,0.0
2135,5.721,40.0,69.8,0.811,0.0
2136,7.067,40.0,69.6,0.811,0.0
2137,8.036,40.0,69.5,0.811,0.0
2138,9.025,40.0,69.3,0.811,0.0
2139,9.605,40.0,69.1,0.811,0.0
2140,10.242,40.0,68.9,0.811,0.0
2141,10.533,40.0,66.2,0.811,0.0
2142,5.351,40.0,61.9,6.492,0.0
2143,0.0,18.0,57.6,5.564,0.0
2144,0.0,18.0,55.7,2.133,0.0
2145,0.0,18.0,54.9,1.623,0.0
2146,0.0,18.0,54.1,1.623,0.0
2147,0.0,18.0,52.9,4.382,0.0
2148,0.0,18.0,51.4,9.088,0.0
2149,0.0,18.0,50.2,4.034,0.0
2150,0.0,18.0,70.0,1.623,0.0
2151,0.0,18.0,68.9,1.623,0.0
2152,0.0,18.0,67.3,4.382,0.0
2153,0.0,18.0,65.3,9.274,0.0
2154,0.0,18.0,62.7,7.233,0.0
2155,0.0,18.0,59.1,6.399,0.0
2156,0.0,18.0,55.9,5.564,0.0
2157,0.0,18.0,54.0,6.955,0.0
2158,0.0,18.0,52.2,6.955,0.0
2159,4.773,40.0,52.1,0.811,0.0
2160,6.919,40.0,52.0,0.811,0.0
2161,7.849,40.0,51.8,0.811,0.0
2162,9.266,40.0,51.7,0.811,0.0
2163,10.108,40.0,51.6,0.811,0.0
2164,10.803,40.0,51.5,0.811,0.0
2165,11.442,40.0,70.0,0.811,0.0
2166,6.848,40.0,65.4,6.492,0.0
2167,1.652,40.0,60.8,5.564,0.0
2168,0.705,40.0,58.8,2.133,0.0
2169,0.0,18.0,58.0,1.623,0.0
2170,0.0,18.0,57.1,1.623,0.0
2171,0.0,18.0,55.9,4.382,0.0
2172,0.0,18.0,54.2,9.088,0.0
2173,0.0,18.0,53.0,4.034,0.0
2174,0.0,18.0,52.2,1.623,0.0
2175,0.0,18.0,51.4,1.623,0.0
2176,0.0,18.0,50.3,4.382,0.0
2177,0.0,18.0,70.0,9.274,0.0
2178,0.0,18.0,67.2,7.233,0.0
2179,3.514,40.0,63.3,6.399,0.0
2180,5.506,40.0,59.9,5.564,0.0
2181,4.659,40.0,57.8,6.955,0.0
2182,5.418,40.0,55.9,6.955,0.0
2183,11.404,40.0,55.8,0.811,0.0
2184,11.679,40.0,55.6,0.811,0.0
2185,11.862,40.0,55.5,0.811,0.0
2186,12.104,40.0,55.4,0.811,0.0
2187,12.323,40.0,55.2,0.811,0.0
2188,12.422,40.0,55.1,0.811,0.0
2189,12.575,40.0,53.0,0.811,0.0
2190,7.591,40.0,70.0,6.492,0.0
2191,7.918,40.0,65.1,5.564,0.0
2192,2.229,40.0,62.9,2.133,0.0
2193,2.625,40.0,62.0,1.623,0.0
2194,0.0,18.0,61.1,1.623,0.0
2195,0.0,18.0,59.7,4.382,0.0
2196,0.0,18.0,57.9,9.088,0.0
2197,0.0,18.0,56.6,4.034,0.0
2198,0.0,18.0,55.8,1.623,0.0
2199,0.0,18.0,54.9,1.623,0.0
2200,0.0,18.0,53.7,4.382,0.0
2201,0.0,18.0,52.1,9.274,0.0
2202,0.0,18.0,50.1,7.233,0.0
2203,0.0,18.0,70.0,6.399,0.0
2204,1.476,40.0,66.3,5.564,0.0
2205,1.537,40.0,63.9,6.955,0.0
2206,2.726,40.0,61.8,6.955,0.0
2207,9.216,40.0,61.6,0.811,0.0
2208,10.524,40.0,61.5,0.811,0.0
2209,12.051,40.0,61.3,0.811,0.0
2210,13.402,40.0,61.2,0.811,0.0
2211,14.497,40.0,61.0,0.811,0.0
2212,15.544,40.0,60.8,0.811,0.0
2213,16.283,40.0,58.5,0.811,0.0
2214,10.829,40.0,54.7,6.492,0.0
2215,6.42,40.0,51.0,5.564,0.0
2216,2.14,40.0,70.0,2.133,0.0
2217,0.0,18.0,69.0,1.623,0.0
2218,0.0,18.0,67.9,1.623,0.0
2219,0.0,18.0,66.4,4.382,0.0
2220,0.0,18.0,64.4,9.088,0.0
2221,0.0,18.0,63.0,4.034,0.0
2222,0.0,18.0,62.0,1.623,0.0
2223,0.0,18.0,61.0,1.623,0.0
2224,0.0,18.0,59.6,4.382,0.0
2225,0.0,18.0,57.9,9.274,0.0
2226,1.343,40.0,55.6,7.233,0.0
2227,6.336,40.0,52.4,6.399,0.0
2228,8.057,40.0,70.0,5.564,0.0
2229,7.43,40.0,67.5,6.955,0.0
2230,8.437,40.0,65.2,6.955,0.0
2231,14.767,40.0,65.1,0.811,0.0
2232,14.793,40.0,64.9,0.811,0.0
2233,14.768,40.0,64.8,0.811,0.0
2234,14.792,40.0,64.6,0.811,0.0
2235,14.851,40.0,64.4,0.811,0.0
2236,14.958,40.0,64.3,0.811,0.0
2237,15.044,40.0,61.8,0.811,0.0
2238,9.071,40.0,57.8,6.492,0.0
2239,3.484,40.0,53.8,5.564,0.0
2240,0.0,18.0,52.0,2.133,0.0
2241,0.0,18.0,51.3,1.623,0.0
2242,0.0,18.0,50.5,1.623,0.0
2243,0.0,18.0,70.0,4.382,0.0
2244,0.0,18.0,67.9,9.088,0.0
2245,0.0,18.0,66.3,4.034,0.0
2246,0.0,18.0,65.3,1.623,0.0
2247,0.0,18.0,64.3,1.623,0.0
2248,0.0,18.0,62.8,4.382,0.0
2249,0.0,18.0,60.9,9.274,0.0
2250,0.0,18.0,58.6,7.233,0.0
2251,0.0,18.0,55.2,6.399,0.0
2252,0.0,18.0,52.3,5.564,0.0
2253,0.0,18.0,50.5,6.955,0.0
2254,0.0,18.0,70.0,6.955,0.0
2255,2.892,40.0,69.8,0.811,0.0
2256,4.676,40.0,69.6,0.811,0.0
2257,5.331,40.0,69.5,0.811,0.0
2258,6.01,40.0,69.3,0.811,0.0
2259,6.511,40.0,69.1,0.811,0.0
2260,7.078,40.0,68.9,0.811,0.0
2261,7.389,40.0,66.2,0.811,0.0
2262,1.247,40.0,61.9,6.492,0.0
2263,0.0,18.0,57.6,5.564,0.0
2264,0.0,18.0,55.7,2.133,0.0
2265,0.0,18.0,54.9,1.623,0.0
2266,0.0,18.0,54.1,1.623,0.0
2267,0.0,18.0,52.9,4.382,0.0
2268,0.0,18.0,51.4,9.088,0.0
2269,0.0,18.0,50.2,4.034,0.0
2270,0.0,18.0,70.0,1.623,0.0
2271,0.0,18.0,68.9,1.623,0.0
2272,0.0,18.0,67.3,4.382,0.0
2273,0.0,18.0,65.3,9.274,0.0
2274,0.0,18.0,62.7,7.233,0.0
2275,0.0,18.0,59.1,6.399,0.0
2276,0.0,18.0,55.9,5.564,0.0
2277,0.0,18.0,54.0,6.955,0.0
2278,0.0,18.0,52.2,6.955,0.0
2279,0.0,18.0,52.1,0.811,0.0
2280,1.243,40.0,52.0,0.811,0.0
2281,3.015,40.0,51.8,0.811,0.0
2282,4.14,40.0,51.7,0.811,0.0
2283,4.844,40.0,51.6,0.811,0.0
2284,5.702,40.0,51.5,0.811,0.0
2285,6.129,40.0,70.0,0.811,0.0
2286,0.158,40.0,65.4,6.492,0.0
2287,0.0,18.0,60.8,5.564,0.0
2288,0.0,18.0,58.8,2.133,0.0
2289,0.0,18.0,58.0,1.623,0.0
2290,0.0,18.0,57.1,1.623,0.0
2291,0.0,18.0,55.9,4.382,0.0
2292,0.0,18.0,54.2,9.088,0.0
2293,0.0,18.0,53.0,4.034,0.0
2294,0.0,18.0,52.2,1.623,0.0
2295,0.0,18.0,51.4,1.623,0.0
2296,0.0,18.0,50.3,4.382,0.0
2297,0.0,18.0,70.0,9.274,0.0
2298,0.0,18.0,67.2,7.233,0.0
2299,0.0,18.0,63.3,6.399,0.0
2300,0.0,18.0,59.9,5.564,0.0
2301,0.0,18.0,57.8,6.955,0.0
2302,0.0,18.0,55.9,6.955,0.0
2303,0.0,18.0,55.8,0.811,0.0
2304,0.0,18.0,55.6,0.811,0.0
2305,0.0,18.0,55.5,0.811,0.0
2306,0.0,18.0,55.4,0.811,0.0
2307,0.0,18.0,55.2,0.811,0.0
2308,0.0,18.0,55.1,0.811,0.0
2309,0.0,18.0,53.0,0.811,0.0
2310,0.0,18.0,70.0,6.492,0.0
2311,0.0,18.0,65.1,5.564,0.0
2312,0.0,18.0,62.9,2.133,0.0
2313,0.0,18.0,62.0,1.623,0.0
2314,0.0,18.0,61.1,1.623,0.0
2315,0.0,18.0,59.7,4.382,0.0
2316,0.0,18.0,57.9,9.088,0.0
2317,0.0,18.0,56.6,4.034,0.0
2318,0.0,18.0,55.8,1.623,0.0
2319,0.0,18.0,54.9,1.623,0.0
2320,0.0,18.0,53.7,4.382,0.0
2321,0.0,18.0,52.1,9.274,0.0
2322,0.0,18.0,50.1,7.233,0.0
2323,0.0,18.0,70.0,6.399,0.0
2324,0.0,18.0,66.3,5.564,0.0
2325,0.0,18.0,63.9,6.955,0.0
2326,0.0,18.0,61.8,6.955,0.0
2327,0.0,18.0,61.6,0.811,0.0
2328,0.0,18.0,61.5,0.811,0.0
2329,0.0,18.0,61.3,0.811,0.0
2330,0.0,18.0,61.2,0.811,0.0
2331,0.058,40.0,61.0,0.811,0.0
2332,0.738,40.0,60.8,0.811,0.0
2333,1.047,40.0,58.5,0.811,0.0
2334,0.0,18.0,54.7,6.492,0.0
2335,0.0,18.0,51.0,5.564,0.0
2336,0.0,18.0,70.0,2.133,0.0
2337,0.0,18.0,69.0,1.623,0.0
2338,0.0,18.0,67.9,1.623,0.0
2339,0.0,18.0,66.4,4.382,0.0
2340,0.0,18.0,64.4,9.088,0.0
2341,0.0,18.0,63.0,4.034,0.0
2342,0.0,18.0,62.0,1.623,0.0
2343,0.0,18.0,61.0,1.623,0.0
2344,0.0,18.0,59.6,4.382,0.0
2345,0.0,18.0,57.9,9.274,0.0
2346,0.0,18.0,55.6,7.233,0.0
2347,0.0,18.0,52.4,6.399,0.0
2348,0.0,18.0,70.0,5.564,0.0
2349,0.0,18.0,67.5,6.955,0.0
2350,0.0,18.0,65.2,6.955,0.0
2351,0.0,18.0,65.1,0.811,0.0
2352,1.737,40.0,64.9,0.811,0.0
2353,3.334,40.0,64.8,0.811,0.0
2354,4.506,40.0,64.6,0.811,0.0
2355,5.113,40.0,64.4,0.811,0.0
2356,5.953,40.0,64.3,0.811,0.0
2357,6.447,40.0,61.8,0.811,0.0
2358,0.0,18.0,57.8,6.492,0.0
2359,0.0,18.0,53.8,5.564,0.0
2360,0.0,18.0,52.0,2.133,0.0
2361,0.0,18.0,51.3,1.623,0.0
2362,0.0,18.0,50.5,1.623,0.0
2363,0.0,18.0,70.0,4.382,0.0
2364,0.0,18.0,67.9,9.088,0.0
2365,0.0,18.0,66.3,4.034,0.0
2366,0.0,18.0,65.3,1.623,0.0
2367,0.0,18.0,64.3,1.623,0.0
2368,0.0,18.0,62.8,4.382,0.0
2369,0.0,18.0,60.9,9.274,0.0
2370,0.0,18.0,58.6,7.233,0.0
2371,0.0,18.0,55.2,6.399,0.0
2372,0.0,18.0,52.3,5.564,0.0
2373,0.0,18.0,50.5,6.955,0.0
2374,0.0,18.0,70.0,6.955,0.0
2375,0.0,18.0,69.8,0.811,0.0
2376,0.0,18.0,69.6,0.811,0.0
2377,0.0,18.0,69.5,0.811,0.0
2378,0.392,40.0,69.3,0.811,0.0
2379,0.515,40.0,69.1,0.811,0.0
2380,0.638,40.0,68.9,0.811,0.0
2381,0.707,40.0,66.2,0.811,0.0
2382,0.0,18.0,61.9,6.492,0.0
2383,0.0,18.0,57.6,5.564,0.0
2384,0.0,18.0,55.7,2.133,0.0
2385,0.0,18.0,54.9,1.623,0.0
2386,0.0,18.0,54.1,1.623,0.0
2387,0.0,18.0,52.9,4.382,0.0
2388,0.0,18.0,51.4,9.088,0.0
2389,0.0,18.0,50.2,4.034,0.0
2390,0.0,18.0,70.0,1.623,0.0
2391,0.0,18.0,68.9,1.623,0.0
2392,0.0,18.0,67.3,4.382,0.0
2393,0.0,18.0,65.3,9.274,0.0
2394,0.0,18.0,62.7,7.233,0.0
2395,0.0,18.0,59.1,6.399,0.0
2396,0.0,18.0,55.9,5.564,0.0
2397,0.0,18.0,54.0,6.955,0.0
2398,0.0,18.0,52.2,6.955,0.0
2399,0.0,18.0,52.1,0.811,0.0
2400,0.0,18.0,52.0,0.811,0.0
2401,0.0,18.0,51.8,0.811,0.0
2402,0.0,18.0,51.7,0.811,0.0
2403,0.153,40.0,51.6,0.811,0.0
2404,0.96,40.0,51.5,0.811,0.0
2405,1.131,40.0,70.0,0.811,0.0
2406,0.0,18.0,65.4,6.492,0.0
2407,0.0,18.0,60.8,5.564,0.0
2408,0.0,18.0,58.8,2.133,0.0
2409,0.0,18.0,58.0,1.623,0.0
2410,0.0,18.0,57.1,1.623,0.0
2411,0.0,18.0,55.9,4.382,0.0
2412,0.0,18.0,54.2,9.088,0.0
2413,0.0,18.0,53.0,4.034,0.0
2414,0.0,18.0,52.2,1.623,0.0
2415,0.0,18.0,51.4,1.623,0.0
2416,0.0,18.0,50.3,4.382,0.0
2417,0.0,18.0,70.0,9.274,0.0
2418,0.0,18.0,67.2,7.233,0.0
2419,0.0,18.0,63.3,6.399,0.0
2420,0.0,18.0,59.9,5.564,0.0
2421,0.0,18.0,57.8,6.955,0.0
2422,0.0,18.0,55.9,6.955,0.0
2423,0.0,18.0,55.8,0.811,0.0
2424,0.0,18.0,55.6,0.811,0.0
2425,1.049,40.0,55.5,0.811,0.0
2426,2.058,40.0,55.4,0.811,0.0
2427,2.795,40.0,55.2,0.811,0.0
2428,3.413,40.0,55.1,0.811,0.0
2429,3.563,40.0,53.0,0.811,0.0
2430,0.0,18.0,70.0,6.492,0.0
2431,0.0,18.0,65.1,5.564,0.0
2432,0.0,18.0,62.9,2.133,0.0
2433,0.0,18.0,62.0,1.623,0.0
2434,0.0,18.0,61.1,1.623,0.0
2435,0.0,18.0,59.7,4.382,0.0
2436,0.0,18.0,57.9,9.088,0.0
2437,0.0,18.0,56.6,4.034,0.0
2438,0.0,18.0,55.8,1.623,0.0
2439,0.0,18.0,54.9,1.623,0.0
2440,0.0,18.0,53.7,4.382,0.0
2441,0.0,18.0,52.1,9.274,0.0
2442,0.0,18.0,50.1,7.233,0.0
2443,0.0,18.0,70.0,6.399,0.0
2444,0.0,18.0,66.3,5.564,0.0
2445,0.0,18.0,63.9,6.955,0.0
2446,0.0,18.0,61.8,6.955,0.0
2447,0.456,40.0,61.6,0.811,0.0
2448,2.526,40.0,61.5,0.811,0.0
2449,3.212,40.0,61.3,0.811,0.0
2450,3.69,40.0,61.2,0.811,0.0
2451,4.076,40.0,61.0,0.811,0.0
2452,4.307,40.0,60.8,0.811,0.0
2453,4.436,40.0,58.5,0.811,0.0
2454,0.0,18.0,54.7,6.492,0.0
2455,0.0,18.0,51.0,5.564,0.0
2456,0.0,18.0,70.0,2.133,0.0
2457,0.0,18.0,69.0,1.623,0.0
2458,0.0,18.0,67.9,1.623,0.0
2459,0.0,18.0,66.4,4.382,0.0
2460,0.0,18.0,64.4,9.088,0.0
2461,0.0,18.0,63.0,4.034,0.0
2462,0.0,18.0,62.0,1.623,0.0
2463,0.0,18.0,61.0,1.623,0.0
2464,0.0,18.0,59.6,4.382,0.0
2465,0.0,18.0,57.9,9.274,0.0
2466,0.0,18.0,55.6,7.233,0.0
2467,0.0,18.0,52.4,6.399,0.0
2468,0.0,18.0,70.0,5.564,0.0
2469,0.0,18.0,67.5,6.955,0.0
2470,0.0,18.0,65.2,6.955,0.0
2471,1.963,40.0,65.1,0.811,0.0
2472,4.241,40.0,64.9,0.811,0.0
2473,3.056,40.0,64.8,0.811,0.0
2474,3.335,40.0,64.6,0.811,0.0
2475,4.147,40.0,64.4,0.811,0.0
2476,4.006,40.0,64.3,0.811,0.0
2477,4.165,40.0,61.8,0.811,0.0
2478,0.0,18.0,57.8,6.492,0.0
2479,0.0,18.0,53.8,5.564,0.0
2480,0.0,18.0,52.0,2.133,0.0
2481,0.0,18.0,51.3,1.623,0.0
2482,0.0,18.0,50.5,1.623,0.0
2483,0.0,18.0,70.0,4.382,0.0
2484,0.0,18.0,67.9,9.088,0.0
2485,0.0,18.0,66.3,4.034,0.0
2486,0.0,18.0,65.3,1.623,0.0
2487,0.0,18.0,64.3,1.623,0.0
2488,0.0,18.0,62.8,4.382,0.0
2489,0.0,18.0,60.9,9.274,0.0
2490,0.0,18.0,58.6,7.233,0.0
2491,0.0,18.0,55.2,6.399,0.0
2492,0.0,18.0,52.3,5.564,0.0
2493,0.0,18.0,50.5,6.955,0.0
2494,0.0,18.0,70.0,6.955,0.0
2495,2.754,40.0,69.8,0.811,0.0
2496,5.274,40.0,69.6,0.811,0.0
2497,6.947,40.0,69.5,0.811,0.0
2498,7.718,40.0,69.3,0.811,0.0
2499,8.523,40.0,69.1,0.811,0.0
2500,9.217,40.0,68.9,0.811,0.0
2501,9.404,40.0,66.2,0.811,0.0
2502,0.991,40.0,61.9,6.492,0.0
2503,0.0,18.0,57.6,5.564,0.0
2504,0.0,18.0,55.7,2.133,0.0
2505,0.0,18.0,54.9,1.623,0.0
2506,0.0,18.0,54.1,1.623,0.0
2507,0.0,18.0,52.9,4.382,0.0
2508,0.0,18.0,51.4,9.088,0.0
2509,0.0,18.0,50.2,4.034,0.0
2510,0.0,18.0,70.0,1.623,0.0
2511,0.0,18.0,68.9,1.623,0.0
2512,0.0,18.0,67.3,4.382,0.0
2513,0.0,18.0,65.3,9.274,0.0
2514,0.0,18.0,62.7,7.233,0.0
2515,0.0,18.0,59.1,6.399,0.0
2516,0.0,18.0,55.9,5.564,0.0
2517,0.0,18.0,54.0,6.955,0.0
2518,0.0,18.0,52.2,6.955,0.0
2519,5.356,40.0,52.1,0.811,0.0
2520,6.856,40.0,52.0,0.811,0.0
2521,7.681,40.0,51.8,0.811,0.0
2522,8.03,40.0,51.7,0.811,0.0
2523,8.607,40.0,51.6,0.811,0.0
2524,8.956,40.0,51.5,0.811,0.0
2525,8.819,40.0,70.0,0.811,0.0
2526,0.217,40.0,65.4,6.492,0.0
2527,0.0,18.0,60.8,5.564,0.0
2528,0.0,18.0,58.8,2.133,0.0
2529,0.0,18.0,58.0,1.623,0.0
2530,0.0,18.0,57.1,1.623,0.0
2531,0.0,18.0,55.9,4.382,0.0
2532,0.0,18.0,54.2,9.088,0.0
2533,0.0,18.0,53.0,4.034,0.0
2534,0.0,18.0,52.2,1.623,0.0
2535,0.0,18.0,51.4,1.623,0.0
2536,0.0,18.0,50.3,4.382,0.0
2537,0.0,18.0,70.0,9.274,0.0
2538,0.0,18.0,67.2,7.233,0.0
2539,0.0,18.0,63.3,6.399,0.0
2540,0.0,18.0,59.9,5.564,0.0
2541,0.0,18.0,57.8,6.955,0.0
2542,0.0,18.0,55.9,6.955,0.0
2543,3.736,40.0,55.8,0.811,0.0
2544,5.061,40.0,55.6,0.811,0.0
2545,5.613,40.0,55.5,0.811,0.0
2546,5.667,40.0,55.4,0.811,0.0
2547,5.774,40.0,55.2,0.811,0.0
2548,5.95,40.0,55.1,0.811,0.0
2549,5.775,40.0,53.0,0.811,0.0
2550,0.0,18.0,70.0,6.492,0.0
2551,0.0,18.0,65.1,5.564,0.0
2552,0.0,18.0,62.9,2.133,0.0
2553,0.0,18.0,62.0,1.623,0.0
2554,0.0,18.0,61.1,1.623,0.0
2555,0.0,18.0,59.7,4.382,0.0
2556,0.0,18.0,57.9,9.088,0.0
2557,0.0,18.0,56.6,4.034,0.0
2558,0.0,18.0,55.8,1.623,0.0
2559,0.0,18.0,54.9,1.623,0.0
2560,0.0,18.0,53.7,4.382,0.0
2561,0.0,18.0,52.1,9.274,0.0
2562,0.0,18.0,50.1,7.233,0.0
2563,0.0,18.0,70.0,6.399,0.0
2564,0.0,18.0,66.3,5.564,0.0
2565,0.0,18.0,63.9,6.955,0.0
2566,0.0,18.0,61.8,6.955,0.0
2567,5.298,40.0,61.6,0.811,0.0
2568,7.699,40.0,61.5,0.811,0.0
2569,9.715,40.0,61.3,0.811,0.0
2570,10.862,40.0,61.2,0.811,0.0
2571,11.875,40.0,61.0,0.811,0.0
2572,12.719,40.0,60.8,0.811,0.0
2573,12.767,40.0,58.5,0.811,0.0
2574,3.992,40.0,54.7,6.492,0.0
2575,0.965,40.0,51.0,5.564,0.0
2576,0.0,18.0,70.0,2.133,0.0
2577,0.0,18.0,69.0,1.623,0.0
2578,0.0,18.0,67.9,1.623,0.0
2579,0.0,18.0,66.4,4.382,0.0
2580,0.0,18.0,64.4,9.088,0.0
2581,0.0,18.0,63.0,4.034,0.0
2582,0.0,18.0,62.0,1.623,0.0
2583,0.0,18.0,61.0,1.623,0.0
2584,0.0,18.0,59.6,4.382,0.0
2585,0.0,18.0,57.9,9.274,0.0
2586,0.0,18.0,55.6,7.233,0.0
2587,0.0,18.0,52.4,6.399,0.0
2588,0.856,40.0,70.0,5.564,0.0
2589,1.847,40.0,67.5,6.955,0.0
2590,3.86,40.0,65.2,6.955,0.0
2591,10.819,40.0,65.1,0.811,0.0
2592,11.99,40.0,64.9,0.811,0.0
2593,13.274,40.0,64.8,0.811,0.0
2594,13.933,40.0,64.6,0.811,0.0
2595,14.581,40.0,64.4,0.811,0.0
2596,15.186,40.0,64.3,0.811,0.0
2597,15.075,40.0,61.8,0.811,0.0
2598,5.767,40.0,57.8,6.492,0.0
2599,0.18,40.0,53.8,5.564,0.0
2600,0.0,18.0,52.0,2.133,0.0
2601,0.0,18.0,51.3,1.623,0.0
2602,0.0,18.0,50.5,1.623,0.0
2603,0.0,18.0,70.0,4.382,0.0
2604,0.0,18.0,67.9,9.088,0.0
2605,0.0,18.0,66.3,4.034,0.0
2606,0.0,18.0,65.3,1.623,0.0
2607,0.0,18.0,64.3,1.623,0.0
2608,0.0,18.0,62.8,4.382,0.0
2609,0.0,18.0,60.9,9.274,0.0
2610,0.0,18.0,58.6,7.233,0.0
2611,0.0,18.0,55.2,6.399,0.0
2612,2.234,40.0,52.3,5.564,0.0
2613,2.352,40.0,50.5,6.955,0.0
2614,3.793,40.0,70.0,6.955,0.0
2615,10.228,40.0,69.8,0.811,0.0
2616,10.918,40.0,69.6,0.811,0.0
2617,11.672,40.0,69.5,0.811,0.0
2618,12.059,40.0,69.3,0.811,0.0
2619,12.586,40.0,69.1,0.811,0.0
2620,12.919,40.0,68.9,0.811,0.0
2621,12.775,40.0,66.2,0.811,0.0
