,Qs,HeatStockTemperature,DHWStockTemperature,ElectricConsumption,SolarPVProduction
7066,0.0,18.0,54.1,1.623,0.0
7067,0.0,18.0,52.9,4.382,0.0
7068,0.0,18.0,51.4,9.088,0.0
7069,0.0,18.0,50.2,4.034,0.0
7070,0.0,18.0,70.0,1.623,0.0
7071,0.0,18.0,68.9,1.623,0.0
7072,0.0,18.0,67.3,4.382,0.0
7073,0.0,18.0,65.3,9.274,0.0
7074,0.0,18.0,62.7,7.233,0.0
7075,1.102,40.0,59.1,6.399,0.0
7076,2.603,40.0,55.9,5.564,0.0
7077,1.435,40.0,54.0,6.955,0.0
7078,2.105,40.0,52.2,6.955,0.0
7079,7.94,40.0,52.1,0.811,0.0
7080,8.354,40.0,52.0,0.811,0.0
7081,8.81,40.0,51.8,0.811,0.0
7082,9.213,40.0,51.7,0.811,0.0
7083,9.549,40.0,51.6,0.811,0.0
7084,9.832,40.0,51.5,0.811,0.0
7085,9.915,40.0,70.0,0.811,0.0
7086,5.766,40.0,65.4,6.492,0.0
7087,5.195,40.0,60.8,5.564,0.0
7088,0.0,18.0,58.8,2.133,0.0
7089,0.0,18.0,58.0,1.623,0.0
7090,0.0,18.0,57.1,1.623,0.0
7091,0.0,18.0,55.9,4.382,0.0
7092,0.0,18.0,54.2,9.088,0.0
7093,0.0,18.0,53.0,4.034,0.0
7094,0.0,18.0,52.2,1.623,0.0
7095,0.0,18.0,51.4,1.623,0.0
7096,0.0,18.0,50.3,4.382,0.0
7097,0.0,18.0,70.0,9.274,0.0
7098,0.0,18.0,67.2,7.233,0.0
7099,1.671,40.0,63.3,6.399,0.0
7100,3.018,40.0,59.9,5.564,0.0
7101,2.094,40.0,57.8,6.955,0.0
7102,2.511,40.0,55.9,6.955,0.0
7103,8.251,40.0,55.8,0.811,0.0
7104,8.768,40.0,55.6,0.811,0.0
7105,9.185,40.0,55.5,0.811,0.0
7106,9.669,40.0,55.4,0.811,0.0
7107,9.88,40.0,55.2,0.811,0.0
7108,10.201,40.0,55.1,0.811,0.0
7109,10.367,40.0,53.0,0.811,0.0
7110,6.27,40.0,70.0,6.492,0.0
7111,5.414,40.0,65.1,5.564,0.0
7112,0.0,18.0,62.9,2.133,0.0
7113,0.0,18.0,62.0,1.623,0.0
7114,0.0,18.0,61.1,1.623,0.0
7115,0.0,18.0,59.7,4.382,0.0
7116,0.0,18.0,57.9,9.088,0.0
7117,0.0,18.0,56.6,4.034,0.0
7118,0.0,18.0,55.8,1.623,0.0
7119,0.0,18.0,54.9,1.623,0.0
7120,0.0,18.0,53.7,4.382,0.0
7121,0.0,18.0,52.1,9.274,0.0
7122,0.0,18.0,50.1,7.233,0.0
7123,0.794,40.0,70.0,6.399,0.0
7124,3.027,40.0,66.3,5.564,0.0
7125,2.217,40.0,63.9,6.955,0.0
7126,2.976,40.0,61.8,6.955,0.0
7127,8.932,40.0,61.6,0.811,0.0
7128,9.761,40.0,61.5,0.811,0.0
7129,10.732,40.0,61.3,0.811,0.0
7130,11.559,40.0,61.2,0.811,0.0
7131,12.034,40.0,61.0,0.811,0.0
7132,12.599,40.0,60.8,0.811,0.0
7133,12.977,40.0,58.5,0.811,0.0
7134,8.918,40.0,54.7,6.492,0.0
7135,8.074,40.0,51.0,5.564,0.0
7136,2.907,40.0,70.0,2.133,0.0
7137,0.0,18.0,69.0,1.623,0.0
7138,0.0,18.0,67.9,1.623,0.0
7139,0.0,18.0,66.4,4.382,0.0
7140,0.0,18.0,64.4,9.088,0.0
7141,0.0,18.0,63.0,4.034,0.0
7142,0.0,18.0,62.0,1.623,0.0
7143,0.0,18.0,61.0,1.623,0.0
7144,0.0,18.0,59.6,4.382,0.0
7145,0.0,18.0,57.9,9.274,0.0
7146,0.0,18.0,55.6,7.233,0.0
7147,2.769,40.0,52.4,6.399,0.0
7148,4.509,40.0,70.0,5.564,0.0
7149,3.801,40.0,67.5,6.955,0.0
7150,4.643,40.0,65.2,6.955,0.0
7151,10.781,40.0,65.1,0.811,0.0
7152,11.572,40.0,64.9,0.811,0.0
7153,12.259,40.0,64.8,0.811,0.0
7154,13.209,40.0,64.6,0.811,0.0
7155,13.575,40.0,64.4,0.811,0.0
7156,13.956,40.0,64.3,0.811,0.0
7157,14.346,40.0,61.8,0.811,0.0
7158,10.515,40.0,57.8,6.492,0.0
7159,9.68,40.0,53.8,5.564,0.0
7160,5.603,40.0,52.0,2.133,0.0
7161,1.199,40.0,51.3,1.623,0.0
7162,0.0,18.0,50.5,1.623,0.0
7163,0.0,18.0,70.0,4.382,0.0
7164,0.0,18.0,67.9,9.088,0.0
7165,0.0,18.0,66.3,4.034,0.0
7166,0.0,18.0,65.3,1.623,0.0
7167,0.0,18.0,64.3,1.623,0.0
7168,0.0,18.0,62.8,4.382,0.0
7169,0.908,40.0,60.9,9.274,0.0
7170,4.04,40.0,58.6,7.233,0.0
7171,5.378,40.0,55.2,6.399,0.0
7172,6.442,40.0,52.3,5.564,0.0
7173,5.361,40.0,50.5,6.955,0.0
7174,5.712,40.0,70.0,6.955,0.0
7175,11.374,40.0,69.8,0.811,0.0
7176,11.645,40.0,69.6,0.811,0.0
7177,11.84,40.0,69.5,0.811,0.0
7178,11.877,40.0,69.3,0.811,0.0
7179,11.78,40.0,69.1,0.811,0.0
7180,11.751,40.0,68.9,0.811,0.0
7181,11.687,40.0,66.2,0.811,0.0
7182,7.615,40.0,61.9,6.492,0.0
7183,9.339,40.0,57.6,5.564,0.0
7184,9.826,40.0,55.7,2.133,0.0
7185,6.509,40.0,54.9,1.623,0.0
7186,4.451,40.0,54.1,1.623,0.0
7187,0.593,40.0,52.9,4.382,0.0
7188,0.0,18.0,51.4,9.088,0.0
7189,0.0,18.0,50.2,4.034,0.0
7190,0.0,18.0,70.0,1.623,0.0
7191,0.0,18.0,68.9,1.623,0.0
7192,0.0,18.0,67.3,4.382,0.0
7193,0.0,18.0,65.3,9.274,0.0
7194,2.784,40.0,62.7,7.233,0.0
7195,4.161,40.0,59.1,6.399,0.0
7196,5.399,40.0,55.9,5.564,0.0
7197,4.508,40.0,54.0,6.955,0.0
7198,5.252,40.0,52.2,6.955,0.0
7199,10.683,40.0,52.1,0.811,0.0
7200,11.45,40.0,52.0,0.811,0.0
7201,12.227,40.0,51.8,0.811,0.0
7202,12.973,40.0,51.7,0.811,0.0
7203,13.465,40.0,51.6,0.811,0.0
7204,13.937,40.0,51.5,0.811,0.0
7205,14.494,40.0,70.0,0.811,0.0
7206,10.854,40.0,65.4,6.492,0.0
7207,11.403,40.0,60.8,5.564,0.0
7208,13.397,40.0,58.8,2.133,0.0
7209,7.72,40.0,58.0,1.623,0.0
7210,5.456,40.0,57.1,1.623,0.0
7211,2.016,40.0,55.9,4.382,0.0
7212,0.0,18.0,54.2,9.088,0.0
7213,0.32,40.0,53.0,4.034,0.0
7214,1.84,40.0,52.2,1.623,0.0
7215,7.675,40.0,51.4,1.623,0.0
7216,8.864,40.0,50.3,4.382,0.0
7217,6.301,40.0,70.0,9.274,0.0
7218,8.679,40.0,67.2,7.233,0.0
7219,9.626,40.0,63.3,6.399,0.0
7220,10.855,40.0,59.9,5.564,0.0
7221,9.507,40.0,57.8,6.955,0.0
7222,9.937,40.0,55.9,6.955,0.0
7223,16.718,40.0,55.8,0.811,0.0
7224,15.633,40.0,55.6,0.811,0.0
7225,15.669,40.0,55.5,0.811,0.0
7226,15.716,40.0,55.4,0.811,0.0
7227,15.859,40.0,55.2,0.811,0.0
7228,15.744,40.0,55.1,0.811,0.0
7229,15.857,40.0,53.0,0.811,0.0
7230,11.427,40.0,70.0,6.492,0.0
7231,11.062,40.0,65.1,5.564,0.0
7232,7.027,40.0,62.9,2.133,0.0
7233,1.216,40.0,62.0,1.623,0.0
7234,0.0,18.0,61.1,1.623,0.0
7235,0.0,18.0,59.7,4.382,0.0
7236,0.0,18.0,57.9,9.088,0.0
7237,0.0,18.0,56.6,4.034,0.0
7238,0.0,18.0,55.8,1.623,0.0
7239,0.0,18.0,54.9,1.623,0.0
7240,0.0,18.0,53.7,4.382,0.0
7241,0.0,18.0,52.1,9.274,0.0
7242,1.536,40.0,50.1,7.233,0.0
7243,3.331,40.0,70.0,6.399,0.0
7244,4.764,40.0,66.3,5.564,0.0
7245,3.544,40.0,63.9,6.955,0.0
7246,4.044,40.0,61.8,6.955,0.0
7247,9.889,40.0,61.6,0.811,0.0
7248,10.728,40.0,61.5,0.811,0.0
7249,11.48,40.0,61.3,0.811,0.0
7250,11.995,40.0,61.2,0.811,0.0
7251,12.581,40.0,61.0,0.811,0.0
7252,12.94,40.0,60.8,0.811,0.0
7253,13.27,40.0,58.5,0.811,0.0
7254,9.295,40.0,54.7,6.492,0.0
7255,8.962,40.0,51.0,5.564,0.0
7256,5.409,40.0,70.0,2.133,0.0
7257,0.158,40.0,69.0,1.623,0.0
7258,0.0,18.0,67.9,1.623,0.0
7259,0.0,18.0,66.4,4.382,0.0
7260,0.0,18.0,64.4,9.088,0.0
7261,0.0,18.0,63.0,4.034,0.0
7262,0.0,18.0,62.0,1.623,0.0
7263,0.0,18.0,61.0,1.623,0.0
7264,0.0,18.0,59.6,4.382,0.0
7265,0.0,18.0,57.9,9.274,0.0
7266,2.095,40.0,55.6,7.233,0.0
7267,4.09,40.0,52.4,6.399,0.0
7268,5.647,40.0,70.0,5.564,0.0
7269,5.084,40.0,67.5,6.955,0.0
7270,6.164,40.0,65.2,6.955,0.0
7271,12.254,40.0,65.1,0.811,0.0
7272,13.075,40.0,64.9,0.811,0.0
7273,14.15,40.0,64.8,0.811,0.0
7274,15.045,40.0,64.6,0.811,0.0
7275,15.591,40.0,64.4,0.811,0.0
7276,16.146,40.0,64.3,0.811,0.0
7277,16.358,40.0,61.8,0.811,0.0
7278,12.239,40.0,57.8,6.492,0.0
7279,12.225,40.0,53.8,5.564,0.0
7280,8.762,40.0,52.0,2.133,0.0
7281,3.933,40.0,51.3,1.623,0.0
7282,1.294,40.0,50.5,1.623,0.0
7283,0.0,18.0,70.0,4.382,0.0
7284,0.0,18.0,67.9,9.088,0.0
7285,0.0,18.0,66.3,4.034,0.0
7286,0.0,18.0,65.3,1.623,0.0
7287,0.366,40.0,64.3,1.623,0.0
7288,0.851,40.0,62.8,4.382,0.0
7289,3.024,40.0,60.9,9.274,0.0
7290,6.212,40.0,58.6,7.233,0.0
7291,8.111,40.0,55.2,6.399,0.0
7292,9.998,40.0,52.3,5.564,0.0
7293,9.411,40.0,50.5,6.955,0.0
7294,10.771,40.0,70.0,6.955,0.0
7295,17.236,40.0,69.8,0.811,0.0
7296,18.454,40.0,69.6,0.811,0.0
7297,19.692,40.0,69.5,0.811,0.0
7298,20.897,40.0,69.3,0.811,0.0
7299,21.623,40.0,69.1,0.811,0.0
7300,22.613,40.0,68.9,0.811,0.0
7301,23.266,40.0,66.2,0.811,0.0
7302,19.418,40.0,61.9,6.492,0.0
7303,20.052,40.0,57.6,5.564,0.0
7304,17.092,40.0,55.7,2.133,0.0
7305,12.456,40.0,54.9,1.623,0.0
7306,10.496,40.0,54.1,1.623,0.0
7307,6.312,40.0,52.9,4.382,0.0
7308,0.047,40.0,51.4,9.088,0.0
7309,5.727,40.0,50.2,4.034,0.0
7310,9.426,40.0,70.0,1.623,0.0
7311,12.072,40.0,68.9,1.623,0.0
7312,12.049,40.0,67.3,4.382,0.0
7313,14.023,40.0,65.3,9.274,0.0
7314,16.997,40.0,62.7,7.233,0.0
7315,18.878,40.0,59.1,6.399,0.0
7316,20.415,40.0,55.9,5.564,0.0
7317,19.831,40.0,54.0,6.955,0.0
7318,19.368,40.0,52.2,6.955,0.0
7319,24.588,40.0,52.1,0.811,0.0
7320,24.644,40.0,52.0,0.811,0.0
7321,24.857,40.0,51.8,0.811,0.0
7322,25.033,40.0,51.7,0.811,0.0
7323,25.125,40.0,51.6,0.811,0.0
7324,25.341,40.0,51.5,0.811,0.0
7325,25.254,40.0,70.0,0.811,0.0
7326,20.903,40.0,65.4,6.492,0.0
7327,21.407,40.0,60.8,5.564,0.0
7328,18.131,40.0,58.8,2.133,0.0
7329,11.238,40.0,58.0,1.623,0.0
7330,8.175,40.0,57.1,1.623,0.0
7331,3.212,40.0,55.9,4.382,0.0
7332,0.0,18.0,54.2,9.088,0.0
7333,0.905,40.0,53.0,4.034,0.0
7334,5.587,40.0,52.2,1.623,0.0
7335,8.437,40.0,51.4,1.623,0.0
7336,8.659,40.0,50.3,4.382,0.0
7337,11.079,40.0,70.0,9.274,0.0
7338,13.798,40.0,67.2,7.233,0.0
7339,15.319,40.0,63.3,6.399,0.0
7340,16.85,40.0,59.9,5.564,0.0
7341,16.095,40.0,57.8,6.955,0.0
7342,16.908,40.0,55.9,6.955,0.0
7343,22.854,40.0,55.8,0.811,0.0
7344,23.171,40.0,55.6,0.811,0.0
7345,23.494,40.0,55.5,0.811,0.0
7346,23.603,40.0,55.4,0.811,0.0
7347,24.133,40.0,55.2,0.811,0.0
7348,24.38,40.0,55.1,0.811,0.0
7349,24.644,40.0,53.0,0.811,0.0
7350,20.582,40.0,70.0,6.492,0.0
7351,20.638,40.0,65.1,5.564,0.0
7352,16.395,40.0,62.9,2.133,0.0
7353,9.775,40.0,62.0,1.623,0.0
7354,6.63,40.0,61.1,1.623,0.0
7355,0.728,40.0,59.7,4.382,0.0
7356,0.0,18.0,57.9,9.088,0.0
7357,0.0,18.0,56.6,4.034,0.0
7358,1.61,40.0,55.8,1.623,0.0
7359,5.058,40.0,54.9,1.623,0.0
7360,4.797,40.0,53.7,4.382,0.0
7361,7.91,40.0,52.1,9.274,0.0
7362,10.198,40.0,50.1,7.233,0.0
7363,11.294,40.0,70.0,6.399,0.0
7364,12.464,40.0,66.3,5.564,0.0
7365,11.364,40.0,63.9,6.955,0.0
7366,11.728,40.0,61.8,6.955,0.0
7367,17.642,40.0,61.6,0.811,0.0
7368,17.911,40.0,61.5,0.811,0.0
7369,18.351,40.0,61.3,0.811,0.0
7370,18.725,40.0,61.2,0.811,0.0
7371,18.819,40.0,61.0,0.811,0.0
7372,18.963,40.0,60.8,0.811,0.0
7373,19.014,40.0,58.5,0.811,0.0
7374,14.669,40.0,54.7,6.492,0.0
7375,15.591,40.0,51.0,5.564,0.0
7376,18.146,40.0,70.0,2.133,0.0
7377,16.843,40.0,69.0,1.623,0.0
7378,12.725,40.0,67.9,1.623,0.0
7379,7.297,40.0,66.4,4.382,0.0
7380,5.557,40.0,64.4,9.088,0.0
7381,3.291,40.0,63.0,4.034,0.0
7382,5.602,40.0,62.0,1.623,0.0
7383,7.563,40.0,61.0,1.623,0.0
7384,7.196,40.0,59.6,4.382,0.0
7385,8.014,40.0,57.9,9.274,0.0
7386,9.885,40.0,55.6,7.233,0.0
7387,10.714,40.0,52.4,6.399,0.0
7388,11.58,40.0,70.0,5.564,0.0
7389,10.145,40.0,67.5,6.955,0.0
7390,10.271,40.0,65.2,6.955,0.0
7391,15.653,40.0,65.1,0.811,0.0
7392,15.684,40.0,64.9,0.811,0.0
7393,15.921,40.0,64.8,0.811,0.0
7394,16.107,40.0,64.6,0.811,0.0
7395,16.212,40.0,64.4,0.811,0.0
7396,16.323,40.0,64.3,0.811,0.0
7397,16.436,40.0,61.8,0.811,0.0
7398,12.0,40.0,57.8,6.492,0.0
7399,12.973,40.0,53.8,5.564,0.0
7400,14.377,40.0,52.0,2.133,0.0
7401,12.509,40.0,51.3,1.623,0.0
7402,10.412,40.0,50.5,1.623,0.0
7403,6.748,40.0,70.0,4.382,0.0
7404,1.683,40.0,67.9,9.088,0.0
7405,8.496,40.0,66.3,4.034,0.0
7406,10.823,40.0,65.3,1.623,0.0
7407,12.409,40.0,64.3,1.623,0.0
7408,11.579,40.0,62.8,4.382,0.0
7409,8.087,40.0,60.9,9.274,0.0
7410,10.383,40.0,58.6,7.233,0.0
7411,11.573,40.0,55.2,6.399,0.0
7412,12.09,40.0,52.3,5.564,0.0
7413,10.599,40.0,50.5,6.955,0.0
7414,10.832,40.0,70.0,6.955,0.0
7415,16.795,40.0,69.8,0.811,0.0
7416,16.363,40.0,69.6,0.811,0.0
7417,16.614,40.0,69.5,0.811,0.0
7418,17.306,40.0,69.3,0.811,0.0
7419,19.074,40.0,69.1,0.811,0.0
7420,17.072,40.0,68.9,0.811,0.0
7421,17.125,40.0,66.2,0.811,0.0
7422,12.892,40.0,61.9,6.492,0.0
7423,13.547,40.0,57.6,5.564,0.0
7424,15.954,40.0,55.7,2.133,0.0
7425,15.356,40.0,54.9,1.623,0.0
7426,14.165,40.0,54.1,1.623,0.0
7427,10.803,40.0,52.9,4.382,0.0
7428,6.094,40.0,51.4,9.088,0.0
7429,11.09,40.0,50.2,4.034,0.0
7430,14.187,40.0,70.0,1.623,0.0
7431,15.264,40.0,68.9,1.623,0.0
7432,13.632,40.0,67.3,4.382,0.0
7433,9.856,40.0,65.3,9.274,0.0
7434,11.739,40.0,62.7,7.233,0.0
7435,13.223,40.0,59.1,6.399,0.0
7436,13.558,40.0,55.9,5.564,0.0
7437,11.977,40.0,54.0,6.955,0.0
7438,12.929,40.0,52.2,6.955,0.0
7439,17.519,40.0,52.1,0.811,0.0
7440,17.203,40.0,52.0,0.811,0.0
7441,17.26,40.0,51.8,0.811,0.0
7442,17.284,40.0,51.7,0.811,0.0
7443,18.197,40.0,51.6,0.811,0.0
7444,17.677,40.0,51.5,0.811,0.0
7445,17.202,40.0,70.0,0.811,0.0
7446,12.844,40.0,65.4,6.492,0.0
7447,13.655,40.0,60.8,5.564,0.0
7448,13.432,40.0,58.8,2.133,0.0
7449,8.886,40.0,58.0,1.623,0.0
7450,5.27,40.0,57.1,1.623,0.0
7451,0.518,40.0,55.9,4.382,0.0
7452,0.0,18.0,54.2,9.088,0.0
7453,1.073,40.0,53.0,4.034,0.0
7454,5.8,40.0,52.2,1.623,0.0
7455,9.817,40.0,51.4,1.623,0.0
7456,9.662,40.0,50.3,4.382,0.0
7457,7.183,40.0,70.0,9.274,0.0
7458,9.066,40.0,67.2,7.233,0.0
7459,10.137,40.0,63.3,6.399,0.0
7460,11.054,40.0,59.9,5.564,0.0
7461,9.332,40.0,57.8,6.955,0.0
7462,9.53,40.0,55.9,6.955,0.0
7463,14.987,40.0,55.8,0.811,0.0
7464,15.228,40.0,55.6,0.811,0.0
7465,15.48,40.0,55.5,0.811,0.0
7466,15.767,40.0,55.4,0.811,0.0
7467,15.828,40.0,55.2,0.811,0.0
7468,15.939,40.0,55.1,0.811,0.0
7469,16.057,40.0,53.0,0.811,0.0
7470,11.7,40.0,70.0,6.492,0.0
7471,12.142,40.0,65.1,5.564,0.0
7472,7.909,40.0,62.9,2.133,0.0
7473,1.606,40.0,62.0,1.623,0.0
7474,1.325,40.0,61.1,1.623,0.0
7475,0.0,18.0,59.7,4.382,0.0
7476,0.0,18.0,57.9,9.088,0.0
7477,0.0,18.0,56.6,4.034,0.0
7478,0.0,18.0,55.8,1.623,0.0
7479,2.786,40.0,54.9,1.623,0.0
7480,6.796,40.0,53.7,4.382,0.0
7481,3.858,40.0,52.1,9.274,0.0
7482,6.061,40.0,50.1,7.233,0.0
7483,7.148,40.0,70.0,6.399,0.0
7484,8.449,40.0,66.3,5.564,0.0
7485,7.301,40.0,63.9,6.955,0.0
7486,7.881,40.0,61.8,6.955,0.0
7487,13.48,40.0,61.6,0.811,0.0
7488,14.202,40.0,61.5,0.811,0.0
7489,14.691,40.0,61.3,0.811,0.0
7490,15.304,40.0,61.2,0.811,0.0
7491,15.525,40.0,61.0,0.811,0.0
7492,15.821,40.0,60.8,0.811,0.0
7493,16.132,40.0,58.5,0.811,0.0
7494,11.884,40.0,54.7,6.492,0.0
7495,12.741,40.0,51.0,5.564,0.0
7496,7.462,40.0,70.0,2.133,0.0
7497,3.341,40.0,69.0,1.623,0.0
7498,0.0,18.0,67.9,1.623,0.0
7499,0.0,18.0,66.4,4.382,0.0
7500,0.0,18.0,64.4,9.088,0.0
7501,0.0,18.0,63.0,4.034,0.0
7502,0.0,18.0,62.0,1.623,0.0
7503,0.0,18.0,61.0,1.623,0.0
7504,0.0,18.0,59.6,4.382,0.0
7505,0.0,18.0,57.9,9.274,0.0
7506,2.325,40.0,55.6,7.233,0.0
7507,3.716,40.0,52.4,6.399,0.0
7508,4.926,40.0,70.0,5.564,0.0
7509,3.804,40.0,67.5,6.955,0.0
7510,4.307,40.0,65.2,6.955,0.0
7511,10.011,40.0,65.1,0.811,0.0
7512,10.508,40.0,64.9,0.811,0.0
7513,11.045,40.0,64.8,0.811,0.0
7514,11.451,40.0,64.6,0.811,0.0
7515,11.66,40.0,64.4,0.811,0.0
7516,11.897,40.0,64.3,0.811,0.0
7517,12.238,40.0,61.8,0.811,0.0
7518,7.981,40.0,57.8,6.492,0.0
7519,8.545,40.0,53.8,5.564,0.0
7520,3.428,40.0,52.0,2.133,0.0
7521,0.0,18.0,51.3,1.623,0.0
7522,0.0,18.0,50.5,1.623,0.0
7523,0.0,18.0,70.0,4.382,0.0
7524,0.0,18.0,67.9,9.088,0.0
7525,0.0,18.0,66.3,4.034,0.0
7526,0.0,18.0,65.3,1.623,0.0
7527,0.0,18.0,64.3,1.623,0.0
7528,0.0,18.0,62.8,4.382,0.0
7529,0.0,18.0,60.9,9.274,0.0
7530,0.0,18.0,58.6,7.233,0.0
7531,0.817,40.0,55.2,6.399,0.0
7532,2.447,40.0,52.3,5.564,0.0
7533,1.421,40.0,50.5,6.955,0.0
7534,1.972,40.0,70.0,6.955,0.0
7535,7.692,40.0,69.8,0.811,0.0
7536,8.352,40.0,69.6,0.811,0.0
7537,9.071,40.0,69.5,0.811,0.0
7538,9.615,40.0,69.3,0.811,0.0
7539,9.994,40.0,69.1,0.811,0.0
7540,10.347,40.0,68.9,0.811,0.0
7541,10.538,40.0,66.2,0.811,0.0
7542,6.416,40.0,61.9,6.492,0.0
7543,7.251,40.0,57.6,5.564,0.0
7544,3.347,40.0,55.7,2.133,0.0
7545,0.0,18.0,54.9,1.623,0.0
7546,0.0,18.0,54.1,1.623,0.0
7547,0.0,18.0,52.9,4.382,0.0
7548,0.0,18.0,51.4,9.088,0.0
7549,0.0,18.0,50.2,4.034,0.0
7550,0.0,18.0,70.0,1.623,0.0
7551,0.0,18.0,68.9,1.623,0.0
7552,0.0,18.0,67.3,4.382,0.0
7553,0.0,18.0,65.3,9.274,0.0
7554,0.0,18.0,62.7,7.233,0.0
7555,0.933,40.0,59.1,6.399,0.0
7556,3.057,40.0,55.9,5.564,0.0
7557,2.41,40.0,54.0,6.955,0.0
7558,3.116,40.0,52.2,6.955,0.0
7559,9.372,40.0,52.1,0.811,0.0
7560,10.234,40.0,52.0,0.811,0.0
7561,10.955,40.0,51.8,0.811,0.0
7562,11.654,40.0,51.7,0.811,0.0
7563,12.095,40.0,51.6,0.811,0.0
7564,12.493,40.0,51.5,0.811,0.0
7565,12.792,40.0,70.0,0.811,0.0
7566,8.667,40.0,65.4,6.492,0.0
7567,9.397,40.0,60.8,5.564,0.0
7568,9.513,40.0,58.8,2.133,0.0
7569,10.924,40.0,58.0,1.623,0.0
7570,3.848,40.0,57.1,1.623,0.0
7571,0.0,18.0,55.9,4.382,0.0
7572,0.0,18.0,54.2,9.088,0.0
7573,0.0,18.0,53.0,4.034,0.0
7574,0.0,18.0,52.2,1.623,0.0
7575,0.0,18.0,51.4,1.623,0.0
7576,2.954,40.0,50.3,4.382,0.0
7577,1.437,40.0,70.0,9.274,0.0
7578,4.01,40.0,67.2,7.233,0.0
7579,5.619,40.0,63.3,6.399,0.0
7580,7.277,40.0,59.9,5.564,0.0
7581,6.395,40.0,57.8,6.955,0.0
7582,7.459,40.0,55.9,6.955,0.0
7583,13.464,40.0,55.8,0.811,0.0
7584,14.462,40.0,55.6,0.811,0.0
7585,15.441,40.0,55.5,0.811,0.0
7586,16.278,40.0,55.4,0.811,0.0
7587,16.847,40.0,55.2,0.811,0.0
7588,17.507,40.0,55.1,0.811,0.0
7589,17.931,40.0,53.0,0.811,0.0
7590,13.9,40.0,70.0,6.492,0.0
7591,14.819,40.0,65.1,5.564,0.0
7592,11.95,40.0,62.9,2.133,0.0
7593,5.459,40.0,62.0,1.623,0.0
7594,1.333,40.0,61.1,1.623,0.0
7595,0.0,18.0,59.7,4.382,0.0
7596,0.0,18.0,57.9,9.088,0.0
7597,0.0,18.0,56.6,4.034,0.0
7598,0.0,18.0,55.8,1.623,0.0
7599,0.0,18.0,54.9,1.623,0.0
7600,4.836,40.0,53.7,4.382,0.0
7601,3.125,40.0,52.1,9.274,0.0
7602,5.594,40.0,50.1,7.233,0.0
7603,7.286,40.0,70.0,6.399,0.0
7604,8.755,40.0,66.3,5.564,0.0
7605,8.154,40.0,63.9,6.955,0.0
7606,9.069,40.0,61.8,6.955,0.0
7607,15.037,40.0,61.6,0.811,0.0
7608,15.782,40.0,61.5,0.811,0.0
7609,15.993,40.0,61.3,0.811,0.0
7610,16.813,40.0,61.2,0.811,0.0
7611,17.289,40.0,61.0,0.811,0.0
7612,17.693,40.0,60.8,0.811,0.0
7613,18.094,40.0,58.5,0.811,0.0
7614,13.976,40.0,54.7,6.492,0.0
7615,14.974,40.0,51.0,5.564,0.0
7616,12.017,40.0,70.0,2.133,0.0
7617,5.368,40.0,69.0,1.623,0.0
7618,1.233,40.0,67.9,1.623,0.0
7619,0.0,18.0,66.4,4.382,0.0
7620,0.0,18.0,64.4,9.088,0.0
7621,0.0,18.0,63.0,4.034,0.0
7622,0.0,18.0,62.0,1.623,0.0
7623,0.048,40.0,61.0,1.623,0.0
7624,4.257,40.0,59.6,4.382,0.0
7625,2.354,40.0,57.9,9.274,0.0
7626,4.914,40.0,55.6,7.233,0.0
7627,6.489,40.0,52.4,6.399,0.0
7628,8.253,40.0,70.0,5.564,0.0
7629,7.406,40.0,67.5,6.955,0.0
7630,8.186,40.0,65.2,6.955,0.0
7631,14.213,40.0,65.1,0.811,0.0
7632,15.057,40.0,64.9,0.811,0.0
7633,16.039,40.0,64.8,0.811,0.0
7634,16.856,40.0,64.6,0.811,0.0
7635,17.247,40.0,64.4,0.811,0.0
7636,17.769,40.0,64.3,0.811,0.0
7637,18.148,40.0,61.8,0.811,0.0
7638,14.058,40.0,57.8,6.492,0.0
7639,15.235,40.0,53.8,5.564,0.0
7640,11.959,40.0,52.0,2.133,0.0
7641,4.576,40.0,51.3,1.623,0.0
7642,4.878,40.0,50.5,1.623,0.0
7643,1.231,40.0,70.0,4.382,0.0
7644,0.0,18.0,67.9,9.088,0.0
7645,0.0,18.0,66.3,4.034,0.0
7646,0.604,40.0,65.3,1.623,0.0
7647,3.203,40.0,64.3,1.623,0.0
7648,7.305,40.0,62.8,4.382,0.0
7649,5.496,40.0,60.9,9.274,0.0
7650,7.653,40.0,58.6,7.233,0.0
7651,9.195,40.0,55.2,6.399,0.0
7652,10.635,40.0,52.3,5.564,0.0
7653,9.685,40.0,50.5,6.955,0.0
7654,10.617,40.0,70.0,6.955,0.0
7655,16.625,40.0,69.8,0.811,0.0
7656,17.183,40.0,69.6,0.811,0.0
7657,17.706,40.0,69.5,0.811,0.0
7658,17.957,40.0,69.3,0.811,0.0
7659,18.402,40.0,69.1,0.811,0.0
7660,18.855,40.0,68.9,0.811,0.0
7661,19.102,40.0,66.2,0.811,0.0
7662,15.053,40.0,61.9,6.492,0.0
7663,15.905,40.0,57.6,5.564,0.0
7664,13.255,40.0,55.7,2.133,0.0
7665,6.155,40.0,54.9,1.623,0.0
7666,1.702,40.0,54.1,1.623,0.0
7667,0.0,18.0,52.9,4.382,0.0
7668,0.0,18.0,51.4,9.088,0.0
7669,0.0,18.0,50.2,4.034,0.0
7670,0.0,18.0,70.0,1.623,0.0
7671,0.0,18.0,68.9,1.623,0.0
